MJD	ZTF_g	ZTF_g_err	ZTF_r	ZTF_r_err
58924.10000000408	5.8459947749989515e-16	2.5736487547537304e-15	5.920684192559129e-16	1.0848795611866074e-15
58924.15000000408	5.837657092320332e-16	2.5778221473281862e-15	5.915590489964422e-16	1.0873931868860904e-15
58924.200000004086	5.829432750996802e-16	2.5818649129590567e-15	5.910488116995262e-16	1.0898426603624718e-15
58924.25000000409	5.821321355312182e-16	2.58577702853104e-15	5.90537680529869e-16	1.0922278631263258e-15
58924.30000000409	5.813322507844421e-16	2.589558471974097e-15	5.900256285089438e-16	1.0945486800114703e-15
58924.350000004095	5.805435809446941e-16	2.5932092222063413e-15	5.895126285134527e-16	1.0968049991518147e-15
58924.4000000041	5.797660859228219e-16	2.5967292590789718e-15	5.889986532756067e-16	1.0989967119589888e-15
58924.4500000041	5.789997254532252e-16	2.6001185633231842e-15	5.8848367538163205e-16	1.1011237131005884e-15
58924.500000004104	5.782444590917639e-16	2.6033771164991168e-15	5.879676672716203e-16	1.1031859004792567e-15
58924.55000000411	5.775002462136779e-16	2.6065049009467332e-15	5.874506012386703e-16	1.105183175212227e-15
58924.60000000411	5.767670460114825e-16	2.609501899738636e-15	5.869324494281028e-16	1.1071154416118191e-15
58924.65000000411	5.760448174927228e-16	2.612368096634864e-15	5.864131838370222e-16	1.108982607166315e-15
58924.700000004115	5.753335194778893e-16	2.6151034760395656e-15	5.858927763134765e-16	1.1107845825217476e-15
58924.75000000412	5.746331105980689e-16	2.61770802295956e-15	5.853711985556724e-16	1.1125212814641287e-15
58924.80000000412	5.739435492926652e-16	2.620181722964798e-15	5.848484221116488e-16	1.1141926209024882e-15
58924.850000004124	5.732647938071421e-16	2.6225245621506824e-15	5.843244183780071e-16	1.115798520852499e-15
58924.90000000413	5.725968021905914e-16	2.624736527102221e-15	5.837991585997336e-16	1.1173389044206538e-15
58924.95000000413	5.7193953229333675e-16	2.6268176048600316e-15	5.832726138691354e-16	1.1188136977892324e-15
58925.00000000413	5.712929417645115e-16	2.628767782888159e-15	5.827447551253636e-16	1.120222830201722e-15
58925.050000004136	5.706569880495722e-16	2.630587049043705e-15	5.822155531535645e-16	1.1215662339489883e-15
58925.10000000414	5.700316283877345e-16	2.632275391548233e-15	5.816849785842251e-16	1.1228438443559815e-15
58925.15000000414	5.69416819809442e-16	2.6338327989610094e-15	5.811530018923898e-16	1.1240555997690884e-15
58925.200000004144	5.688125191337556e-16	2.6352592601539686e-15	5.80619593396903e-16	1.1252014415440307e-15
58925.25000000415	5.682186829656945e-16	2.6365547642884374e-15	5.800847232598219e-16	1.1262813140344492e-15
58925.30000000415	5.676352676935348e-16	2.637719300793675e-15	5.795483614855662e-16	1.1272951645810004e-15
58925.35000000415	5.670622294861152e-16	2.6387528593471198e-15	5.79010477920162e-16	1.1282429435010762e-15
58925.400000004156	5.664995242900457e-16	2.6396554298563512e-15	5.784710422505415e-16	1.1291246040791631e-15
58925.45000000416	5.659471078268727e-16	2.6404270024428446e-15	5.779300240038054e-16	1.1299401025576347e-15
58925.50000000416	5.654049355902792e-16	2.641067567427403e-15	5.773873925464294e-16	1.1306893981282707e-15
58925.550000004165	5.64872962843143e-16	2.641577115317332e-15	5.768431170835262e-16	1.1313724529243177e-15
58925.60000000417	5.64351144614607e-16	2.6419556367953232e-15	5.7629716665810825e-16	1.1319892320130628e-15
58925.65000000417	5.638394356971219e-16	2.642203122710061e-15	5.757495101502098e-16	1.1325397033890266e-15
58925.70000000417	5.633377906433988e-16	2.6423195640685142e-15	5.752001162762242e-16	1.1330238379677333e-15
58925.75000000418	5.628461637633678e-16	2.6423049520299457e-15	5.746489535882131e-16	1.1334416095799914e-15
58925.80000000418	5.623645091210567e-16	2.6421592779016214e-15	5.740959904728972e-16	1.1337929949668092e-15
58925.85000000418	5.618927805314379e-16	2.6418825331362354e-15	5.735411951509198e-16	1.134077973774823e-15
58925.900000004185	5.614309315572475e-16	2.64147470933099e-15	5.729845356763135e-16	1.1342965285522643e-15
58925.95000000419	5.6097891550575085e-16	2.640935798228429e-15	5.724259799354647e-16	1.1344486447456006e-15
58926.00000000419	5.605366854254555e-16	2.6402657917189155e-15	5.718654956462447e-16	1.1345343106965363e-15
58926.050000004194	5.601041941027919e-16	2.6394646818448597e-15	5.713030503575149e-16	1.1345535176397495e-15
58926.1000000042	5.59681394058764e-16	2.6385324608066042e-15	5.707386114479691e-16	1.1345062597011446e-15
58926.1500000042	5.59268237545505e-16	2.6374691209700433e-15	5.701721461256387e-16	1.1343925338965437e-15
58926.2000000042	5.58864676542859e-16	2.63627465487591e-15	5.696036214268465e-16	1.1342123401310816e-15
58926.250000004206	5.584706627548525e-16	2.6349490552508094e-15	5.690330042155074e-16	1.1339656811990632e-15
58926.30000000421	5.58086147606185e-16	2.6334923150199614e-15	5.684602611822678e-16	1.133652562784404e-15
58926.35000000421	5.57711082238603e-16	2.631904427321613e-15	5.678853588437699e-16	1.1332729934616183e-15
58926.400000004214	5.573454175072994e-16	2.6301853855232316e-15	5.673082635414921e-16	1.132826984697358e-15
58926.45000000422	5.569891039772331e-16	2.628335183239395e-15	5.667289414414138e-16	1.1323145508525159e-15
58926.50000000422	5.566420919193692e-16	2.6263538143514024e-15	5.661473585327364e-16	1.1317357091848427e-15
58926.55000000422	5.563043313069664e-16	2.6242412730286764e-15	5.655634806273131e-16	1.1310904798521678e-15
58926.600000004226	5.559757718117202e-16	2.6219975537518592e-15	5.649772733586592e-16	1.1303788859161776e-15
58926.65000000423	5.556563627999215e-16	2.619622651337684e-15	5.64388702181131e-16	1.1296009533466857e-15
58926.70000000423	5.553460533285253e-16	2.617116560965632e-15	5.637977323688982e-16	1.1287567110265522e-15
58926.750000004235	5.550447921412384e-16	2.6144792782063472e-15	5.632043290155986e-16	1.1278461907570409e-15
58926.80000000424	5.54752527664486e-16	2.611710799051852e-15	5.626084570329373e-16	1.1268694272639081e-15
58926.85000000424	5.544692080033543e-16	2.6088111199475235e-15	5.620100811498748e-16	1.125826458203854e-15
58926.90000000424	5.541947809375333e-16	2.6057802378259327e-15	5.614091659119916e-16	1.124717324171743e-15
58926.950000004246	5.539291939171524e-16	2.6026181501424853e-15	5.608056756804799e-16	1.1235420687081761e-15
58927.00000000425	5.536723940585679e-16	2.599324854912865e-15	5.601995746312567e-16	1.1223007383078906e-15
58927.05000000425	5.53424328140162e-16	2.5959003507523932e-15	5.595908267540488e-16	1.1209933824284376e-15
58927.100000004255	5.531849425980239e-16	2.592344636917189e-15	5.589793958514587e-16	1.119620053499695e-15
58927.15000000426	5.529541835216464e-16	2.5886577133472486e-15	5.583652455382176e-16	1.1181808069338154e-15
58927.20000000426	5.527319966494928e-16	2.5848395807114205e-15	5.577483392400471e-16	1.1166757011357866e-15
58927.250000004264	5.525183273646048e-16	2.5808902404542695e-15	5.571286401931073e-16	1.1151047975145705e-15
58927.30000000427	5.523131206900872e-16	2.5768096948448964e-15	5.565061114426338e-16	1.1134681604948892e-15
58927.35000000427	5.521163212845948e-16	2.572597947027698e-15	5.558807158423123e-16	1.1117658575295299e-15
58927.40000000427	5.519278734377303e-16	2.5682550010750933e-15	5.552524160532233e-16	1.1099979591122367e-15
58927.450000004275	5.517477210654263e-16	2.563780862042261e-15	5.546211745430862e-16	1.1081645387913065e-15
58927.50000000428	5.515758077052399e-16	2.5591755360238605e-15	5.539869535850072e-16	1.1062656731837467e-15
58927.55000000428	5.51412076511609e-16	2.554439030212798e-15	5.533497152569479e-16	1.1043014419899258e-15
58927.600000004284	5.512564702511008e-16	2.549571352961045e-15	5.527094214403803e-16	1.1022719280090209e-15
58927.65000000429	5.511089312975263e-16	2.544572513842557e-15	5.520660338195401e-16	1.1001772171550126e-15
58927.70000000429	5.509694016270743e-16	2.5394425237182762e-15	5.514195138806045e-16	1.098017398473239e-15
58927.75000000429	5.50837822813353e-16	2.5341813948032437e-15	5.507698229103947e-16	1.0957925641577152e-15
58927.800000004296	5.507141360224017e-16	2.528789140735925e-15	5.501169219956476e-16	1.0935028095689826e-15
58927.8500000043	5.505982820076262e-16	2.5232657766496723e-15	5.494607720219605e-16	1.0911482332526616e-15
58927.9000000043	5.504902011047077e-16	2.5176113192464123e-15	5.488013336728665e-16	1.0887289369586302e-15
58927.950000004304	5.503898332264105e-16	2.5118257868725657e-15	5.481385674288544e-16	1.0862450256608851e-15
58928.00000000431	5.502971178574312e-16	2.505909199597285e-15	5.474724335662672e-16	1.0836966075780314e-15
58928.05000000431	5.50211994049068e-16	2.499861579292916e-15	5.468028921564696e-16	1.0810837941945291e-15
58928.10000000431	5.501344004139274e-16	2.4936829497178708e-15	5.46129903064767e-16	1.0784067002824677e-15
58928.150000004316	5.50064275120554e-16	2.487373336601818e-15	5.45453425949311e-16	1.0756654439242192e-15
58928.20000000432	5.500015558879719e-16	2.4809327677333137e-15	5.447734202604005e-16	1.072860146535651e-15
58928.25000000432	5.499461799802114e-16	2.4743612730498443e-15	5.440898452390988e-16	1.0699909328900999e-15
58928.300000004325	5.498980842007571e-16	2.4676588847303572e-15	5.434026599164126e-16	1.0670579311430344e-15
58928.35000000433	5.498572048869849e-16	2.4608256372903174e-15	5.427118231122923e-16	1.0640612728574853e-15
58928.40000000433	5.498234779044153e-16	2.4538615676792975e-15	5.420172934344839e-16	1.0610010930301844e-15
58928.45000000433	5.497968386410822e-16	2.4467667153811842e-15	5.413190292776138e-16	1.0578775301184333e-15
58928.50000000434	5.497772220017111e-16	2.4395411225169968e-15	5.406169888221428e-16	1.0546907260677331e-15
58928.55000000434	5.49764562401912e-16	2.432184833950413e-15	5.399111300331055e-16	1.05144082634023e-15
58928.60000000434	5.497587937622614e-16	2.424697897396003e-15	5.3920141065942925e-16	1.0481279799438512e-15
58928.650000004345	5.497598495023756e-16	2.4170803635302395e-15	5.384877882325981e-16	1.0447523394622797e-15
58928.70000000435	5.497676625349068e-16	2.409332286105334e-15	5.377702200657007e-16	1.041314061085771e-15
58928.75000000435	5.497821652594217e-16	2.4014537220659113e-15	5.3704866325231e-16	1.0378133046426539e-15
58928.800000004354	5.498032895563524e-16	2.3934447316686523e-15	5.363230746654649e-16	1.0342502336317746e-15
58928.85000000436	5.498309667807278e-16	2.3853053786048626e-15	5.355934109565877e-16	1.0306250152557778e-15
58928.90000000436	5.498651277559681e-16	2.3770357301260805e-15	5.348596285544658e-16	1.0269378204550951e-15
58928.95000000436	5.499057027675724e-16	2.36863585717277e-15	5.341216836639258e-16	1.0231888239429987e-15
58929.000000004366	5.499526215567296e-16	2.3601058345061553e-15	5.333795322650216e-16	1.0193782042413873e-15
58929.05000000437	5.500058133138573e-16	2.3514457408432264e-15	5.3263313011182e-16	1.0155061437175152e-15
58929.10000000437	5.500652066721658e-16	2.3426556589950134e-15	5.318824327312429e-16	1.0115728286216603e-15
58929.150000004374	5.501307297010298e-16	2.3337356760082032e-15	5.311273954220776e-16	1.007578449125628e-15
58929.20000000438	5.502023098994075e-16	2.324685883310097e-15	5.303679732537067e-16	1.0035231993623162e-15
58929.25000000438	5.502798741891197e-16	2.3155063768570337e-15	5.296041210652497e-16	9.99407277466128e-16
58929.30000000438	5.503633489081093e-16	2.3061972572863666e-15	5.288357934640117e-16	9.95230885614443e-16
58929.350000004386	5.504526598036128e-16	2.296758630071967e-15	5.280629448248498e-16	9.909942300700307e-16
58929.40000000439	5.505477320252846e-16	2.2871906056834134e-15	5.272855292886497e-16	9.866975212244787e-16
58929.45000000439	5.506484901182548e-16	2.277493299748963e-15	5.265035007614118e-16	9.823409736426969e-16
58929.500000004395	5.507548580160564e-16	2.267666833222252e-15	5.257168129129339e-16	9.779248061083973e-16
58929.5500000044	5.508667590336096e-16	2.257711332552962e-15	5.249254191757747e-16	9.734492416707463e-16
58929.6000000044	5.509841158600228e-16	2.247626929861411e-15	5.241292727440964e-16	9.689145076920038e-16
58929.6500000044	5.511068505513898e-16	2.2374137631172678e-15	5.233283265723753e-16	9.643208358963287e-16
58929.700000004406	5.512348845235053e-16	2.2270719763223188e-15	5.225225333743662e-16	9.59668462419764e-16
58929.75000000441	5.513681385444823e-16	2.2166017196975727e-15	5.217118456219438e-16	9.549576278612798e-16
58929.80000000441	5.515065327273613e-16	2.2060031498746395e-15	5.208962155437022e-16	9.501885773350802e-16
58929.850000004415	5.516499865225664e-16	2.1952764300915334e-15	5.20075595123928e-16	9.45361560524111e-16
58929.90000000442	5.517984187103931e-16	2.1844217303930434e-15	5.192499361015732e-16	9.404768317347764e-16
58929.95000000442	5.519517473933168e-16	2.1734392278356933e-15	5.184191899686668e-16	9.355346499529218e-16
58930.000000004424	5.521098899883129e-16	2.1623291066974598e-15	5.175833079693544e-16	9.3053527890113e-16
58930.05000000443	5.522727632190711e-16	2.151091558692297e-15	5.167422410987019e-16	9.25478987097295e-16
58930.10000000443	5.52440283108129e-16	2.13972678318969e-15	5.158959401013515e-16	9.203660479146047e-16
58930.15000000443	5.526123649689586e-16	2.128234987439188e-15	5.15044355470354e-16	9.15196739642826e-16
58930.200000004435	5.527889233979548e-16	2.1166163868001923e-15	5.14187437446011e-16	9.099713455510837e-16
58930.25000000444	5.529698722663557e-16	2.104871204977051e-15	5.133251360145304e-16	9.046901539519325e-16
58930.30000000444	5.531551247121129e-16	2.092999674259576e-15	5.124574009067379e-16	8.993534582671569e-16
58930.350000004444	5.53344593131643e-16	2.0810020357691403e-15	5.115841815971055e-16	8.939615570948128e-16
58930.40000000445	5.535381891715254e-16	2.0688785397105043e-15	5.107054273020237e-16	8.885147542779742e-16
58930.45000000445	5.537358237201469e-16	2.0566294456294792e-15	5.098210869790558e-16	8.830133589750102e-16
58930.50000000445	5.539374068992321e-16	2.0442550226765896e-15	5.089311093253673e-16	8.774576857314868e-16
58930.550000004456	5.541428480553061e-16	2.031755549876883e-15	5.080354427763921e-16	8.718480545538168e-16
58930.60000000446	5.54352055751093e-16	2.0191313164060577e-15	5.07134035504842e-16	8.66184790984412e-16
58930.65000000446	5.545649377568143e-16	2.0063826218730457e-15	5.062268354190816e-16	8.604682261787557e-16
58930.700000004465	5.547814010414363e-16	1.993509776609217e-15	5.05313790162139e-16	8.54698696984313e-16
58930.75000000447	5.550013517638112e-16	1.9805131019644263e-15	5.04394847110184e-16	8.488765460209782e-16
58930.80000000447	5.552246952637412e-16	1.9673929306099923e-15	5.034699533713876e-16	8.430021217638311e-16
58930.85000000447	5.5545133605298e-16	1.9541496068488715e-15	5.025390557844482e-16	8.370757786274007e-16
58930.900000004476	5.556811778061431e-16	1.9407834869332252e-15	5.016021009173108e-16	8.310978770522739e-16
58930.95000000448	5.559141233515114e-16	1.9272949393894636e-15	5.006590350660476e-16	8.250687835935136e-16
58931.00000000448	5.561500746617929e-16	1.913684345351119e-15	4.99709804253186e-16	8.189888710112336e-16
58931.050000004485	5.563889328447778e-16	1.8999520988996764e-15	4.987543542266438e-16	8.128585183633571e-16
58931.10000000449	5.566305981338933e-16	1.886098607413577e-15	4.977926304582824e-16	8.066781111005706e-16
58931.15000000449	5.568749698787296e-16	1.8721242919256652e-15	4.968245781424684e-16	8.004480411635086e-16
58931.20000000449	5.571219465354082e-16	1.858029587489335e-15	4.958501421948967e-16	7.941687070823166e-16
58931.2500000045	5.573714256569065e-16	1.8438149435534517e-15	4.948692672510693e-16	7.878405140786081e-16
58931.3000000045	5.576233038833141e-16	1.8294808243465985e-15	4.938818976650805e-16	7.814638741698811e-16
58931.3500000045	5.57877476931919e-16	1.815027709270626e-15	4.928879775080668e-16	7.750392062764895e-16
58931.400000004505	5.581338395873192e-16	1.8004560933039554e-15	4.918874505668631e-16	7.685669363312101e-16
58931.45000000451	5.583922856913666e-16	1.7857664874148315e-15	4.908802603427036e-16	7.6204749739154e-16
58931.50000000451	5.586527081330145e-16	1.7709594189848973e-15	4.898663500497939e-16	7.554813297547346e-16
58931.550000004514	5.589149988381492e-16	1.756035432243295e-15	4.888456626138067e-16	7.488688810757379e-16
58931.60000000452	5.591790487592559e-16	1.7409950887117461e-15	4.878181406705944e-16	7.422106064879462e-16
58931.65000000452	5.594447478650051e-16	1.7258389676607322e-15	4.867837265647124e-16	7.355069687273088e-16
58931.70000000452	5.597119851298079e-16	1.7105676665774658e-15	4.85742362347954e-16	7.287584382590918e-16
58931.750000004526	5.599806485231867e-16	1.6951818016455843e-15	4.846939897779954e-16	7.21965493408316e-16
58931.80000000453	5.602506249991054e-16	1.6796820082372622e-15	4.836385503169399e-16	7.151286204933234e-16
58931.85000000453	5.605218004852372e-16	1.6640689414180613e-15	4.825759851298139e-16	7.082483139627046e-16
58931.900000004534	5.60794059872032e-16	1.6483432764647742e-15	4.81506235083185e-16	7.013250765359746e-16
58931.95000000454	5.610672870017935e-16	1.6325057093968825e-15	4.804292407435745e-16	6.943594193478164e-16
58932.00000000454	5.613413646576106e-16	1.6165569575219289e-15	4.793449423762717e-16	6.87351862096057e-16
58932.05000000454	5.616161745521885e-16	1.6004977599953265e-15	4.782532799434936e-16	6.803029331936497e-16
58932.100000004546	5.61891597316593e-16	1.5843288783950783e-15	4.771541931031903e-16	6.732131699246872e-16
58932.15000000455	5.62167512488905e-16	1.5680510973118897e-15	4.760476212073827e-16	6.660831186045892e-16
58932.20000000455	5.624437985027356e-16	1.5516652249551392e-15	4.749335033007333e-16	6.589133347446064e-16
58932.250000004555	5.627203326756963e-16	1.5351720937753866e-15	4.738117781190712e-16	6.517043832208395e-16
58932.30000000456	5.629969911977297e-16	1.5185725611038466e-15	4.726823840877673e-16	6.444568384478553e-16
58932.35000000456	5.632736491193414e-16	1.5018675098095188e-15	4.715452593204733e-16	6.371712845571383e-16
58932.40000000456	5.635501803397347e-16	1.4850578489744533e-15	4.704003416172823e-16	6.298483155806017e-16
58932.45000000457	5.638264575948254e-16	1.4681445145880381e-15	4.692475684633186e-16	6.224885356391084e-16
58932.50000000457	5.641023524452129e-16	1.4511284702607135e-15	4.680868770272717e-16	6.1509255913640925e-16
58932.55000000457	5.643777352639523e-16	1.4340107079579857e-15	4.669182041598366e-16	6.07661010958711e-16
58932.600000004575	5.646524752242849e-16	1.4167922487554698e-15	4.657414863919402e-16	6.001945266798884e-16
58932.65000000458	5.649264402872417e-16	1.3994741436156691e-15	4.645566599336291e-16	5.926937527727716e-16
58932.70000000458	5.651994971891383e-16	1.3820574741873592e-15	4.63363660671913e-16	5.851593468265984e-16
58932.750000004584	5.654715114289741e-16	1.3645433536284352e-15	4.621624241697842e-16	5.775919777709666e-16
58932.80000000459	5.657423472556905e-16	1.3469329274530374e-15	4.609528856641444e-16	5.699923261064065e-16
58932.85000000459	5.660118676553469e-16	1.3292273744040763e-15	4.597349800644225e-16	5.623610841421208e-16
58932.90000000459	5.662799343381741e-16	1.3114279073518565e-15	4.585086419511275e-16	5.54698956240819e-16
58932.950000004595	5.665464077255279e-16	1.293535774220167e-15	4.572738055739617e-16	5.470066590711999e-16
58933.0000000046	5.668111469366899e-16	1.2755522589406907e-15	4.560304048502992e-16	5.392849218683159e-16
58933.0500000046	5.670740097756132e-16	1.2574786824369613e-15	4.547783733636723e-16	5.31534486702176e-16
58933.100000004604	5.673348527174936e-16	1.2393164036391466e-15	4.535176443620632e-16	5.23756108754884e-16
58933.15000000461	5.675935308952723e-16	1.2210668205307887e-15	4.522481507561296e-16	5.159505566067848e-16
58933.20000000461	5.678498980859933e-16	1.202731371228966e-15	4.509698251177944e-16	5.081186125319166e-16
58933.25000000461	5.681038066970362e-16	1.1843115350993393e-15	4.496825996785556e-16	5.002610728031546e-16
58933.300000004616	5.683551077522654e-16	1.1658088339073844e-15	4.483864063275532e-16	4.923787480078508e-16
58933.35000000462	5.68603650878029e-16	1.1472248330076449e-15	4.470811766102715e-16	4.844724633737144e-16
58933.40000000462	5.688492842890508e-16	1.1285611425725002e-15	4.457668417265867e-16	4.765430591063829e-16
58933.450000004625	5.69091854774172e-16	1.1098194188623676e-15	4.444433325293016e-16	4.68591390738344e-16
58933.50000000463	5.693312076820129e-16	1.0910013655391079e-15	4.431105795221743e-16	4.606183294903048e-16
58933.55000000463	5.695671869065051e-16	1.072108735024833e-15	4.417685128585745e-16	4.526247626455719e-16
58933.60000000463	5.697996348722418e-16	1.0531433299079474e-15	4.4041706233935336e-16	4.446115939378338e-16
58933.650000004636	5.700283925197733e-16	1.0341070043990632e-15	4.3905615741153687e-16	4.365797439533825e-16
58933.70000000464	5.702532992907453e-16	1.0150016658389005e-15	4.376857271663269e-16	4.285301505483084e-16
58933.75000000464	5.704741931129037e-16	9.958292762610042e-16	4.3630570033747683e-16	4.2046376928154093e-16
58933.800000004645	5.706909103849767e-16	9.765918540118488e-16	4.349160052994513e-16	4.1238157386466657e-16
58933.85000000465	5.70903285961426e-16	9.572914754314637e-16	4.3351657006585797e-16	4.042845566294656e-16
58933.90000000465	5.711111531370736e-16	9.379302765976492e-16	4.321073222875139e-16	3.9617372901407326e-16
58933.950000004654	5.713143436315864e-16	9.185104551372213e-16	4.3068818925082095e-16	3.8805012206914216e-16
58934.00000000466	5.715126875738328e-16	8.990342721081006e-16	4.292590978757769e-16	3.799147869850359e-16
58934.05000000466	5.717060134861071e-16	8.795040539560338e-16	4.278199747144342e-16	3.71768795641384e-16
58934.10000000466	5.718941482682081e-16	8.599221945504369e-16	4.263707459489577e-16	3.636132411806172e-16
58934.150000004665	5.72076917181393e-16	8.402911573039486e-16	4.249113373898224e-16	3.554492386070201e-16
58934.20000000467	5.722541438321967e-16	8.206134773809302e-16	4.2344167447417937e-16	3.472779254130788e-16
58934.25000000467	5.72425650156082e-16	8.008917640003157e-16	4.2196168226383807e-16	3.391004622353494e-16
58934.300000004674	5.725912564010102e-16	7.811287028392967e-16	4.2047128544346493e-16	3.309180335416359e-16
58934.35000000468	5.72750781110786e-16	7.61327058544212e-16	4.1897040831879887e-16	3.2273184835254947e-16
58934.40000000468	5.729040411083614e-16	7.41489677356583e-16	4.174589748148959e-16	3.14543140999809e-16
58934.45000000468	5.730508514788989e-16	7.216194898624925e-16	4.1593690847402833e-16	3.0635317192496883e-16
58934.500000004686	5.731910255527443e-16	7.017195138747153e-16	4.1440413245413403e-16	2.981632285218357e-16
58934.55000000469	5.733243748882741e-16	6.817928574584324e-16	4.128605695267064e-16	2.899746260269752e-16
58934.60000000469	5.734507092545192e-16	6.618427221124602e-16	4.1130614207499165e-16	2.817887084637605e-16
58934.650000004694	5.735698366137279e-16	6.418724061202104e-16	4.0974077209214943e-16	2.7360684964483875e-16
58934.7000000047	5.7368156310371535e-16	6.218853080860896e-16	4.0816438117926354e-16	2.6543045424037475e-16
58934.7500000047	5.737856930200912e-16	6.018849306767455e-16	4.065768905435021e-16	2.5726095892031984e-16
58934.8000000047	5.738820287983478e-16	5.818748845888174e-16	4.0497822099625973e-16	2.4909983357978933e-16
58934.850000004706	5.739703709957568e-16	5.618588927705445e-16	4.033682929510557e-16	2.4094858265982633e-16
58934.90000000471	5.740505182731365e-16	5.418407949287187e-16	4.0174702642179735e-16	2.328087465775289e-16
58934.95000000471	5.741222673764944e-16	5.218245523610975e-16	4.0011434102069767e-16	2.246819032834034e-16
58935.000000004715	5.741854131184316e-16	5.018142531630381e-16	3.984701559563978e-16	2.1656966996759586e-16
58935.05000000472	5.742397483594861e-16	4.818141178700692e-16	3.968143900319505e-16	2.0847370494332553e-16
58935.10000000472	5.742850639892265e-16	4.618285056158544e-16	3.9514696164304524e-16	2.0039570974189117e-16
58935.15000000472	5.743211489072693e-16	4.418619209079592e-16	3.934677887756367e-16	1.923374314656821e-16
58935.20000000473	5.743477900040639e-16	4.219190211576319e-16	3.917767890044129e-16	1.8430066545769568e-16
58935.25000000473	5.743647721415569e-16	4.020046251455639e-16	3.9007387949042335e-16	1.7628725836671514e-16
58935.30000000473	5.743718781336861e-16	3.821237226738323e-16	3.883589769792766e-16	1.6829911171227227e-16
58935.350000004735	5.743688887266904e-16	3.622814857512083e-16	3.866319977991513e-16	1.6033818609250593e-16
58935.40000000474	5.743555825792816e-16	3.4248328180683e-16	3.84892857858592e-16	1.524065062307943e-16
58935.45000000474	5.74331736242615e-16	3.2273468964899063e-16	3.8314147264469793e-16	1.4450616713596794e-16
58935.500000004744	5.742971241401258e-16	3.0304151923357544e-16	3.813777572208904e-16	1.3663934176721668e-16
58935.55000000475	5.742515185471587e-16	2.8340983685896047e-16	3.796016262248869e-16	1.2880829076986553e-16
58935.60000000475	5.741946895704585e-16	2.6384599831035896e-16	3.7781299386679586e-16	1.2101537512021724e-16
58935.65000000475	5.741264051274596e-16	2.4435669400135874e-16	3.760117739269031e-16	1.1326307294338778e-16
58935.700000004756	5.740464309254246e-16	2.2494901282485037e-16	3.741978797536178e-16	1.0555400245937099e-16
58935.75000000476	5.739545304403904e-16	2.0563053624400404e-16	3.7237122426133358e-16	9.789095415979592e-17
58935.80000000476	5.738504648959277e-16	1.8640948327363951e-16	3.7053171992836494e-16	9.027693728364e-17
58935.850000004764	5.737339932417515e-16	1.672949451367491e-16	3.6867927879503246e-16	8.27152491519793e-17
58935.90000000477	5.736048721321247e-16	1.4829728664825493e-16	3.668138124610764e-16	7.520958236693311e-17
58935.95000000477	5.734628559040904e-16	1.2942887805008256e-16	3.649352320841063e-16	6.776419734795437e-17
58936.00000000477	5.733076965555253e-16	1.1070553498802717e-16	3.63043448376986e-16	6.038421309713541e-17
58936.050000004776	5.731391437229752e-16	9.214963269627388e-17	3.611383716057794e-16	5.307612428414883e-17
58936.10000000478	5.729569446593668e-16	7.37977202364979e-17	3.592199115878825e-16	4.5848781939085956e-17
58936.15000000478	5.727608442114525e-16	5.572255663445129e-17	3.5728797768953956e-16	3.871540639651107e-17
58936.200000004785	5.72550584797158e-16	3.8114983776145625e-17	3.5534247882363875e-16	3.1698153324891094e-17
58936.25000000479	5.723259063826287e-16	2.1740926105150657e-17	3.533833234478636e-16	2.4839915453363672e-17
58936.30000000479	5.720865464591856e-16	1.2118315391235269e-17	3.514104195622459e-16	1.8240693296055237e-17
58936.35000000479	5.718323058704129e-16	2.1175309467961998e-17	3.4942367470675643e-16	1.2199355710557537e-17
58936.400000004796	5.715632463468706e-16	3.631962850019613e-17	3.474229959595865e-16	7.881734837269241e-18
58936.4500000048	5.71279492959926e-16	5.1911632247204356e-17	3.4540834041404324e-16	8.308135088385136e-18
58936.5000000048	5.709811682832636e-16	6.718178535027638e-17	3.4338042002514503e-16	1.2743070190556113e-17
58936.550000004805	5.706683924045651e-16	8.194454324847626e-17	3.4134052775466106e-16	1.8237131480983644e-17
58936.60000000481	5.703412829369609e-16	9.613369530083807e-17	3.3928997111384433e-16	2.3880918386651764e-17
58936.65000000481	5.699999550303165e-16	1.097195355438447e-16	3.372300572437847e-16	2.9436321111702995e-17
58936.700000004814	5.696445213823235e-16	1.2268663829398117e-16	3.351620929528288e-16	3.4821510782914494e-17
58936.75000000482	5.692750922493799e-16	1.3502620125797062e-16	3.3308738475403675e-16	4.000163179366029e-17
58936.80000000482	5.688917754572829e-16	1.4673292599211712e-16	3.310072389023399e-16	4.495949582152907e-17
58936.85000000482	5.6849467641175015e-16	1.5780358409170794e-16	3.2892296143233414e-16	4.9685736718579375e-17
58936.900000004825	5.680838981087343e-16	1.6823629549009337e-16	3.2683585819519507e-16	5.4174904415873576e-17
58936.95000000483	5.676595411445323e-16	1.7803013862268436e-16	3.247472348964335e-16	5.842371146177682e-17
58937.00000000483	5.672217037257523e-16	1.871849277845744e-16	3.226583971329604e-16	6.243016797151384e-17
58937.050000004834	5.667704816790373e-16	1.9570108026386905e-16	3.205706504307114e-16	6.619312206528309e-17
58937.10000000484	5.6630596846064105e-16	2.035795343316007e-16	3.1848530028184243e-16	6.971200083291139e-17
58937.15000000484	5.658282551658015e-16	2.1082169740361696e-16	3.164036521822426e-16	7.298665718335864e-17
