#wls	flux	fluxerr	mangling_mask
3.626777E+03	2.859049E-15	1.601420E-16	2.033752E+00
3.629065E+03	2.844965E-15	1.594445E-16	2.033716E+00
3.631353E+03	2.830882E-15	1.587485E-16	2.033680E+00
3.633640E+03	2.818629E-15	1.581348E-16	2.033643E+00
3.635928E+03	2.806784E-15	1.575403E-16	2.033606E+00
3.638216E+03	2.794938E-15	1.569470E-16	2.033570E+00
3.640503E+03	2.782686E-15	1.563370E-16	2.033533E+00
3.642791E+03	2.770842E-15	1.557461E-16	2.033496E+00
3.645078E+03	2.757167E-15	1.550763E-16	2.033459E+00
3.647366E+03	2.743696E-15	1.544169E-16	2.033422E+00
3.649654E+03	2.730022E-15	1.537501E-16	2.033385E+00
3.651941E+03	2.716552E-15	1.513159E-16	2.033348E+00
3.654229E+03	2.702269E-15	1.498779E-16	2.033310E+00
3.656517E+03	2.691037E-15	1.436756E-16	2.033273E+00
3.658804E+03	2.682041E-15	1.388173E-16	2.033235E+00
3.661092E+03	2.675281E-15	1.377699E-16	2.033198E+00
3.663379E+03	2.670962E-15	1.379407E-16	2.033160E+00
3.665667E+03	2.668473E-15	1.377589E-16	2.033122E+00
3.667955E+03	2.666187E-15	1.374510E-16	2.033084E+00
3.670242E+03	2.664714E-15	1.376541E-16	2.033046E+00
3.672530E+03	2.664257E-15	1.423210E-16	2.033008E+00
3.674818E+03	2.665020E-15	1.452770E-16	2.032970E+00
3.677105E+03	2.666800E-15	1.497437E-16	2.032932E+00
3.679393E+03	2.668783E-15	1.535721E-16	2.032893E+00
3.681680E+03	2.670765E-15	1.555073E-16	2.032855E+00
3.683968E+03	2.672950E-15	1.555723E-16	2.032816E+00
3.686256E+03	2.675542E-15	1.554907E-16	2.032778E+00
3.688543E+03	2.678540E-15	1.550832E-16	2.032739E+00
3.690831E+03	2.683571E-15	1.554299E-16	2.032700E+00
3.693119E+03	2.690024E-15	1.552684E-16	2.032661E+00
3.695406E+03	2.696477E-15	1.546776E-16	2.032622E+00
3.697694E+03	2.703742E-15	1.536567E-16	2.032583E+00
3.699981E+03	2.713040E-15	1.518864E-16	2.032544E+00
3.702269E+03	2.722540E-15	1.497838E-16	2.032505E+00
3.704557E+03	2.731430E-15	1.501925E-16	2.032466E+00
3.706844E+03	2.738897E-15	1.503863E-16	2.032426E+00
3.709132E+03	2.745957E-15	1.506458E-16	2.032386E+00
3.711419E+03	2.750781E-15	1.517425E-16	2.032347E+00
3.713707E+03	2.753573E-15	1.530047E-16	2.032307E+00
3.715995E+03	2.754535E-15	1.542854E-16	2.032267E+00
3.718282E+03	2.755091E-15	1.564847E-16	2.032227E+00
3.720570E+03	2.754223E-15	1.552939E-16	2.032187E+00
3.722858E+03	2.750918E-15	1.543882E-16	2.032147E+00
3.725145E+03	2.745783E-15	1.522703E-16	2.032107E+00
3.727433E+03	2.738819E-15	1.506464E-16	2.032067E+00
3.729720E+03	2.729418E-15	1.535045E-16	2.032026E+00
3.732008E+03	2.714733E-15	1.551096E-16	2.031986E+00
3.734296E+03	2.698220E-15	1.557979E-16	2.031945E+00
3.736583E+03	2.681098E-15	1.550251E-16	2.031904E+00
3.738871E+03	2.665196E-15	1.537840E-16	2.031864E+00
3.741159E+03	2.648887E-15	1.528834E-16	2.031823E+00
3.743446E+03	2.632376E-15	1.521477E-16	2.031782E+00
