#wls	flux	fluxerr	mangling_mask
3.626839E+03	9.309558E-16	5.252570E-17	1.112865E+00
3.629125E+03	9.309270E-16	5.252227E-17	1.112870E+00
3.631412E+03	9.316660E-16	5.252143E-17	1.112875E+00
3.633698E+03	9.323271E-16	5.252031E-17	1.112881E+00
3.635984E+03	9.339230E-16	5.252232E-17	1.112886E+00
3.638270E+03	9.366206E-16	5.252800E-17	1.112892E+00
3.640557E+03	9.400417E-16	5.253609E-17	1.112897E+00
3.642843E+03	9.439302E-16	5.254574E-17	1.112902E+00
3.645129E+03	9.483306E-16	5.255710E-17	1.112907E+00
3.647415E+03	9.535880E-16	5.257136E-17	1.112913E+00
3.649702E+03	9.590902E-16	5.258646E-17	1.112918E+00
3.651988E+03	9.643922E-16	5.120866E-17	1.112923E+00
3.654274E+03	9.699056E-16	5.178044E-17	1.112928E+00
3.656561E+03	9.764430E-16	5.060728E-17	1.112933E+00
3.658847E+03	9.831919E-16	4.725986E-17	1.112938E+00
3.661133E+03	9.901522E-16	4.477945E-17	1.112943E+00
3.663419E+03	9.980253E-16	3.823505E-17	1.112948E+00
3.665706E+03	1.007200E-15	2.944976E-17	1.112953E+00
3.667992E+03	1.017155E-15	2.328892E-17	1.112958E+00
3.670278E+03	1.027855E-15	2.209149E-17	1.112963E+00
3.672564E+03	1.040202E-15	2.191441E-17	1.112968E+00
3.674851E+03	1.053451E-15	2.175109E-17	1.112973E+00
3.677137E+03	1.067045E-15	2.175569E-17	1.112978E+00
3.679423E+03	1.080940E-15	2.208780E-17	1.112983E+00
3.681710E+03	1.095425E-15	2.283658E-17	1.112988E+00
3.683996E+03	1.109498E-15	2.290805E-17	1.112992E+00
3.686282E+03	1.123904E-15	2.318691E-17	1.112997E+00
3.688568E+03	1.138044E-15	2.278306E-17	1.113002E+00
3.690855E+03	1.151850E-15	2.285973E-17	1.113007E+00
3.693141E+03	1.165768E-15	2.206554E-17	1.113011E+00
3.695427E+03	1.180242E-15	2.113402E-17	1.113016E+00
3.697713E+03	1.194048E-15	2.098599E-17	1.113021E+00
3.700000E+03	1.207521E-15	2.161172E-17	1.113025E+00
3.702286E+03	1.220437E-15	2.116719E-17	1.113030E+00
3.704572E+03	1.232018E-15	2.060576E-17	1.113034E+00
3.706859E+03	1.242151E-15	2.057552E-17	1.113039E+00
3.709145E+03	1.251506E-15	2.142550E-17	1.113043E+00
3.711431E+03	1.260081E-15	2.143791E-17	1.113048E+00
3.713718E+03	1.268657E-15	2.175026E-17	1.113052E+00
3.716004E+03	1.277010E-15	2.381120E-17	1.113057E+00
3.718290E+03	1.284138E-15	2.703697E-17	1.113061E+00
3.720576E+03	1.289820E-15	3.003315E-17	1.113065E+00
3.722863E+03	1.294723E-15	3.285379E-17	1.113070E+00
3.725149E+03	1.297510E-15	3.687582E-17	1.113074E+00
3.727435E+03	1.298294E-15	3.827986E-17	1.113078E+00
3.729721E+03	1.297520E-15	3.744843E-17	1.113082E+00
3.732008E+03	1.296412E-15	3.716887E-17	1.113087E+00
3.734294E+03	1.295304E-15	3.611996E-17	1.113091E+00
3.736580E+03	1.293862E-15	3.596005E-17	1.113095E+00
3.738867E+03	1.292308E-15	3.903941E-17	1.113099E+00
3.741153E+03	1.291422E-15	4.291496E-17	1.113103E+00
3.743439E+03	1.291204E-15	4.505268E-17	1.113107E+00
3.745725E+03	1.290652E-15	4.855380E-17	1.113111E+00
3.748012E+03	1.289210E-15	5.279757E-17	1.113115E+00
3.750298E+03	1.287211E-15	5.394225E-17	1.113119E+00
3.752584E+03	1.284433E-15	5.425248E-17	1.113123E+00
3.754870E+03	1.281655E-15	5.488260E-17	1.113127E+00
3.757157E+03	1.278987E-15	5.546018E-17	1.113131E+00
3.759443E+03	1.277879E-15	5.561385E-17	1.113135E+00
3.761729E+03	1.277661E-15	5.659178E-17	1.113139E+00
3.764016E+03	1.277888E-15	5.628126E-17	1.113142E+00
3.766302E+03	1.278560E-15	5.541505E-17	1.113146E+00
3.768588E+03	1.279677E-15	5.453686E-17	1.113150E+00
3.770874E+03	1.280795E-15	5.204285E-17	1.113154E+00
3.773161E+03	1.282691E-15	4.539271E-17	1.113157E+00
3.775447E+03	1.285256E-15	3.769862E-17	1.113161E+00
3.777733E+03	1.289045E-15	3.315224E-17	1.113165E+00
3.780019E+03	1.293613E-15	3.171315E-17	1.113168E+00
3.782306E+03	1.298626E-15	2.798060E-17	1.113172E+00
3.784592E+03	1.304753E-15	2.671039E-17	1.113175E+00
3.786878E+03	1.312661E-15	2.694596E-17	1.113179E+00
3.789165E+03	1.320791E-15	2.675891E-17	1.113182E+00
3.791451E+03	1.328921E-15	2.783348E-17	1.113186E+00
3.793737E+03	1.337831E-15	3.309452E-17	1.113189E+00
3.796023E+03	1.346629E-15	3.838994E-17	1.113193E+00
3.798310E+03	1.354314E-15	4.447413E-17	1.113196E+00
3.800596E+03	1.361554E-15	5.472887E-17	1.113199E+00
3.802882E+03	1.369351E-15	6.148563E-17	1.113203E+00
3.805169E+03	1.377036E-15	6.512855E-17	1.113206E+00
3.807455E+03	1.384276E-15	6.856998E-17	1.113209E+00
3.809741E+03	1.391293E-15	7.037472E-17	1.113212E+00
3.812027E+03	1.398533E-15	7.031642E-17	1.113216E+00
3.814314E+03	1.405439E-15	6.849083E-17	1.113219E+00
3.816600E+03	1.412233E-15	6.511378E-17	1.113222E+00
3.818886E+03	1.419251E-15	6.177348E-17	1.113225E+00
3.821173E+03	1.426713E-15	6.035262E-17	1.113228E+00
3.823459E+03	1.433842E-15	5.869921E-17	1.113231E+00
3.825745E+03	1.440525E-15	5.764343E-17	1.113234E+00
3.828031E+03	1.446986E-15	5.829867E-17	1.113237E+00
3.830318E+03	1.453892E-15	5.938118E-17	1.113240E+00
3.832604E+03	1.460686E-15	6.049747E-17	1.113243E+00
3.834890E+03	1.467369E-15	6.191265E-17	1.113246E+00
3.837176E+03	1.474609E-15	6.236010E-17	1.113249E+00
3.839463E+03	1.481738E-15	6.557577E-17	1.113252E+00
3.841749E+03	1.488310E-15	6.892339E-17	1.113254E+00
3.844035E+03	1.495216E-15	7.130782E-17	1.113257E+00
3.846322E+03	1.502344E-15	7.341403E-17	1.113260E+00
3.848608E+03	1.509584E-15	7.277783E-17	1.113263E+00
3.850894E+03	1.516490E-15	7.149705E-17	1.113265E+00
3.853180E+03	1.522728E-15	7.139791E-17	1.113268E+00
3.855467E+03	1.528632E-15	6.895613E-17	1.113270E+00
3.857753E+03	1.534424E-15	6.384812E-17	1.113273E+00
3.860039E+03	1.539103E-15	5.995113E-17	1.113276E+00
3.862325E+03	1.543560E-15	5.685271E-17	1.113278E+00
3.864612E+03	1.548796E-15	5.398902E-17	1.113281E+00
3.866898E+03	1.554254E-15	5.330943E-17	1.113283E+00
3.869184E+03	1.559490E-15	5.219537E-17	1.113285E+00
3.871471E+03	1.565617E-15	5.611721E-17	1.113288E+00
3.873757E+03	1.572300E-15	6.289923E-17	1.113290E+00
3.876043E+03	1.578092E-15	6.673550E-17	1.113292E+00
3.878329E+03	1.583884E-15	7.037227E-17	1.113295E+00
3.880616E+03	1.590011E-15	7.466169E-17	1.113297E+00
3.882902E+03	1.595803E-15	7.636924E-17	1.113299E+00
3.885188E+03	1.601150E-15	7.718005E-17	1.113301E+00
3.887474E+03	1.606942E-15	7.788677E-17	1.113304E+00
3.889761E+03	1.612512E-15	7.784859E-17	1.113306E+00
3.892047E+03	1.618638E-15	7.694967E-17	1.113308E+00
3.894333E+03	1.625432E-15	7.535321E-17	1.113310E+00
3.896620E+03	1.632338E-15	7.214740E-17	1.113312E+00
3.898906E+03	1.638798E-15	6.772777E-17	1.113314E+00
3.901192E+03	1.645147E-15	6.040274E-17	1.113316E+00
3.903479E+03	1.650828E-15	5.187759E-17	1.113318E+00
3.905765E+03	1.655840E-15	4.480238E-17	1.113320E+00
3.908051E+03	1.660519E-15	3.830475E-17	1.113322E+00
3.910337E+03	1.665421E-15	3.471755E-17	1.113323E+00
3.912624E+03	1.669654E-15	3.691020E-17	1.113325E+00
3.914910E+03	1.673442E-15	4.108413E-17	1.113327E+00
3.917196E+03	1.675671E-15	4.589452E-17	1.113329E+00
3.919482E+03	1.676342E-15	4.993034E-17	1.113330E+00
3.921769E+03	1.675342E-15	4.940732E-17	1.113332E+00
3.924055E+03	1.673229E-15	4.925731E-17	1.113334E+00
3.926341E+03	1.668890E-15	4.796481E-17	1.113335E+00
3.928628E+03	1.663103E-15	4.557007E-17	1.113337E+00
3.930914E+03	1.656425E-15	4.549955E-17	1.113339E+00
3.933200E+03	1.648189E-15	4.608327E-17	1.113340E+00
3.935486E+03	1.638839E-15	4.599076E-17	1.113342E+00
3.937773E+03	1.629266E-15	4.594926E-17	1.113343E+00
3.940059E+03	1.619137E-15	4.570766E-17	1.113344E+00
3.942345E+03	1.608117E-15	4.521036E-17	1.113346E+00
3.944631E+03	1.596428E-15	4.438192E-17	1.113347E+00
3.946918E+03	1.583627E-15	4.365623E-17	1.113348E+00
3.949204E+03	1.569378E-15	4.268107E-17	1.113350E+00
3.951490E+03	1.554238E-15	4.191935E-17	1.113351E+00
3.953776E+03	1.538319E-15	4.203267E-17	1.113352E+00
3.956063E+03	1.522065E-15	4.199769E-17	1.113353E+00
3.958349E+03	1.507593E-15	4.183563E-17	1.113354E+00
3.960635E+03	1.493678E-15	4.194999E-17	1.113356E+00
3.962922E+03	1.480876E-15	4.195815E-17	1.113357E+00
3.965208E+03	1.469521E-15	4.197906E-17	1.113358E+00
3.967494E+03	1.459168E-15	4.195023E-17	1.113359E+00
3.969780E+03	1.448815E-15	4.378614E-17	1.113360E+00
3.972067E+03	1.440132E-15	4.636436E-17	1.113361E+00
3.974353E+03	1.432674E-15	4.811939E-17	1.113361E+00
3.976639E+03	1.426663E-15	4.718845E-17	1.113362E+00
3.978926E+03	1.423212E-15	4.424418E-17	1.113363E+00
3.981212E+03	1.421988E-15	4.096972E-17	1.113364E+00
