#wls	flux	fluxerr	mangling_mask
3.450000E+03	8.719927E-16	2.009139E-16	1.603282E+00
3.452000E+03	8.679921E-16	2.008203E-16	1.603355E+00
3.454000E+03	8.627405E-16	2.006999E-16	1.603428E+00
3.456000E+03	8.583863E-16	2.006000E-16	1.603501E+00
3.458000E+03	8.555229E-16	2.005328E-16	1.603574E+00
3.460000E+03	8.518736E-16	2.004491E-16	1.603647E+00
3.462000E+03	8.477106E-16	2.003550E-16	1.603721E+00
3.464000E+03	8.443011E-16	2.002775E-16	1.603794E+00
3.466000E+03	8.407469E-16	2.001974E-16	1.603867E+00
3.468000E+03	8.387321E-16	2.001500E-16	1.603940E+00
3.470000E+03	8.345196E-16	2.000570E-16	1.604013E+00
3.472000E+03	8.312050E-16	1.999833E-16	1.604085E+00
3.474000E+03	8.301038E-16	1.999557E-16	1.604158E+00
3.476000E+03	8.266122E-16	2.008305E-16	1.604231E+00
3.478000E+03	8.241951E-16	1.972629E-16	1.604304E+00
3.480000E+03	8.233180E-16	1.706959E-16	1.604377E+00
3.482000E+03	8.215102E-16	1.617796E-16	1.604449E+00
3.484000E+03	8.182581E-16	1.616945E-16	1.604522E+00
3.486000E+03	8.127593E-16	1.676816E-16	1.604595E+00
3.488000E+03	8.092818E-16	1.711636E-16	1.604667E+00
3.490000E+03	8.053547E-16	1.760259E-16	1.604740E+00
3.492000E+03	8.036418E-16	1.804869E-16	1.604812E+00
3.494000E+03	8.053954E-16	1.739775E-16	1.604885E+00
3.496000E+03	8.040033E-16	1.689393E-16	1.604957E+00
3.498000E+03	8.034136E-16	1.668459E-16	1.605030E+00
3.500000E+03	8.037548E-16	1.666735E-16	1.605102E+00
3.502000E+03	8.033736E-16	1.674713E-16	1.605174E+00
3.504000E+03	8.036506E-16	1.710940E-16	1.605246E+00
3.506000E+03	8.056291E-16	1.685382E-16	1.605319E+00
3.508000E+03	8.098554E-16	1.687648E-16	1.605391E+00
3.510000E+03	8.141623E-16	1.662089E-16	1.605463E+00
3.512000E+03	8.152264E-16	1.667387E-16	1.605535E+00
3.514000E+03	8.140749E-16	1.664129E-16	1.605607E+00
3.516000E+03	8.156849E-16	1.665419E-16	1.605679E+00
3.518000E+03	8.174236E-16	1.552835E-16	1.605751E+00
3.520000E+03	8.177010E-16	1.443265E-16	1.605823E+00
3.522000E+03	8.175128E-16	1.487546E-16	1.605895E+00
3.524000E+03	8.189947E-16	1.464544E-16	1.605966E+00
3.526000E+03	8.211673E-16	1.449655E-16	1.606038E+00
3.528000E+03	8.241431E-16	1.451770E-16	1.606110E+00
3.530000E+03	8.267819E-16	1.447637E-16	1.606181E+00
3.532000E+03	8.276540E-16	1.425994E-16	1.606253E+00
3.534000E+03	8.265343E-16	1.428674E-16	1.606325E+00
3.536000E+03	8.262820E-16	1.381044E-16	1.606396E+00
3.538000E+03	8.274111E-16	1.345993E-16	1.606468E+00
3.540000E+03	8.278013E-16	1.285849E-16	1.606539E+00
3.542000E+03	8.277256E-16	1.170170E-16	1.606610E+00
3.544000E+03	8.289513E-16	1.173073E-16	1.606682E+00
3.546000E+03	8.276063E-16	1.174026E-16	1.606753E+00
3.548000E+03	8.234491E-16	1.158029E-16	1.606824E+00
3.550000E+03	8.216859E-16	1.170569E-16	1.606895E+00
3.552000E+03	8.196010E-16	1.156946E-16	1.606966E+00
3.554000E+03	8.239923E-16	1.069670E-16	1.607037E+00
3.556000E+03	8.332053E-16	9.969954E-17	1.607108E+00
3.558000E+03	8.408922E-16	1.009769E-16	1.607179E+00
3.560000E+03	8.454939E-16	1.002069E-16	1.607250E+00
3.562000E+03	8.493566E-16	1.041747E-16	1.607321E+00
3.564000E+03	8.525606E-16	1.053707E-16	1.607392E+00
3.566000E+03	8.534018E-16	1.083355E-16	1.607462E+00
3.568000E+03	8.519764E-16	1.018189E-16	1.607533E+00
3.570000E+03	8.468534E-16	1.003797E-16	1.607604E+00
3.572000E+03	8.499452E-16	9.714650E-17	1.607674E+00
3.574000E+03	8.560436E-16	9.434046E-17	1.607745E+00
3.576000E+03	8.584607E-16	9.407442E-17	1.607815E+00
3.578000E+03	8.628235E-16	9.490666E-17	1.607885E+00
3.580000E+03	8.634722E-16	9.507143E-17	1.607956E+00
