MJD	band	Flux	Flux_err	FilterSet	Instr
59298.157	ZTF_r	1.9970809850239647e-16	4.1018164238112976e-17	GeneralFilters	P48
59382.469	ZTF_r	5.3014622905602193e-17	1.3085976940288645e-17	GeneralFilters	P48
59382.478	ZTF_r	8.487810533650777e-17	1.618235417374807e-17	GeneralFilters	P48
59390.476	ZTF_r	7.599686488491599e-17	1.6798967827035826e-17	GeneralFilters	P48
59393.472	ZTF_r	5.84515021493373e-17	1.2328403468115101e-17	GeneralFilters	P48
59393.476	ZTF_r	5.69109292127881e-17	1.2632473597338828e-17	GeneralFilters	P48
59393.479	ZTF_r	6.137558952054919e-17	1.3510432673357369e-17	GeneralFilters	P48
59394.471	ZTF_r	5.3653205832628254e-17	1.1810526477612253e-17	GeneralFilters	P48
59394.473	ZTF_r	4.685928704518167e-17	1.0832908580183818e-17	GeneralFilters	P48
59396.475	ZTF_r	5.138018653185643e-17	9.890486232381068e-18	GeneralFilters	P48
59397.476	ZTF_r	4.8707481764735825e-17	9.331139702872835e-18	GeneralFilters	P48
59399.462	ZTF_r	4.808345617264952e-16	6.59868846440541e-17	GeneralFilters	P48
59399.467	ZTF_r	4.764262439671233e-17	1.0750717279244456e-17	GeneralFilters	P48
59399.472	ZTF_r	4.226644066280981e-17	1.0238282416671663e-17	GeneralFilters	P48
59399.479	ZTF_r	5.812937809274577e-17	1.0172435799064201e-17	GeneralFilters	P48
59399.484	ZTF_r	9.06140781571926e-17	2.0363910656622504e-17	GeneralFilters	P48
59400.463	ZTF_r	4.861784185434868e-17	1.1060335729247686e-17	GeneralFilters	P48
59400.468	ZTF_r	4.438085621798985e-17	1.0627832585952976e-17	GeneralFilters	P48
59400.47	ZTF_r	5.219100702042303e-17	1.2594259802174524e-17	GeneralFilters	P48
59401.471	ZTF_r	4.66010472553226e-17	1.0987814576948931e-17	GeneralFilters	P48
59401.473	ZTF_r	5.233541551796298e-17	1.021897219709996e-17	GeneralFilters	P48
59404.467	ZTF_r	3.840569924263343e-17	8.666374275085847e-18	GeneralFilters	P48
59404.469	ZTF_r	4.655814586448488e-17	8.490564135900381e-18	GeneralFilters	P48
59404.474	ZTF_r	4.746742540857464e-17	8.481508205130646e-18	GeneralFilters	P48
59405.466	ZTF_r	4.341058881695322e-17	8.11647386466642e-18	GeneralFilters	P48
59405.469	ZTF_r	4.096336984532873e-17	9.281249844842125e-18	GeneralFilters	P48
59405.476	ZTF_r	4.06626498360808e-17	9.812341349919788e-18	GeneralFilters	P48
59406.47	ZTF_r	3.317383472288259e-17	7.455232345490916e-18	GeneralFilters	P48
59406.473	ZTF_r	2.97574475373989e-17	6.824497888474643e-18	GeneralFilters	P48
59406.475	ZTF_r	4.025276117991345e-17	6.932868506784918e-18	GeneralFilters	P48
59424.408	ZTF_r	4.218865466739149e-17	1.0258297350112306e-17	GeneralFilters	P48
59424.451	ZTF_g	1.135047041459011e-16	2.2267381226789582e-17	GeneralFilters	P48
59426.447	ZTF_r	5.030320733844634e-17	7.551947480643621e-18	GeneralFilters	P48
59427.45	ZTF_r	3.574338479992462e-17	7.407196651211075e-18	GeneralFilters	P48
59429.449	ZTF_g	6.330147956291498e-17	1.2593408533001447e-17	GeneralFilters	P48
59429.468	ZTF_r	3.014363876191972e-17	5.4971368263340515e-18	GeneralFilters	P48
59432.61	ps_r	5.723441025075404e-17	5.060624634228171e-18	GeneralFilters	PAN_STARRS1
59434.448	ZTF_g	6.896263720513481e-17	9.527540424126e-18	GeneralFilters	P48
59434.451	ZTF_g	5.869672374004063e-17	1.010953424163726e-17	GeneralFilters	P48
59434.468	ZTF_r	4.3250952538903737e-17	5.377805922989129e-18	GeneralFilters	P48
59434.469	ZTF_r	4.1878939605626816e-17	4.821491102315694e-18	GeneralFilters	P48
59436.454	ZTF_g	6.598023545481013e-17	1.0209367162880463e-17	GeneralFilters	P48
59436.455	ZTF_g	7.348756562409704e-17	1.1303319724848034e-17	GeneralFilters	P48
59436.468	ZTF_r	3.851196485506795e-17	5.072328757335252e-18	GeneralFilters	P48
59436.473	ZTF_r	3.464141924710339e-17	4.1477704090439225e-18	GeneralFilters	P48
59439.452	ZTF_g	6.406397190726943e-17	1.2214055427726103e-17	GeneralFilters	P48
59439.47	ZTF_r	4.6258939967409085e-17	6.177878444026434e-18	GeneralFilters	P48
59440.45	ZTF_g	6.277892301520526e-17	1.0523517534641561e-17	GeneralFilters	P48
59440.56	ps_g	5.32973140272495e-17	9.228664378337652e-18	GeneralFilters	PAN_STARRS1
59440.56	ps_i	3.459603031077517e-17	2.2942167457063988e-18	GeneralFilters	PAN_STARRS1
59442.446	ZTF_r	4.642967851926569e-17	5.430940910053128e-18	GeneralFilters	P48
59442.472	ZTF_g	7.68800860968336e-17	1.2179178285393147e-17	GeneralFilters	P48
59443.449	ZTF_g	6.36522648294031e-17	1.2604569027308381e-17	GeneralFilters	P48
59443.481	ZTF_r	3.2299490863505687e-17	4.938322457927391e-18	GeneralFilters	P48
59444.458	ZTF_g	7.450987949634345e-17	1.6470272429670058e-17	GeneralFilters	P48
59444.474	ZTF_r	3.3326958186693474e-17	5.27958520954752e-18	GeneralFilters	P48
59444.59	ps_i	3.1990886053885146e-17	1.7973463910800682e-18	GeneralFilters	PAN_STARRS1
59444.59	ps_r	3.8909639957260006e-17	3.1895021470409445e-18	GeneralFilters	PAN_STARRS1
59105.61984615587	ZTF_r	0.0	1.5028313821278784e-16	SUDO_PTS	SUDO_PTS
