# INSTRUMENT_ID: 7
# OBS_GROUP_ID: 55
# UNIT_ID: None
# DATA_QUALITY_ID: None
# RA: 50.719625
# DEC: 42.5559722222222
# OBS_DATE: 2020-12-11 09:02:43+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# TRANSIENT_ID: 57562
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

3163.184 4.35158e-02 9.77802e-03
3164.368 -4.04231e-03 1.09943e-02
3165.552 2.95358e-02 1.03582e-02
3166.735 -8.56617e-03 1.06541e-02
3167.919 1.57342e-02 9.57894e-03
3169.103 6.53498e-02 1.14556e-02
3170.287 5.79009e-02 1.43015e-02
3171.471 2.23429e-03 9.63718e-03
3172.655 1.89601e-02 1.09902e-02
3173.838 8.00856e-02 1.34300e-02
3175.022 9.19869e-03 1.19216e-02
3176.206 3.36297e-02 9.87410e-03
3177.390 4.38027e-02 1.12765e-02
3178.574 2.58701e-02 1.02943e-02
3179.758 3.26865e-02 1.20333e-02
3180.942 1.46120e-03 9.97210e-03
3182.125 5.91357e-03 9.83826e-03
3183.309 2.33735e-02 9.60289e-03
3184.493 2.67766e-02 1.00961e-02
3185.677 3.53922e-02 1.26862e-02
3186.861 1.61394e-02 8.52784e-03
3188.045 2.90749e-02 9.68019e-03
3189.229 5.22042e-02 9.77722e-03
3190.412 5.16330e-02 9.59765e-03
3191.596 4.02935e-02 1.05733e-02
3192.780 4.28098e-02 9.12475e-03
3193.964 3.02556e-02 8.95229e-03
3195.148 2.83083e-02 1.04939e-02
3196.332 4.57241e-02 1.26281e-02
3197.515 -1.20892e-02 1.06885e-02
3198.699 2.15594e-02 1.20133e-02
3199.883 2.55251e-02 1.02514e-02
3201.067 -2.57174e-02 1.12279e-02
3202.251 -1.98755e-02 1.18149e-02
3203.435 5.54499e-02 1.20745e-02
3204.619 3.43833e-02 1.24072e-02
3205.802 1.71931e-02 1.10757e-02
3206.986 1.69283e-02 9.63608e-03
3208.170 -1.13420e-02 1.13028e-02
3209.354 4.25196e-04 1.00485e-02
3210.538 -9.64555e-03 1.03062e-02
3211.722 2.04034e-02 9.89199e-03
3212.906 -1.00540e-02 1.05748e-02
3214.089 -8.26040e-03 1.14611e-02
3215.273 -2.61806e-03 1.07159e-02
3216.457 3.73072e-02 9.63146e-03
3217.641 5.51385e-03 8.45585e-03
3218.825 6.42860e-03 1.03073e-02
3220.009 -4.35436e-03 9.20477e-03
3221.192 2.68977e-02 8.11864e-03
3222.376 4.57679e-03 8.32425e-03
3223.560 2.66564e-02 8.94102e-03
3224.744 -2.40273e-03 8.57721e-03
3225.928 3.17745e-02 8.01152e-03
3227.112 2.94476e-02 8.12019e-03
3228.296 2.54871e-03 8.44389e-03
3229.479 -4.96224e-03 8.73295e-03
3230.663 1.13180e-02 8.03620e-03
3231.847 -2.29765e-02 8.97960e-03
3233.031 -1.10533e-02 9.07398e-03
3234.215 3.33637e-02 9.46181e-03
3235.399 4.16474e-02 7.71808e-03
3236.583 2.85911e-02 7.95465e-03
3237.766 2.16704e-03 7.21844e-03
3238.950 1.94104e-02 7.83801e-03
3240.134 2.04137e-02 7.20686e-03
3241.318 -1.49025e-02 7.61803e-03
3242.502 7.87279e-03 7.35013e-03
3243.686 -2.33035e-02 7.53662e-03
3244.869 -7.28751e-03 7.44690e-03
3246.053 2.13815e-02 7.51122e-03
3247.237 1.50805e-02 7.33391e-03
3248.421 6.33689e-03 7.52022e-03
3249.605 3.19352e-02 7.18321e-03
3250.789 2.18764e-02 8.52020e-03
3251.973 3.07956e-02 8.72506e-03
3253.156 2.48979e-02 7.24737e-03
3254.340 4.16239e-03 7.69358e-03
3255.524 3.42899e-03 7.41034e-03
3256.708 1.43635e-02 7.58279e-03
3257.892 -1.36018e-03 8.27953e-03
3259.076 2.47691e-02 6.84228e-03
3260.260 2.42247e-02 6.99788e-03
3261.443 1.32647e-02 6.45489e-03
3262.627 2.54911e-02 8.26240e-03
