#wls	flux	flux_err
3699.0000	4.6529e-16	2.7503e-17
3700.0000	4.6333e-16	2.7503e-17
3701.0000	4.6129e-16	2.7503e-17
3702.0000	4.5912e-16	2.7503e-17
3703.0000	4.5686e-16	2.7503e-17
3704.0000	4.5450e-16	2.7503e-17
3705.0000	4.5208e-16	2.7503e-17
3706.0000	4.4960e-16	2.7503e-17
3707.0000	4.4705e-16	2.7503e-17
3708.0000	4.4444e-16	2.7503e-17
3709.0000	4.4182e-16	2.7503e-17
3710.0000	4.3911e-16	2.7503e-17
3711.0000	4.3626e-16	2.7503e-17
3712.0000	4.3338e-16	2.7503e-17
3713.0000	4.3049e-16	2.7503e-17
3714.0000	4.2753e-16	2.7503e-17
3715.0000	4.2448e-16	2.7503e-17
3716.0000	4.2140e-16	2.7503e-17
3717.0000	4.1825e-16	2.7503e-17
3718.0000	4.1504e-16	2.7503e-17
3719.0000	4.1182e-16	2.7503e-17
3720.0000	4.0862e-16	2.7503e-17
3721.0000	4.0541e-16	2.7503e-17
3722.0000	4.0218e-16	2.7503e-17
3723.0000	3.9888e-16	2.7503e-17
3724.0000	3.9554e-16	2.7503e-17
3725.0000	3.9221e-16	2.7715e-17
3726.0000	3.8882e-16	2.8135e-17
3727.0000	3.8533e-16	2.8242e-17
3728.0000	3.8169e-16	2.9258e-17
3729.0000	3.7785e-16	3.0795e-17
3730.0000	3.7382e-16	3.2458e-17
3731.0000	3.6972e-16	3.4254e-17
3732.0000	3.6567e-16	3.4894e-17
3733.0000	3.6174e-16	3.4268e-17
3734.0000	3.5789e-16	3.3099e-17
3735.0000	3.5406e-16	3.1655e-17
3736.0000	3.5021e-16	3.0640e-17
3737.0000	3.4629e-16	3.0133e-17
3738.0000	3.4225e-16	3.0005e-17
3739.0000	3.3819e-16	3.0176e-17
3740.0000	3.3420e-16	3.0354e-17
3741.0000	3.3027e-16	3.0459e-17
3742.0000	3.2638e-16	3.0398e-17
3743.0000	3.2251e-16	3.0315e-17
3744.0000	3.1864e-16	3.0293e-17
3745.0000	3.1476e-16	3.0609e-17
3746.0000	3.1087e-16	3.1357e-17
3747.0000	3.0700e-16	3.1569e-17
3748.0000	3.0321e-16	3.1236e-17
3749.0000	2.9954e-16	3.1088e-17
3750.0000	2.9594e-16	3.0946e-17
3751.0000	2.9237e-16	3.0882e-17
3752.0000	2.8885e-16	3.0903e-17
3753.0000	2.8535e-16	3.1037e-17
3754.0000	2.8186e-16	3.1020e-17
3755.0000	2.7848e-16	3.1070e-17
3756.0000	2.7524e-16	3.1093e-17
3757.0000	2.7210e-16	3.1031e-17
3758.0000	2.6904e-16	3.0523e-17
3759.0000	2.6602e-16	2.9350e-17
3760.0000	2.6304e-16	2.8412e-17
3761.0000	2.6009e-16	2.7676e-17
3762.0000	2.5719e-16	2.7145e-17
3763.0000	2.5437e-16	2.6889e-17
3764.0000	2.5163e-16	2.6860e-17
3765.0000	2.4893e-16	2.6859e-17
3766.0000	2.4622e-16	2.6770e-17
3767.0000	2.4355e-16	2.6638e-17
3768.0000	2.4098e-16	2.6256e-17
3769.0000	2.3847e-16	2.5739e-17
3770.0000	2.3602e-16	2.5914e-17
3771.0000	2.3368e-16	2.5998e-17
3772.0000	2.3142e-16	2.6130e-17
3773.0000	2.2926e-16	2.6371e-17
3774.0000	2.2719e-16	2.6583e-17
3775.0000	2.2522e-16	2.6646e-17
3776.0000	2.2338e-16	2.6509e-17
3777.0000	2.2165e-16	2.5920e-17
3778.0000	2.1999e-16	2.4619e-17
3779.0000	2.1838e-16	2.2974e-17
3780.0000	2.1681e-16	2.0913e-17
3781.0000	2.1531e-16	1.8318e-17
3782.0000	2.1391e-16	1.6565e-17
3783.0000	2.1262e-16	1.5711e-17
3784.0000	2.1149e-16	1.5445e-17
3785.0000	2.1048e-16	1.5389e-17
3786.0000	2.0950e-16	1.5388e-17
3787.0000	2.0852e-16	1.5465e-17
3788.0000	2.0751e-16	1.5171e-17
3789.0000	2.0652e-16	1.4371e-17
3790.0000	2.0562e-16	1.3567e-17
3791.0000	2.0480e-16	1.2813e-17
3792.0000	2.0412e-16	1.2237e-17
3793.0000	2.0359e-16	1.2218e-17
3794.0000	2.0310e-16	1.2258e-17
3795.0000	2.0259e-16	1.1960e-17
3796.0000	2.0216e-16	1.0781e-17
3797.0000	2.0181e-16	1.0450e-17
3798.0000	2.0150e-16	1.0711e-17
3799.0000	2.0138e-16	1.0933e-17
3800.0000	2.0143e-16	1.1254e-17
3801.0000	2.0187e-16	1.1683e-17
3802.0000	2.0277e-16	1.2448e-17
3803.0000	2.0372e-16	1.2862e-17
3804.0000	2.0457e-16	1.3044e-17
3805.0000	2.0545e-16	1.3032e-17
3806.0000	2.0622e-16	1.3292e-17
3807.0000	2.0666e-16	1.3818e-17
3808.0000	2.0685e-16	1.4209e-17
3809.0000	2.0699e-16	1.4111e-17
3810.0000	2.0712e-16	1.3927e-17
3811.0000	2.0735e-16	1.3936e-17
3812.0000	2.0771e-16	1.3920e-17
3813.0000	2.0823e-16	1.3806e-17
3814.0000	2.0899e-16	1.3643e-17
3815.0000	2.0995e-16	1.3395e-17
3816.0000	2.1100e-16	1.3392e-17
3817.0000	2.1212e-16	1.3429e-17
3818.0000	2.1339e-16	1.3479e-17
3819.0000	2.1464e-16	1.3554e-17
3820.0000	2.1595e-16	1.3454e-17
3821.0000	2.1733e-16	1.3514e-17
3822.0000	2.1889e-16	1.3725e-17
3823.0000	2.2063e-16	1.3919e-17
3824.0000	2.2239e-16	1.3992e-17
3825.0000	2.2416e-16	1.4017e-17
3826.0000	2.2594e-16	1.3984e-17
3827.0000	2.2771e-16	1.3947e-17
3828.0000	2.2962e-16	1.3963e-17
3829.0000	2.3177e-16	1.4008e-17
3830.0000	2.3378e-16	1.4088e-17
3831.0000	2.3564e-16	1.4099e-17
3832.0000	2.3741e-16	1.4095e-17
3833.0000	2.3895e-16	1.4135e-17
3834.0000	2.4029e-16	1.4256e-17
3835.0000	2.4167e-16	1.4389e-17
3836.0000	2.4314e-16	1.4479e-17
3837.0000	2.4470e-16	1.4475e-17
3838.0000	2.4647e-16	1.4502e-17
3839.0000	2.4849e-16	1.4561e-17
3840.0000	2.5065e-16	1.4660e-17
3841.0000	2.5295e-16	1.4693e-17
3842.0000	2.5533e-16	1.4692e-17
3843.0000	2.5756e-16	1.4700e-17
3844.0000	2.5967e-16	1.4689e-17
3845.0000	2.6191e-16	1.4706e-17
3846.0000	2.6412e-16	1.4689e-17
3847.0000	2.6634e-16	1.4538e-17
3848.0000	2.6855e-16	1.4244e-17
3849.0000	2.7083e-16	1.3926e-17
3850.0000	2.7314e-16	1.3447e-17
3851.0000	2.7555e-16	1.2508e-17
3852.0000	2.7804e-16	1.1359e-17
3853.0000	2.8057e-16	1.0399e-17
3854.0000	2.8310e-16	9.8873e-18
3855.0000	2.8572e-16	9.8737e-18
3856.0000	2.8855e-16	9.7017e-18
3857.0000	2.9159e-16	9.2200e-18
3858.0000	2.9490e-16	8.8512e-18
3859.0000	2.9846e-16	8.8318e-18
3860.0000	3.0225e-16	8.9329e-18
3861.0000	3.0615e-16	9.1799e-18
3862.0000	3.1012e-16	9.2728e-18
3863.0000	3.1433e-16	9.2933e-18
3864.0000	3.1870e-16	9.2121e-18
3865.0000	3.2308e-16	9.1778e-18
3866.0000	3.2748e-16	9.3541e-18
3867.0000	3.3190e-16	9.6214e-18
3868.0000	3.3617e-16	9.7577e-18
3869.0000	3.4038e-16	9.7463e-18
3870.0000	3.4447e-16	9.7691e-18
3871.0000	3.4843e-16	1.0023e-17
3872.0000	3.5255e-16	1.0140e-17
3873.0000	3.5682e-16	1.0175e-17
