#wls	flux	flux_err
3644.0479	4.4986e-16	3.0602e-17
3649.5658	4.5162e-16	3.0602e-17
3655.0837	4.5475e-16	3.0602e-17
3660.6016	4.5942e-16	3.0602e-17
3666.1196	4.6454e-16	3.0602e-17
3671.6375	4.6858e-16	3.5454e-17
3677.1554	4.7260e-16	3.8520e-17
3682.6734	4.7620e-16	3.6630e-17
3688.1913	4.7913e-16	3.3681e-17
3693.7092	4.8037e-16	2.9418e-17
3699.2271	4.8101e-16	2.0027e-17
3704.7451	4.7949e-16	1.6647e-17
3710.2630	4.7489e-16	1.7712e-17
3715.7809	4.6776e-16	2.0568e-17
3721.2989	4.5790e-16	1.8013e-17
3726.8168	4.4456e-16	1.4370e-17
3732.3347	4.2847e-16	1.3980e-17
3737.8526	4.1055e-16	1.4006e-17
3743.3706	3.9013e-16	1.5012e-17
3748.8885	3.6779e-16	1.4915e-17
3754.4064	3.4678e-16	1.3307e-17
3759.9244	3.2763e-16	1.3220e-17
3765.4423	3.1034e-16	1.2333e-17
3770.9602	2.9576e-16	1.2166e-17
3776.4781	2.8575e-16	1.1823e-17
3781.9961	2.7810e-16	1.2490e-17
3787.5140	2.7213e-16	1.2370e-17
3793.0319	2.6754e-16	1.1453e-17
3798.5499	2.6337e-16	1.3609e-17
3804.0678	2.6122e-16	1.3485e-17
3809.5857	2.6181e-16	1.2751e-17
3815.1036	2.6439e-16	1.1853e-17
3820.6216	2.6930e-16	7.5404e-18
3826.1395	2.7756e-16	9.2181e-18
3831.6574	2.8665e-16	9.8372e-18
3837.1754	2.9864e-16	1.0697e-17
3842.6933	3.1364e-16	1.0437e-17
3848.2112	3.3082e-16	6.9769e-18
3853.7291	3.5042e-16	5.5841e-18
3859.2471	3.7289e-16	5.7089e-18
3864.7650	3.9702e-16	7.3625e-18
3870.2829	4.2356e-16	9.1925e-18
3875.8009	4.5443e-16	9.4526e-18
3881.3188	4.8738e-16	9.6980e-18
3886.8367	5.2174e-16	9.0617e-18
3892.3546	5.5759e-16	9.7924e-18
3897.8726	5.9562e-16	9.9067e-18
3903.3905	6.3430e-16	1.0157e-17
3908.9084	6.7377e-16	1.0351e-17
3914.4264	7.1380e-16	1.0315e-17
3919.9443	7.5278e-16	1.2146e-17
3925.4622	7.8908e-16	1.2901e-17
3930.9801	8.2134e-16	1.3038e-17
3936.4981	8.5094e-16	1.2997e-17
3942.0160	8.7729e-16	1.2248e-17
3947.5339	9.0092e-16	1.1650e-17
3953.0519	9.2147e-16	1.1249e-17
3958.5698	9.4037e-16	1.0780e-17
3964.0877	9.5647e-16	1.0928e-17
3969.6056	9.6953e-16	1.1231e-17
3975.1236	9.8086e-16	1.5235e-17
3980.6415	9.9135e-16	1.8891e-17
3986.1594	9.9914e-16	1.9707e-17
3991.6774	1.0051e-15	1.9707e-17
3997.1953	1.0090e-15	2.1346e-17
4002.7132	1.0107e-15	2.5027e-17
4008.2311	1.0098e-15	2.4788e-17
4013.7491	1.0068e-15	2.5285e-17
4019.2670	1.0021e-15	2.5746e-17
4024.7849	9.9527e-16	2.3674e-17
4030.3029	9.8658e-16	1.8485e-17
4035.8208	9.7522e-16	1.3158e-17
4041.3387	9.6202e-16	1.0329e-17
4046.8566	9.4584e-16	1.3293e-17
4052.3746	9.2826e-16	1.3696e-17
4057.8925	9.0927e-16	1.3760e-17
4063.4104	8.8967e-16	1.5851e-17
4068.9284	8.6951e-16	1.5079e-17
