#wls	flux	flux_err
3961.3290	1.6824e-01	6.0063e-02
3963.8660	1.7394e-01	5.1888e-02
3966.4040	1.7909e-01	5.4524e-02
3968.9420	1.8302e-01	5.6811e-02
3971.4800	1.8915e-01	5.3555e-02
3974.0180	1.9146e-01	5.2066e-02
3976.5560	1.9456e-01	4.8072e-02
3979.0930	1.9533e-01	4.7675e-02
3981.6310	1.9869e-01	4.8088e-02
3984.1690	1.9712e-01	5.2061e-02
3986.7070	1.9761e-01	5.2045e-02
3989.2450	1.9834e-01	5.5163e-02
3991.7830	1.9652e-01	5.6420e-02
3994.3210	1.9497e-01	6.2769e-02
3996.8580	1.9668e-01	6.2774e-02
3999.3960	2.0125e-01	6.0399e-02
4001.9340	2.0893e-01	6.3666e-02
4004.4720	2.1158e-01	6.2836e-02
4007.0100	2.1628e-01	6.5559e-02
4009.5480	2.2196e-01	6.8461e-02
4012.0860	2.2429e-01	6.8315e-02
4014.6230	2.2859e-01	6.7233e-02
4017.1610	2.3413e-01	6.9981e-02
4019.6990	2.3713e-01	7.0372e-02
4022.2370	2.4001e-01	7.0877e-02
4024.7750	2.4396e-01	6.7823e-02
4027.3130	2.4857e-01	6.8674e-02
4029.8510	2.5120e-01	6.8403e-02
4032.3880	2.5518e-01	6.6333e-02
4034.9260	2.6151e-01	6.6151e-02
4037.4640	2.6765e-01	6.2546e-02
4040.0020	2.6873e-01	6.3537e-02
4042.5400	2.7365e-01	6.0308e-02
4045.0780	2.7758e-01	6.4554e-02
4047.6160	2.8193e-01	6.7344e-02
4050.1530	2.8256e-01	6.4680e-02
4052.6910	2.8166e-01	7.5586e-02
4055.2290	2.8228e-01	7.4340e-02
4057.7670	2.8515e-01	7.3109e-02
4060.3050	2.8520e-01	8.2902e-02
4062.8430	2.8796e-01	8.3363e-02
4065.3810	2.8830e-01	7.9211e-02
4067.9180	2.9062e-01	9.1374e-02
4070.4560	2.9562e-01	9.3434e-02
4072.9940	2.9988e-01	9.8167e-02
4075.5320	3.0609e-01	9.6832e-02
4078.0700	3.0765e-01	9.5226e-02
4080.6080	3.1317e-01	9.6382e-02
4083.1460	3.1573e-01	9.6346e-02
4085.6830	3.2081e-01	9.7030e-02
4088.2210	3.2591e-01	9.6408e-02
4090.7590	3.2855e-01	9.6616e-02
4093.2970	3.3106e-01	9.5818e-02
4095.8350	3.3399e-01	9.2733e-02
4098.3730	3.3780e-01	9.1370e-02
4100.9110	3.3932e-01	7.9991e-02
4103.4480	3.3962e-01	7.7236e-02
4105.9860	3.3970e-01	7.1858e-02
4108.5240	3.4199e-01	6.6149e-02
4111.0620	3.4070e-01	6.6342e-02
4113.6000	3.3956e-01	7.5865e-02
4116.1380	3.4083e-01	6.5161e-02
4118.6760	3.4666e-01	6.5630e-02
4121.2130	3.4716e-01	5.8269e-02
4123.7510	3.4616e-01	5.7865e-02
4126.2890	3.4525e-01	5.8096e-02
4128.8270	3.4382e-01	5.5235e-02
4131.3650	3.3761e-01	5.5542e-02
4133.9030	3.3778e-01	5.3300e-02
4136.4410	3.3785e-01	5.6097e-02
4138.9780	3.3648e-01	5.4291e-02
4141.5160	3.3591e-01	5.9430e-02
4144.0540	3.3366e-01	6.3754e-02
4146.5920	3.3267e-01	6.3635e-02
4149.1300	3.3009e-01	6.3400e-02
4151.6680	3.2792e-01	6.3368e-02
4154.2060	3.2761e-01	6.1581e-02
4156.7430	3.2634e-01	6.1734e-02
4159.2810	3.2351e-01	6.2455e-02
4161.8190	3.2182e-01	5.3425e-02
4164.3570	3.2070e-01	5.2813e-02
4166.8950	3.1865e-01	4.7504e-02
4169.4330	3.1498e-01	4.4727e-02
4171.9710	3.0920e-01	4.4669e-02
4174.5080	3.0783e-01	4.5160e-02
4177.0460	2.9823e-01	4.9258e-02
4179.5840	2.9162e-01	4.9255e-02
4182.1220	2.8363e-01	4.9264e-02
4184.6600	2.7896e-01	4.7911e-02
4187.1980	2.7249e-01	5.2875e-02
4189.7360	2.6497e-01	4.6075e-02
4192.2730	2.6645e-01	4.2112e-02
4194.8110	2.6539e-01	4.4533e-02
4197.3490	2.6704e-01	4.6133e-02
4199.8870	2.6587e-01	4.7162e-02
4202.4250	2.6412e-01	4.6401e-02
4204.9630	2.6857e-01	4.6020e-02
4207.5010	2.6868e-01	5.3890e-02
4210.0380	2.7040e-01	5.4707e-02
4212.5760	2.7070e-01	5.7967e-02
4215.1140	2.7143e-01	5.9346e-02
4217.6520	2.7266e-01	5.8285e-02
4220.1900	2.7144e-01	5.8272e-02
4222.7280	2.7105e-01	6.0683e-02
4225.2660	2.7302e-01	5.7617e-02
4227.8030	2.7466e-01	5.7686e-02
4230.3410	2.7836e-01	5.7911e-02
4232.8790	2.8308e-01	5.8237e-02
4235.4170	2.8683e-01	5.4732e-02
4237.9550	2.8258e-01	5.4647e-02
4240.4930	2.8271e-01	5.4012e-02
4243.0310	2.7914e-01	5.3281e-02
4245.5680	2.7696e-01	5.1571e-02
4248.1060	2.7467e-01	5.1313e-02
4250.6440	2.7618e-01	5.8868e-02
4253.1820	2.7639e-01	5.9911e-02
4255.7200	2.7601e-01	4.9584e-02
4258.2580	2.7716e-01	4.7027e-02
4260.7960	2.7697e-01	5.1310e-02
4263.3330	2.7653e-01	5.6926e-02
4265.8710	2.8039e-01	6.4794e-02
4268.4090	2.8613e-01	6.4648e-02
4270.9470	2.8938e-01	6.2911e-02
4273.4850	2.9312e-01	6.2953e-02
4276.0230	2.9384e-01	6.4078e-02
4278.5610	2.9750e-01	6.4610e-02
4281.0980	2.9749e-01	6.9883e-02
4283.6360	2.9793e-01	6.9086e-02
4286.1740	3.0143e-01	6.9086e-02
4288.7120	2.9999e-01	6.7416e-02
4291.2500	3.0108e-01	6.7963e-02
4293.7880	2.9897e-01	7.5858e-02
4296.3260	2.9913e-01	7.5964e-02
4298.8630	2.9897e-01	6.7347e-02
4301.4010	2.9424e-01	6.8404e-02
4303.9390	2.9665e-01	6.9439e-02
4306.4770	2.9661e-01	6.9331e-02
4309.0150	3.0108e-01	7.4753e-02
4311.5530	3.0306e-01	7.4792e-02
4314.0910	3.0783e-01	6.9570e-02
4316.6280	3.0989e-01	6.9569e-02
4319.1660	3.0514e-01	7.1712e-02
4321.7040	3.0622e-01	7.2192e-02
4324.2420	3.0863e-01	7.6132e-02
4326.7800	3.1027e-01	7.3614e-02
4329.3180	3.1051e-01	7.1111e-02
4331.8560	3.1346e-01	7.3967e-02
4334.3930	3.1883e-01	7.3945e-02
4336.9310	3.1962e-01	7.9006e-02
4339.4690	3.1897e-01	7.9587e-02
4342.0070	3.2057e-01	7.1856e-02
4344.5450	3.2132e-01	7.2670e-02
4347.0830	3.2318e-01	7.3810e-02
4349.6210	3.2227e-01	7.8905e-02
4352.1580	3.2437e-01	7.8282e-02
4354.6960	3.2540e-01	8.0654e-02
4357.2340	3.2360e-01	7.3648e-02
4359.7720	3.2142e-01	6.7134e-02
4362.3100	3.1891e-01	7.3264e-02
4364.8480	3.1629e-01	7.3316e-02
4367.3860	3.1239e-01	7.2112e-02
4369.9230	3.0816e-01	7.2848e-02
4372.4610	3.0935e-01	6.7520e-02
4374.9990	3.0378e-01	6.7720e-02
4377.5370	3.0261e-01	7.8619e-02
4380.0750	2.9637e-01	7.6692e-02
4382.6130	2.9020e-01	7.7043e-02
4385.1510	2.8747e-01	7.8199e-02
4387.6880	2.8541e-01	7.6292e-02
4390.2260	2.8588e-01	8.2429e-02
4392.7640	2.8270e-01	8.2340e-02
4395.3020	2.7978e-01	9.2187e-02
4397.8400	2.7758e-01	9.0087e-02
4400.3780	2.7787e-01	9.0487e-02
4402.9160	2.8088e-01	8.8345e-02
4405.4530	2.8240e-01	8.9531e-02
4407.9910	2.8395e-01	9.3563e-02
4410.5290	2.8465e-01	8.7576e-02
4413.0670	2.9005e-01	8.7487e-02
4415.6050	2.9502e-01	8.6916e-02
4418.1430	2.9217e-01	8.6544e-02
4420.6810	2.9749e-01	8.6409e-02
4423.2180	3.0388e-01	9.1632e-02
4425.7560	3.0272e-01	8.3659e-02
4428.2940	3.0586e-01	8.6487e-02
4430.8320	3.1033e-01	9.2318e-02
4433.3700	3.1081e-01	8.7238e-02
4435.9080	3.0987e-01	8.7400e-02
4438.4460	3.1234e-01	7.7800e-02
4440.9830	3.1273e-01	7.7430e-02
4443.5210	3.1256e-01	6.9325e-02
4446.0590	3.1699e-01	6.9525e-02
4448.5970	3.1887e-01	7.3366e-02
4451.1350	3.1554e-01	7.4001e-02
4453.6730	3.1745e-01	7.5689e-02
4456.2110	3.2235e-01	6.8776e-02
4458.7480	3.2528e-01	6.8775e-02
4461.2860	3.2715e-01	6.8504e-02
4463.8240	3.3280e-01	6.4406e-02
4466.3620	3.3661e-01	6.4154e-02
4468.9000	3.3954e-01	6.2949e-02
4471.4380	3.4289e-01	6.3809e-02
4473.9760	3.4158e-01	6.7003e-02
4476.5130	3.3618e-01	6.7284e-02
4479.0510	3.3246e-01	5.9654e-02
4481.5890	3.2939e-01	5.9868e-02
4484.1270	3.2685e-01	5.9653e-02
4486.6650	3.2337e-01	6.5542e-02
4489.2030	3.2206e-01	6.5826e-02
4491.7410	3.1747e-01	7.0584e-02
4494.2780	3.1167e-01	7.3333e-02
4496.8160	3.0839e-01	6.9729e-02
4499.3540	3.0567e-01	7.2468e-02
