#wls	flux	flux_err
3557.5700	2.0362e-16	6.8271e-17
3561.9900	2.0591e-16	6.8084e-17
3566.4200	2.0191e-16	6.2258e-17
3570.8400	2.0112e-16	6.1959e-17
3575.2600	2.0038e-16	5.9504e-17
3579.6900	2.0330e-16	5.5810e-17
3584.1100	2.0295e-16	5.6012e-17
3588.5300	2.0474e-16	5.4549e-17
3592.9600	2.0629e-16	3.1689e-17
3597.3800	2.0322e-16	3.1631e-17
3601.8000	2.0404e-16	2.7131e-17
3606.2300	1.9989e-16	2.7105e-17
3610.6500	1.9984e-16	2.8162e-17
3615.0700	2.0791e-16	1.8508e-17
3619.5000	2.0250e-16	1.8528e-17
3623.9200	2.0280e-16	2.0703e-17
3628.3400	2.0355e-16	2.4648e-17
3632.7700	2.0308e-16	2.4300e-17
3637.1900	1.9917e-16	2.4173e-17
3641.6100	1.9942e-16	2.4507e-17
3646.0400	1.9563e-16	2.3742e-17
3650.4600	1.9992e-16	2.2938e-17
3654.8800	1.9755e-16	2.3187e-17
3659.3100	1.9924e-16	2.4965e-17
3663.7300	1.9496e-16	2.4665e-17
3668.1500	1.8860e-16	2.4007e-17
3672.5800	1.8726e-16	2.0352e-17
3677.0000	1.9080e-16	1.7814e-17
3681.4200	1.9404e-16	2.3729e-17
3685.8500	1.9626e-16	4.4551e-17
3690.2700	2.0472e-16	4.9658e-17
3694.6900	2.1033e-16	4.9200e-17
3699.1200	2.1597e-16	4.9316e-17
3703.5400	2.1911e-16	5.2521e-17
3707.9600	2.2374e-16	5.4764e-17
3712.3900	2.2821e-16	5.6470e-17
3716.8100	2.3588e-16	5.6834e-17
3721.2300	2.4278e-16	5.8402e-17
3725.6600	2.4990e-16	6.0163e-17
3730.0800	2.5214e-16	5.6977e-17
3734.5000	2.5760e-16	3.5318e-17
3738.9300	2.6172e-16	4.2335e-17
3743.3500	2.6284e-16	4.3840e-17
3747.7700	2.6303e-16	4.6769e-17
3752.2000	2.6466e-16	4.5204e-17
3756.6200	2.6742e-16	4.1600e-17
3761.0400	2.6517e-16	3.7577e-17
3765.4700	2.6204e-16	4.1635e-17
3769.8900	2.5837e-16	4.2204e-17
3774.3100	2.5835e-16	4.2159e-17
3778.7400	2.5339e-16	4.2166e-17
3783.1600	2.4922e-16	3.9478e-17
3787.5800	2.4397e-16	3.5207e-17
3792.0100	2.3866e-16	3.5837e-17
3796.4300	2.3361e-16	3.3046e-17
3800.8500	2.2871e-16	3.5165e-17
3805.2800	2.2617e-16	4.5065e-17
3809.7000	2.2926e-16	4.3865e-17
3814.1200	2.2749e-16	4.2091e-17
3818.5500	2.2634e-16	4.1764e-17
3822.9700	2.2747e-16	3.8528e-17
3827.3900	2.2758e-16	3.8448e-17
3831.8200	2.2769e-16	4.1684e-17
3836.2400	2.2860e-16	4.2154e-17
3840.6600	2.2729e-16	4.1643e-17
3845.0900	2.3179e-16	4.1825e-17
3849.5100	2.3124e-16	4.2318e-17
3853.9300	2.3058e-16	3.4299e-17
3858.3600	2.2573e-16	3.4134e-17
3862.7800	2.2987e-16	3.4838e-17
3867.2000	2.3072e-16	3.3640e-17
3871.6300	2.3326e-16	3.3575e-17
3876.0500	2.3854e-16	3.3482e-17
3880.4700	2.4419e-16	2.8782e-17
3884.9000	2.5156e-16	2.7218e-17
3889.3200	2.5454e-16	2.5990e-17
3893.7400	2.5690e-16	2.8000e-17
3898.1700	2.6257e-16	2.0381e-17
3902.5900	2.6876e-16	1.7996e-17
3907.0100	2.7672e-16	1.7667e-17
3911.4400	2.8290e-16	2.5862e-17
3915.8600	2.8788e-16	2.8901e-17
3920.2800	2.9651e-16	3.2218e-17
3924.7100	3.0141e-16	3.3124e-17
3929.1300	3.1258e-16	3.3156e-17
3933.5500	3.2263e-16	3.5738e-17
3937.9800	3.2983e-16	3.8659e-17
3942.4000	3.3914e-16	3.7211e-17
3946.8200	3.4577e-16	3.7363e-17
3951.2500	3.5317e-16	3.7114e-17
3955.6700	3.5505e-16	3.8761e-17
3960.0900	3.5822e-16	3.6861e-17
3964.5200	3.6352e-16	3.3230e-17
3968.9400	3.6537e-16	3.5059e-17
3973.3600	3.6185e-16	3.6972e-17
3977.7900	3.5893e-16	3.8739e-17
3982.2100	3.5688e-16	3.5510e-17
3986.6300	3.5411e-16	3.5968e-17
3991.0600	3.5286e-16	3.8968e-17
3995.4800	3.4699e-16	3.7933e-17
3999.9000	3.4097e-16	3.9561e-17
4004.3300	3.3511e-16	3.9400e-17
4008.7500	3.3067e-16	3.7585e-17
4013.1700	3.2669e-16	3.7649e-17
4017.6000	3.2643e-16	3.5212e-17
4022.0200	3.2732e-16	3.0943e-17
4026.4400	3.2812e-16	2.8536e-17
4030.8700	3.3002e-16	2.5102e-17
4035.2900	3.3099e-16	2.4734e-17
4039.7100	3.3562e-16	3.0419e-17
4044.1400	3.3821e-16	2.9653e-17
4048.5600	3.4108e-16	2.8403e-17
4052.9800	3.4337e-16	2.5178e-17
4057.4100	3.5091e-16	2.5305e-17
4061.8300	3.5375e-16	2.4533e-17
4066.2500	3.5679e-16	3.0386e-17
4070.6800	3.6279e-16	3.0092e-17
4075.1000	3.6892e-16	3.0102e-17
4079.5200	3.7002e-16	3.1456e-17
4083.9500	3.7108e-16	3.2177e-17
4088.3700	3.7371e-16	2.6602e-17
4092.7900	3.7791e-16	2.6789e-17
4097.2200	3.7747e-16	2.6271e-17
4101.6400	3.7624e-16	2.6334e-17
4106.0600	3.7380e-16	2.5889e-17
4110.4900	3.7170e-16	2.6358e-17
4114.9100	3.7148e-16	1.4606e-17
4119.3300	3.7129e-16	1.5206e-17
4123.7600	3.7213e-16	1.6950e-17
