#wls	flux	flux_err
4020.0000	1.0784e-15	7.4685e-17
4029.2000	1.0415e-15	7.4685e-17
4038.4000	1.0098e-15	7.4685e-17
4047.6000	9.8847e-16	3.5480e-17
4056.8000	9.7668e-16	3.4032e-17
4066.0000	9.8065e-16	3.7450e-17
4075.2000	9.9623e-16	3.6767e-17
4084.4000	1.0237e-15	4.2343e-17
4093.6000	1.0629e-15	3.1916e-17
4102.8000	1.1027e-15	3.1776e-17
4112.0000	1.1333e-15	2.9001e-17
4121.2000	1.1520e-15	2.3832e-17
4130.4000	1.1493e-15	7.9057e-18
4139.6000	1.1461e-15	1.4142e-17
4148.8000	1.1352e-15	1.3008e-17
4158.0000	1.1226e-15	1.8833e-17
4167.2000	1.1075e-15	2.6566e-17
4176.4000	1.0953e-15	2.3467e-17
4185.6000	1.0814e-15	3.3839e-17
4194.8000	1.0679e-15	3.3840e-17
4204.0000	1.0579e-15	3.1142e-17
4213.2000	1.0571e-15	1.4601e-17
4222.4000	1.0627e-15	1.7905e-17
4231.6000	1.0696e-15	2.3944e-17
4240.8000	1.0780e-15	2.6502e-17
4250.0000	1.0793e-15	3.6713e-17
4259.2000	1.0721e-15	4.4351e-17
4268.4000	1.0619e-15	4.7248e-17
4277.6000	1.0472e-15	3.5648e-17
4286.8000	1.0328e-15	2.0579e-17
4296.0000	1.0274e-15	4.7899e-17
4305.2000	1.0260e-15	4.4712e-17
4314.4000	1.0249e-15	3.4328e-17
4323.6000	1.0303e-15	3.9525e-17
4332.8000	1.0438e-15	4.4185e-17
4342.0000	1.0618e-15	3.5996e-17
4351.2000	1.0789e-15	2.6735e-17
4360.4000	1.1021e-15	6.8432e-18
4369.6000	1.1294e-15	1.7691e-17
4378.8000	1.1455e-15	1.8898e-17
4388.0000	1.1521e-15	1.6020e-17
4397.2000	1.1533e-15	1.5225e-17
4406.4000	1.1473e-15	1.6779e-17
4415.6000	1.1321e-15	1.6304e-17
4424.8000	1.1195e-15	1.9451e-17
4434.0000	1.1093e-15	1.8051e-17
4443.2000	1.1030e-15	1.6887e-17
4452.4000	1.0964e-15	1.8049e-17
4461.6000	1.0942e-15	1.5376e-17
4470.8000	1.0998e-15	1.9449e-17
4480.0000	1.1054e-15	1.9196e-17
4489.2000	1.1140e-15	1.9323e-17
4498.4000	1.1261e-15	1.4519e-17
4507.6000	1.1439e-15	1.3782e-17
4516.8000	1.1575e-15	8.0153e-18
4526.0000	1.1714e-15	7.1761e-18
4535.2000	1.1827e-15	7.1245e-18
4544.4000	1.1899e-15	1.0101e-17
4553.6000	1.1868e-15	1.8842e-17
4562.8000	1.1834e-15	1.8882e-17
4572.0000	1.1799e-15	1.8870e-17
4581.2000	1.1744e-15	2.9346e-17
4590.4000	1.1718e-15	3.0358e-17
4599.6000	1.1756e-15	2.3124e-17
4608.8000	1.1829e-15	2.4689e-17
4618.0000	1.1911e-15	2.9368e-17
4627.2000	1.2001e-15	3.3769e-17
4636.4000	1.2098e-15	3.1272e-17
4645.6000	1.2197e-15	1.4197e-17
4654.8000	1.2290e-15	2.1858e-17
4664.0000	1.2381e-15	2.9271e-17
4673.2000	1.2515e-15	2.2273e-17
4682.4000	1.2606e-15	1.5528e-17
4691.6000	1.2664e-15	1.4434e-17
4700.8000	1.2645e-15	2.5062e-17
4710.0000	1.2624e-15	2.8335e-17
4719.2000	1.2566e-15	2.2067e-17
4728.4000	1.2537e-15	1.1957e-17
4737.6000	1.2474e-15	1.6916e-17
4746.8000	1.2412e-15	2.9114e-17
4756.0000	1.2306e-15	2.7090e-17
4765.2000	1.2164e-15	2.3994e-17
4774.4000	1.2021e-15	2.6860e-17
4783.6000	1.1880e-15	3.1176e-17
4792.8000	1.1736e-15	2.6318e-17
4802.0000	1.1614e-15	1.0101e-17
4811.2000	1.1533e-15	8.5838e-18
4820.4000	1.1452e-15	1.6647e-17
4829.6000	1.1398e-15	1.5938e-17
4838.8000	1.1384e-15	1.1374e-17
4848.0000	1.1403e-15	1.2063e-17
4857.2000	1.1445e-15	9.5875e-18
4866.4000	1.1502e-15	1.4747e-17
4875.6000	1.1588e-15	1.6016e-17
4884.8000	1.1700e-15	1.8302e-17
4894.0000	1.1804e-15	1.4715e-17
4903.2000	1.1884e-15	1.2833e-17
4912.4000	1.1936e-15	2.1243e-17
4921.6000	1.1955e-15	2.2880e-17
4930.8000	1.1931e-15	2.3314e-17
4940.0000	1.1864e-15	1.0718e-17
4949.2000	1.1799e-15	1.6214e-17
4958.4000	1.1743e-15	1.5445e-17
4967.6000	1.1686e-15	1.4247e-17
4976.8000	1.1687e-15	1.0242e-17
4986.0000	1.1731e-15	1.1792e-17
4995.2000	1.1774e-15	9.4639e-18
5004.4000	1.1825e-15	9.0509e-18
5013.6000	1.1880e-15	1.3271e-17
5022.8000	1.1880e-15	1.2997e-17
5032.0000	1.1859e-15	1.1470e-17
5041.2000	1.1849e-15	6.8539e-18
5050.4000	1.1823e-15	1.0852e-17
5059.6000	1.1806e-15	1.0785e-17
