#wls	flux	flux_err
4020.0000	2.5670e-15	7.5192e-17
4029.2000	2.4824e-15	7.5192e-17
4038.4000	2.3899e-15	7.5192e-17
4047.6000	2.2939e-15	5.9600e-17
4056.8000	2.2044e-15	6.5357e-17
4066.0000	2.1332e-15	6.2200e-17
4075.2000	2.0862e-15	6.3904e-17
4084.4000	2.0631e-15	6.9019e-17
4093.6000	2.0706e-15	6.6464e-17
4102.8000	2.1055e-15	5.7250e-17
4112.0000	2.1530e-15	1.6866e-17
4121.2000	2.2033e-15	1.9625e-17
4130.4000	2.2429e-15	1.9589e-17
4139.6000	2.2732e-15	2.9158e-17
4148.8000	2.2931e-15	3.6071e-17
4158.0000	2.3245e-15	3.8113e-17
4167.2000	2.3418e-15	3.8849e-17
4176.4000	2.3484e-15	2.4169e-17
4185.6000	2.3570e-15	4.1033e-17
4194.8000	2.3681e-15	5.9409e-17
4204.0000	2.3663e-15	7.1506e-17
4213.2000	2.3556e-15	5.6408e-17
4222.4000	2.3446e-15	2.7175e-17
4231.6000	2.3306e-15	6.6412e-17
4240.8000	2.3177e-15	7.1517e-17
4250.0000	2.3095e-15	6.4697e-17
4259.2000	2.3048e-15	3.9442e-17
4268.4000	2.3078e-15	3.4253e-17
4277.6000	2.3076e-15	5.8156e-17
4286.8000	2.3040e-15	6.7015e-17
4296.0000	2.3126e-15	4.8116e-17
4305.2000	2.3365e-15	3.4415e-17
4314.4000	2.3577e-15	4.1135e-17
4323.6000	2.3834e-15	6.9159e-17
4332.8000	2.4132e-15	6.2546e-17
4342.0000	2.4339e-15	4.4252e-17
4351.2000	2.4493e-15	6.2781e-17
4360.4000	2.4709e-15	8.0234e-17
4369.6000	2.4915e-15	6.5713e-17
4378.8000	2.5168e-15	5.0021e-17
4388.0000	2.5411e-15	3.3302e-17
4397.2000	2.5598e-15	4.4255e-17
4406.4000	2.5694e-15	3.8101e-17
4415.6000	2.5661e-15	4.3193e-17
4424.8000	2.5475e-15	4.6292e-17
4434.0000	2.5233e-15	4.3018e-17
4443.2000	2.5023e-15	3.8259e-17
4452.4000	2.4944e-15	3.5901e-17
4461.6000	2.5008e-15	3.3073e-17
4470.8000	2.5254e-15	2.1400e-17
4480.0000	2.5515e-15	1.6101e-17
4489.2000	2.5784e-15	3.2504e-17
4498.4000	2.6065e-15	5.2383e-17
4507.6000	2.6316e-15	4.4381e-17
4516.8000	2.6447e-15	4.2815e-17
4526.0000	2.6575e-15	3.7393e-17
4535.2000	2.6732e-15	4.8806e-17
4544.4000	2.6814e-15	4.2530e-17
4553.6000	2.6930e-15	2.8084e-17
4562.8000	2.7055e-15	2.4632e-17
4572.0000	2.7196e-15	3.0245e-17
4581.2000	2.7321e-15	4.8989e-17
4590.4000	2.7482e-15	4.4429e-17
4599.6000	2.7647e-15	3.3797e-17
4608.8000	2.7919e-15	2.7671e-17
4618.0000	2.8197e-15	4.0776e-17
4627.2000	2.8412e-15	5.4425e-17
4636.4000	2.8549e-15	4.1315e-17
4645.6000	2.8645e-15	3.4100e-17
4654.8000	2.8656e-15	5.4874e-17
4664.0000	2.8686e-15	5.7368e-17
4673.2000	2.8792e-15	3.5169e-17
4682.4000	2.8920e-15	4.4617e-17
4691.6000	2.9079e-15	5.2545e-17
4700.8000	2.9228e-15	3.9951e-17
4710.0000	2.9277e-15	3.7001e-17
4719.2000	2.9223e-15	4.2121e-17
4728.4000	2.9116e-15	4.3016e-17
4737.6000	2.8888e-15	3.1818e-17
4746.8000	2.8576e-15	3.0626e-17
4756.0000	2.8306e-15	3.3396e-17
