MJD	ZTF_g	ZTF_g_err	ZTF_r	ZTF_r_err	ps_g	ps_g_err	ps_i	ps_i_err	ps_r	ps_r_err
59138.880000002995	3.001035720474961e-16	6.1534313998234e-18	4.596217872559822e-16	3.753885925719129e-18	nan	nan	nan	nan	nan	nan
59138.930000003	2.9996453361796383e-16	6.147072046370133e-18	4.596152421597225e-16	3.756548916088238e-18	nan	nan	nan	nan	nan	nan
59138.980000003	2.9982704464231067e-16	6.140243693173037e-18	4.596113433027975e-16	3.7594952924502935e-18	nan	nan	nan	nan	nan	nan
59139.030000003004	2.996911046279181e-16	6.132953426317481e-18	4.596099854158653e-16	3.7627207912468785e-18	nan	nan	nan	nan	nan	nan
59139.08000000301	2.9955671308851595e-16	6.125209347151601e-18	4.596110632370193e-16	3.766222559280188e-18	nan	nan	nan	nan	nan	nan
59139.13000000301	2.9942386954417633e-16	6.117020566248151e-18	4.596144715114458e-16	3.769999166725496e-18	nan	nan	nan	nan	nan	nan
59139.18000000301	2.9929257352131663e-16	6.108397196881961e-18	4.59620104991032e-16	3.774050613535757e-18	nan	nan	nan	nan	nan	nan
59139.230000003015	2.9916282455268224e-16	6.0993503480273475e-18	4.596278584340516e-16	3.778378329465914e-18	nan	nan	nan	nan	nan	nan
59139.28000000302	2.9903462217736926e-16	6.0898921167354876e-18	4.596376266047249e-16	3.782985167565401e-18	nan	nan	nan	nan	nan	nan
59139.33000000302	2.989079659408017e-16	6.080035579856372e-18	4.596493042729235e-16	3.787875391286499e-18	nan	nan	nan	nan	nan	nan
59139.380000003024	2.987828553947433e-16	6.0697947849727875e-18	4.5966278621380435e-16	3.793054655255557e-18	nan	nan	nan	nan	nan	nan
59139.43000000303	2.986592900972891e-16	6.0591847405146735e-18	4.596779672073399e-16	3.7985299796601e-18	nan	nan	nan	nan	nan	nan
59139.48000000303	2.985372696128662e-16	6.0482214048665944e-18	4.59694742038134e-16	3.8043097183229384e-18	nan	nan	nan	nan	nan	nan
59139.53000000303	2.9841679351222737e-16	6.036921674448067e-18	4.597130054948025e-16	3.8104035205207366e-18	nan	nan	nan	nan	nan	nan
59139.580000003036	2.982978613724609e-16	6.025303370589479e-18	4.597326523698746e-16	3.8168222864995994e-18	nan	nan	nan	nan	nan	nan
59139.63000000304	2.981804727769838e-16	6.0133852250798445e-18	4.597535774592341e-16	3.823578116751638e-18	nan	nan	nan	nan	nan	nan
59139.68000000304	2.980646273155282e-16	6.001186864304881e-18	4.597756755618782e-16	3.830684255122942e-18	nan	nan	nan	nan	nan	nan
59139.730000003045	2.979503245841651e-16	5.988728791799271e-18	4.597988414794121e-16	3.838155025737617e-18	nan	nan	nan	nan	nan	nan
59139.78000000305	2.978375641852784e-16	5.976032369064333e-18	4.598229700158809e-16	3.846005763846759e-18	nan	nan	nan	nan	nan	nan
59139.83000000305	2.9772634572757447e-16	5.963119794537913e-18	4.598479559771908e-16	3.854252740654102e-18	nan	nan	nan	nan	nan	nan
59139.88000000305	2.976166688260886e-16	5.950014080525368e-18	4.598736941852336e-16	3.862913077289521e-18	nan	nan	nan	nan	nan	nan
59139.930000003056	2.9750853318856286e-16	5.936738642398196e-18	4.599000985739136e-16	3.871998146121598e-18	nan	nan	nan	nan	nan	nan
59139.98000000306	2.974019405162982e-16	5.9233087916418886e-18	4.599271398627351e-16	3.881500670737843e-18	nan	nan	nan	nan	nan	nan
59140.03000000306	2.972968945041316e-16	5.909731735601405e-18	4.599547992706859e-16	3.89141054722372e-18	nan	nan	nan	nan	nan	nan
59140.080000003065	2.9719339893966823e-16	5.896015084335255e-18	4.5998305801748405e-16	3.901718479367059e-18	nan	nan	nan	nan	nan	nan
59140.13000000307	2.9709145761686915e-16	5.882167262137442e-18	4.600118973235617e-16	3.912416026687985e-18	nan	nan	nan	nan	nan	nan
59140.18000000307	2.969910743361055e-16	5.8681975319119695e-18	4.600412984100162e-16	3.923495645702494e-18	nan	nan	nan	nan	nan	nan
59140.230000003074	2.9689225290414963e-16	5.854116017904431e-18	4.600712424984341e-16	3.9349507246305376e-18	nan	nan	nan	nan	nan	nan
59140.28000000308	2.967949971342287e-16	5.839933726759891e-18	4.601017108109611e-16	3.946775611568556e-18	nan	nan	nan	nan	nan	nan
59140.33000000308	2.966993108460218e-16	5.825662566784373e-18	4.601326845701349e-16	3.958965636302559e-18	nan	nan	nan	nan	nan	nan
59140.38000000308	2.966051978656966e-16	5.811315365392224e-18	4.601641449988474e-16	3.971517125901018e-18	nan	nan	nan	nan	nan	nan
59140.430000003085	2.9651266202592706e-16	5.796905884593374e-18	4.601960733203337e-16	3.984427414200535e-18	nan	nan	nan	nan	nan	nan
59140.48000000309	2.964217071659118e-16	5.78244883443744e-18	4.602284507580408e-16	3.997694845343524e-18	nan	nan	nan	nan	nan	nan
59140.53000000309	2.963323371314014e-16	5.7679598843239474e-18	4.602612585355911e-16	4.0113187715068844e-18	nan	nan	nan	nan	nan	nan
59140.580000003094	2.9624455577472873e-16	5.753455672038087e-18	4.602944778767009e-16	4.025299545015224e-18	nan	nan	nan	nan	nan	nan
59140.6300000031	2.961583669548026e-16	5.738953810362514e-18	4.603280900051149e-16	4.039638504889413e-18	nan	nan	nan	nan	nan	nan
59140.6800000031	2.9607377453716915e-16	5.724472891179384e-18	4.603620761445855e-16	4.054337958098486e-18	nan	nan	nan	nan	nan	nan
59140.7300000031	2.959907823940075e-16	5.710032486857211e-18	4.60396417518792e-16	4.0694011555577495e-18	nan	nan	nan	nan	nan	nan
59140.780000003106	2.9590939440415666e-16	5.6956531487803164e-18	4.604310953510995e-16	4.084832263180264e-18	nan	nan	nan	nan	nan	nan
59140.83000000311	2.9582961445315066e-16	5.681356402875057e-18	4.604660908648601e-16	4.100636327900602e-18	nan	nan	nan	nan	nan	nan
59140.88000000311	2.957514464332198e-16	5.6671647419124756e-18	4.605013852829858e-16	4.11681923908733e-18	nan	nan	nan	nan	nan	nan
59140.930000003114	2.956748942433303e-16	5.653101614447188e-18	4.605369598281146e-16	4.1333876852748495e-18	nan	nan	nan	nan	nan	nan
59140.98000000312	2.9559996178920415e-16	5.639191410159045e-18	4.605727957224481e-16	4.150349106605155e-18	nan	nan	nan	nan	nan	nan
59141.03000000312	2.955266529833349e-16	5.625459441439664e-18	4.606088741876571e-16	4.167711642902831e-18	nan	nan	nan	nan	nan	nan
59141.08000000312	2.9545497174501573e-16	5.611931921000229e-18	4.606451764449186e-16	4.185484077765446e-18	nan	nan	nan	nan	nan	nan
59141.130000003126	2.953849220003631e-16	5.598635935308709e-18	4.606816837147527e-16	4.203675778718026e-18	nan	nan	nan	nan	nan	nan
59141.18000000313	2.953165076823342e-16	5.585599413668438e-18	4.607183772170343e-16	4.222296633694993e-18	nan	nan	nan	nan	nan	nan
59141.23000000313	2.9524973273075134e-16	5.572851092718479e-18	4.607552381708346e-16	4.241356983981634e-18	nan	nan	nan	nan	nan	nan
59141.280000003135	2.951846010923328e-16	5.560420476180965e-18	4.607922477944902e-16	4.2608675539132625e-18	nan	nan	nan	nan	nan	nan
59141.33000000314	2.9512111672069816e-16	5.5483377896856166e-18	4.608293873053619e-16	4.2808393773904105e-18	nan	nan	nan	nan	nan	nan
59141.38000000314	2.95059283576407e-16	5.536633930495636e-18	4.608666373141192e-16	4.30128046389015e-18	nan	nan	nan	nan	nan	nan
59141.43000000314	2.9499910562698445e-16	5.5253404119625795e-18	4.609039739527181e-16	4.322174922312845e-18	nan	nan	nan	nan	nan	nan
59141.48000000315	2.949405868469227e-16	5.514489302613943e-18	4.609413713452758e-16	4.3434962841901776e-18	nan	nan	nan	nan	nan	nan
59141.53000000315	2.948837312177194e-16	5.5041131597498666e-18	4.609788036051354e-16	4.36521832878309e-18	nan	nan	nan	nan	nan	nan
59141.58000000315	2.9482854272790336e-16	5.494244957480332e-18	4.610162448444197e-16	4.387315213823859e-18	nan	nan	nan	nan	nan	nan
59141.630000003155	2.947750253730487e-16	5.484918009126011e-18	4.610536691739005e-16	4.4097615487183475e-18	nan	nan	nan	nan	nan	nan
59141.68000000316	2.947231831558082e-16	5.47616588403075e-18	4.610910507028645e-16	4.4325324611781215e-18	nan	nan	nan	nan	nan	nan
59141.73000000316	2.946730200859167e-16	5.4680223187504906e-18	4.611283635390388e-16	4.45560365758221e-18	nan	nan	nan	nan	nan	nan
59141.780000003164	2.946245401802361e-16	5.460521122750007e-18	4.611655817885558e-16	4.478951477211071e-18	nan	nan	nan	nan	nan	nan
59141.83000000317	2.9457774746276405e-16	5.453696078721778e-18	4.612026795558125e-16	4.502552940681703e-18	nan	nan	nan	nan	nan	nan
59141.88000000317	2.9453264596466565e-16	5.447580837668024e-18	4.612396309433377e-16	4.526385792861756e-18	nan	nan	nan	nan	nan	nan
59141.93000000317	2.9448923917612853e-16	5.442208242738928e-18	4.612764100518109e-16	4.550428540393217e-18	nan	nan	nan	nan	nan	nan
59141.980000003176	2.9444750928466713e-16	5.437588776039796e-18	4.613129909799245e-16	4.574660484292709e-18	nan	nan	nan	nan	nan	nan
59142.03000000318	2.944074108026145e-16	5.433703955339561e-18	4.613493478242162e-16	4.599061747768532e-18	nan	nan	nan	nan	nan	nan
59142.08000000318	2.9436889639910303e-16	5.4305331043007805e-18	4.613854546790607e-16	4.623613299578091e-18	nan	nan	nan	nan	nan	nan
59142.130000003184	2.9433191874984533e-16	5.4280553632457665e-18	4.614212856366249e-16	4.648296973215602e-18	nan	nan	nan	nan	nan	nan
59142.18000000319	2.9429643053688756e-16	5.4262497859472895e-18	4.614568147866519e-16	4.673095482107987e-18	nan	nan	nan	nan	nan	nan
59142.23000000319	2.942623844483099e-16	5.4250954332719636e-18	4.614920162164684e-16	4.697992431207619e-18	nan	nan	nan	nan	nan	nan
59142.28000000319	2.9422973317799646e-16	5.424571463474042e-18	4.615268640108429e-16	4.722972325100419e-18	nan	nan	nan	nan	nan	nan
59142.330000003196	2.9419842942534453e-16	5.424657218803159e-18	4.615613322518952e-16	4.7480205728772666e-18	nan	nan	nan	nan	nan	nan
59142.3800000032	2.94168425895e-16	5.4253323083313405e-18	4.615953950190883e-16	4.7731234901139225e-18	nan	nan	nan	nan	nan	nan
59142.4300000032	2.941396752966078e-16	5.4265766867622084e-18	4.616290263890492e-16	4.798268297945711e-18	nan	nan	nan	nan	nan	nan
59142.480000003205	2.9411213034452807e-16	5.428370729120196e-18	4.616622004354217e-16	4.823443119635815e-18	nan	nan	nan	nan	nan	nan
59142.53000000321	2.9408574375758425e-16	5.430695301166135e-18	4.61694891228993e-16	4.848636974695885e-18	nan	nan	nan	nan	nan	nan
59142.58000000321	2.940604682587859e-16	5.433531825503025e-18	4.617270728373673e-16	4.873839770739e-18	nan	nan	nan	nan	nan	nan
59142.63000000321	2.9403625657506934e-16	5.436862343264836e-18	4.617587193250224e-16	4.89904229331922e-18	nan	nan	nan	nan	nan	nan
59142.680000003216	2.9401306143702606e-16	5.4406695713858585e-18	4.617898047531311e-16	4.924236193671588e-18	nan	nan	nan	nan	nan	nan
59142.73000000322	2.939908355786493e-16	5.4449369553890305e-18	4.618203031795689e-16	4.949413974735125e-18	nan	nan	nan	nan	nan	nan
59142.78000000322	2.939695317370455e-16	5.449648717739177e-18	4.618501886587422e-16	4.97456897543278e-18	nan	nan	nan	nan	nan	nan
59142.830000003225	2.939491026522001e-16	5.454789901744589e-18	4.618794352415194e-16	4.999695353318836e-18	nan	nan	nan	nan	nan	nan
59142.88000000323	2.939295010666813e-16	5.460346411038127e-18	4.619080167674945e-16	5.024787624180791e-18	nan	nan	nan	nan	nan	nan
59142.93000000323	2.9391067972538944e-16	5.466305044700724e-18	4.619359049294019e-16	5.049836527754229e-18	nan	nan	nan	nan	nan	nan
59142.980000003234	2.938925913752874e-16	5.472653528055163e-18	4.619630701516422e-16	5.074830891278296e-18	nan	nan	nan	nan	nan	nan
59143.03000000324	2.9387518876514084e-16	5.479380539204787e-18	4.619894828384029e-16	5.09976028583033e-18	nan	nan	nan	nan	nan	nan
59143.08000000324	2.9385842464524136e-16	5.48647573137043e-18	4.620151133898844e-16	5.1246150618482296e-18	nan	nan	nan	nan	nan	nan
59143.13000000324	2.938422517671506e-16	5.493929751122231e-18	4.620399322020874e-16	5.149386348224461e-18	nan	nan	nan	nan	nan	nan
59143.180000003245	2.9382662288343166e-16	5.501734252529015e-18	4.620639096668344e-16	5.1740660497414184e-18	nan	nan	nan	nan	nan	nan
59143.23000000325	2.938114907473733e-16	5.509881907382595e-18	4.620870161715935e-16	5.198646843065483e-18	nan	nan	nan	nan	nan	nan
59143.28000000325	2.9379680811274095e-16	5.518366411488777e-18	4.621092220994497e-16	5.2231221713084e-18	nan	nan	nan	nan	nan	nan
59143.330000003254	2.9378252773350796e-16	5.527182487146689e-18	4.621304978288686e-16	5.247486237236896e-18	nan	nan	nan	nan	nan	nan
59143.38000000326	2.937686023635688e-16	5.536325881915748e-18	4.6215081373377e-16	5.271733995257228e-18	nan	nan	nan	nan	nan	nan
59143.43000000326	2.937549847565054e-16	5.545793363689703e-18	4.621701401832211e-16	5.295861142235475e-18	nan	nan	nan	nan	nan	nan
59143.48000000326	2.9374162766528896e-16	5.555582712193163e-18	4.621884475415881e-16	5.319864107106631e-18	nan	nan	nan	nan	nan	nan
59143.530000003266	2.9372848384203943e-16	5.565692706955548e-18	4.62205706168116e-16	5.343740039503389e-18	nan	nan	nan	nan	nan	nan
59143.58000000327	2.9371550603775055e-16	5.576123111856442e-18	4.622218864171649e-16	5.3674867972832434e-18	nan	nan	nan	nan	nan	nan
59143.63000000327	2.9370264700202094e-16	5.586874656263582e-18	4.62236958637769e-16	5.391102933104061e-18	nan	nan	nan	nan	nan	nan
59143.680000003274	2.936898594827906e-16	5.597949012875111e-18	4.622508931738579e-16	5.414587680015501e-18	nan	nan	nan	nan	nan	nan
59143.73000000328	2.9367709622607636e-16	5.609348772332181e-18	4.62263660363913e-16	5.437940936147779e-18	nan	nan	nan	nan	nan	nan
59143.78000000328	2.9366430997570105e-16	5.621077414599402e-18	4.622752305409963e-16	5.461163248471276e-18	nan	nan	nan	nan	nan	nan
59143.83000000328	2.936514534730396e-16	5.633139277289993e-18	4.622855740324975e-16	5.4842557956797324e-18	nan	nan	nan	nan	nan	nan
59143.880000003286	2.9363847945673625e-16	5.6455395208772744e-18	4.622946611602767e-16	5.507220370188997e-18	nan	nan	nan	nan	nan	nan
59143.93000000329	2.936253456653909e-16	5.658282068449607e-18	4.62302462240342e-16	5.530059359312711e-18	nan	nan	nan	nan	nan	nan
59143.98000000329	2.9361203689416033e-16	5.671360658471851e-18	4.623089475827886e-16	5.5527757255577905e-18	nan	nan	nan	nan	nan	nan
59144.030000003295	2.9359854704174157e-16	5.684766106463433e-18	4.623140874918267e-16	5.5753729860691475e-18	nan	nan	nan	nan	nan	nan
59144.0800000033	2.9358487001035714e-16	5.698490000337352e-18	4.6231785226546e-16	5.59785519125743e-18	nan	nan	nan	nan	nan	nan
59144.1300000033	2.9357099969883546e-16	5.712524716538238e-18	4.623202121955951e-16	5.6202269025991555e-18	nan	nan	nan	nan	nan	nan
59144.1800000033	2.935569300026071e-16	5.726863429966266e-18	4.623211375678501e-16	5.64249316954483e-18	nan	nan	nan	nan	nan	nan
59144.23000000331	2.9354265481363876e-16	5.741500120509742e-18	4.623205986613299e-16	5.664659505654948e-18	nan	nan	nan	nan	nan	nan
59144.28000000331	2.9352816802043175e-16	5.756429576380207e-18	4.623185657487859e-16	5.686731863854635e-18	nan	nan	nan	nan	nan	nan
59144.33000000331	2.935134635079528e-16	5.771647394189303e-18	4.623150090962807e-16	5.708716610866605e-18	nan	nan	nan	nan	nan	nan
59144.380000003315	2.9349853515762876e-16	5.7871499759888406e-18	4.623098989631965e-16	5.730620500780977e-18	nan	nan	nan	nan	nan	nan
59144.43000000332	2.9348337684729537e-16	5.8029345232407046e-18	4.623032056020599e-16	5.7524506478150735e-18	nan	nan	nan	nan	nan	nan
59144.48000000332	2.934679824511786e-16	5.818999027871497e-18	4.622948992585415e-16	5.774214498179516e-18	nan	nan	nan	nan	nan	nan
59144.530000003324	2.9345234583983457e-16	5.835342260454841e-18	4.622849501712931e-16	5.795919801138468e-18	nan	nan	nan	nan	nan	nan
59144.58000000333	2.934364608801419e-16	5.851963755600237e-18	4.62273328571796e-16	5.817574579203928e-18	nan	nan	nan	nan	nan	nan
59144.63000000333	2.934203214352507e-16	5.868863794632523e-18	4.622600046843538e-16	5.8391870974744406e-18	nan	nan	nan	nan	nan	nan
59144.68000000333	2.934039213645624e-16	5.886043385616846e-18	4.622449487258589e-16	5.86076583216044e-18	nan	nan	nan	nan	nan	nan
59144.730000003336	2.9338725452367397e-16	5.903504240826239e-18	4.62228130905944e-16	5.8823194382479094e-18	nan	nan	nan	nan	nan	nan
59144.78000000334	2.933703147643624e-16	5.921248751683347e-18	4.622095214265047e-16	5.903856716325384e-18	nan	nan	nan	nan	nan	nan
59144.83000000334	2.9335309593455006e-16	5.9392799612829604e-18	4.621890904818948e-16	5.925386578638e-18	nan	nan	nan	nan	nan	nan
59144.880000003344	2.933355918782486e-16	5.957601534543279e-18	4.621668082587517e-16	5.946918014242058e-18	nan	nan	nan	nan	nan	nan
59144.93000000335	2.933177964355542e-16	5.976217726041347e-18	4.621426446832766e-16	5.968455273898983e-18	nan	nan	nan	nan	nan	nan
59144.98000000335	2.932997034425933e-16	5.995133345636781e-18	4.621165686636944e-16	5.989983509741367e-18	nan	nan	nan	nan	nan	nan
59145.03000000335	2.9328130673149217e-16	6.014353721910706e-18	4.620885488477121e-16	6.011483135584505e-18	nan	nan	nan	nan	nan	nan
59145.080000003356	2.9326260013035234e-16	6.033884663511654e-18	4.6205855387472465e-16	6.032934640948322e-18	nan	nan	nan	nan	nan	nan
59145.13000000336	2.9324357746318515e-16	6.053732418485457e-18	4.620265523760302e-16	6.054318623434946e-18	nan	nan	nan	nan	nan	nan
59145.18000000336	2.932242325499254e-16	6.073903631638869e-18	4.619925129743612e-16	6.0756158191003294e-18	nan	nan	nan	nan	nan	nan
59145.230000003365	2.9320455920635518e-16	6.094405300020282e-18	4.61956404284052e-16	6.0968071309167846e-18	nan	nan	nan	nan	nan	nan
59145.28000000337	2.931845512440898e-16	6.115244726611257e-18	4.619181949108301e-16	6.117873655316593e-18	nan	nan	nan	nan	nan	nan
59145.33000000337	2.9316420247053047e-16	6.136429472266913e-18	4.61877853451731e-16	6.138796706986999e-18	nan	nan	nan	nan	nan	nan
59145.38000000337	2.9314350668885035e-16	6.157967306040967e-18	4.618353484948859e-16	6.159557841933236e-18	nan	nan	nan	nan	nan	nan
59145.430000003376	2.931224576732797e-16	6.179866102879721e-18	4.617906486194888e-16	6.18013887889824e-18	nan	nan	nan	nan	nan	nan
59145.48000000338	2.9310104396580323e-16	6.2021230198479505e-18	4.617437223958048e-16	6.200521919218777e-18	nan	nan	nan	nan	nan	nan
59145.53000000338	2.9307924243985015e-16	6.224711155764051e-18	4.616945383848272e-16	6.220689365197454e-18	nan	nan	nan	nan	nan	nan
59145.580000003385	2.9305702838608734e-16	6.2476004841839054e-18	4.616430651383721e-16	6.24062393705625e-18	nan	nan	nan	nan	nan	nan
59145.63000000339	2.9303437709055393e-16	6.2707611844083664e-18	4.61589271198832e-16	6.260308688575254e-18	nan	nan	nan	nan	nan	nan
59145.68000000339	2.930112638344942e-16	6.294163700949021e-18	4.615331250990999e-16	6.279727021438896e-18	nan	nan	nan	nan	nan	nan
59145.730000003394	2.929876638942357e-16	6.3177787990715105e-18	4.614745953625848e-16	6.298862698393121e-18	nan	nan	nan	nan	nan	nan
59145.7800000034	2.929635525410431e-16	6.341577616493955e-18	4.614136505028892e-16	6.317699855331804e-18	nan	nan	nan	nan	nan	nan
59145.8300000034	2.9293890504097544e-16	6.365531711336932e-18	4.613502590238299e-16	6.33622301224269e-18	nan	nan	nan	nan	nan	nan
59145.8800000034	2.9291369665476397e-16	6.389613106488948e-18	4.61284389419344e-16	6.354417083236046e-18	nan	nan	nan	nan	nan	nan
59145.930000003405	2.9288790263765075e-16	6.413794330515925e-18	4.612160101732807e-16	6.372267385648498e-18	nan	nan	nan	nan	nan	nan
59145.98000000341	2.928614982392632e-16	6.438048455249405e-18	4.611450897594217e-16	6.389759648242465e-18	nan	nan	nan	nan	nan	nan
59146.03000000341	2.9283445870348295e-16	6.462349130206275e-18	4.610715966412366e-16	6.4068800186308915e-18	nan	nan	nan	nan	nan	nan
59146.080000003414	2.928067592682803e-16	6.4866706140193515e-18	4.609954992718947e-16	6.423615069979538e-18	nan	nan	nan	nan	nan	nan
59146.13000000342	2.9277837516559856e-16	6.510987803008862e-18	4.609167660940533e-16	6.4399518069620895e-18	nan	nan	nan	nan	nan	nan
59146.18000000342	2.92749281621201e-16	6.53527625705806e-18	4.60835365539837e-16	6.455877671151639e-18	nan	nan	nan	nan	nan	nan
59146.23000000342	2.9271945385454493e-16	6.5595122229587035e-18	4.607512660306293e-16	6.471380545733396e-18	nan	nan	nan	nan	nan	nan
59146.280000003426	2.9268886707863664e-16	6.58367265538736e-18	4.606644359770612e-16	6.486448759765756e-18	nan	nan	nan	nan	nan	nan
59146.33000000343	2.9265749649987856e-16	6.607735235633995e-18	4.605748437788512e-16	6.50107109186313e-18	nan	nan	nan	nan	nan	nan
59146.38000000343	2.9262531731795293e-16	6.631678388272188e-18	4.6048245782468735e-16	6.515236773488786e-18	nan	nan	nan	nan	nan	nan
59146.430000003435	2.925923047256658e-16	6.655481295903037e-18	4.603872477483392e-16	6.528935419934787e-18	nan	nan	nan	nan	nan	nan
59146.48000000344	2.925584339088148e-16	6.679123912072617e-18	4.602891881971105e-16	6.542156817400987e-18	nan	nan	nan	nan	nan	nan
59146.53000000344	2.9252368004605e-16	6.702586972563356e-18	4.601882550631501e-16	6.554891141431045e-18	nan	nan	nan	nan	nan	nan
59146.58000000344	2.924880183087312e-16	6.725852005142536e-18	4.600844242272658e-16	6.567129031456921e-18	nan	nan	nan	nan	nan	nan
59146.630000003446	2.924514238607829e-16	6.748901337898608e-18	4.599776715586841e-16	6.578861593235611e-18	nan	nan	nan	nan	nan	nan
59146.68000000345	2.9241387185857295e-16	6.771718106288982e-18	4.598679729151523e-16	6.5900804010012524e-18	nan	nan	nan	nan	nan	nan
59146.73000000345	2.9237533745075697e-16	6.79428625901247e-18	4.597553041427404e-16	6.6007774994269524e-18	nan	nan	nan	nan	nan	nan
59146.780000003455	2.923357957781441e-16	6.8165905627732e-18	4.596396410757529e-16	6.6109454053341655e-18	nan	nan	nan	nan	nan	nan
59146.83000000346	2.922952219735514e-16	6.838616606094979e-18	4.595209595366665e-16	6.620577109249932e-18	nan	nan	nan	nan	nan	nan
59146.88000000346	2.92253591161672e-16	6.860350802225655e-18	4.593992353361294e-16	6.629666076828037e-18	nan	nan	nan	nan	nan	nan
59146.930000003464	2.9221087845894643e-16	6.881780391223517e-18	4.592744442726736e-16	6.638206250093426e-18	nan	nan	nan	nan	nan	nan
59146.98000000347	2.92167058973385e-16	6.902893441329988e-18	4.591465621329235e-16	6.6461920486272715e-18	nan	nan	nan	nan	nan	nan
59147.03000000347	2.9212210780447055e-16	6.923678849656815e-18	4.590155646912326e-16	6.6536183706017745e-18	nan	nan	nan	nan	nan	nan
59147.08000000347	2.920760000429911e-16	6.944126342301747e-18	4.588814277097318e-16	6.660480593798738e-18	nan	nan	nan	nan	nan	nan
59147.130000003475	2.9202871077091764e-16	6.964226473913062e-18	4.587441269382038e-16	6.666774576498217e-18	nan	nan	nan	nan	nan	nan
59147.18000000348	2.9198021506125147e-16	6.983970626775015e-18	4.586036381141193e-16	6.672496658403825e-18	nan	nan	nan	nan	nan	nan
59147.23000000348	2.919304879778789e-16	7.00335100945394e-18	4.584599369623699e-16	6.677643661445761e-18	nan	nan	nan	nan	nan	nan
59147.280000003484	2.9187950457545834e-16	7.022360655062785e-18	4.583129991952964e-16	6.68221289062655e-18	nan	nan	nan	nan	nan	nan
59147.33000000349	2.9182723989925394e-16	7.04099341917046e-18	4.58162800512575e-16	6.686202134812628e-18	nan	nan	nan	nan	nan	nan
59147.38000000349	2.9177366898500333e-16	7.05924397738111e-18	4.58009316601109e-16	6.689609667533024e-18	nan	nan	nan	nan	nan	nan
59147.43000000349	2.917187668587814e-16	7.077107822644113e-18	4.578525231351058e-16	6.692434247805829e-18	nan	nan	nan	nan	nan	nan
59147.480000003496	2.9166250853686007e-16	7.094581262272427e-18	4.57692395775635e-16	6.694675120908635e-18	nan	nan	nan	nan	nan	nan
59147.5300000035	2.916048690255533e-16	7.111661414736491e-18	4.575289101709828e-16	6.696332019234444e-18	nan	nan	nan	nan	nan	nan
59147.5800000035	2.9154582332110553e-16	7.128346206211428e-18	4.573620419562525e-16	6.6974051631111695e-18	nan	nan	nan	nan	nan	nan
59147.630000003504	2.9148534640952205e-16	7.144634366914128e-18	4.571917667533212e-16	6.697895261657419e-18	nan	nan	nan	nan	nan	nan
59147.68000000351	2.914234132664511e-16	7.16052542722242e-18	4.570180601709788e-16	6.697803513651546e-18	nan	nan	nan	nan	nan	nan
59147.73000000351	2.913599988570233e-16	7.17601971359495e-18	4.568408978045406e-16	6.697131608443849e-18	nan	nan	nan	nan	nan	nan
59147.78000000351	2.9129507813573045e-16	7.191118344279267e-18	4.566602552359713e-16	6.695881726840701e-18	nan	nan	nan	nan	nan	nan
59147.830000003516	2.912286260462703e-16	7.205823224799486e-18	4.564761080337017e-16	6.694056542040675e-18	nan	nan	nan	nan	nan	nan
59147.88000000352	2.911606175214184e-16	7.220137043257776e-18	4.562884317525936e-16	6.691659220564719e-18	nan	nan	nan	nan	nan	nan
59147.93000000352	2.910910274828729e-16	7.234063265375459e-18	4.56097201933783e-16	6.688693423191588e-18	nan	nan	nan	nan	nan	nan
59147.980000003525	2.910198308411267e-16	7.24760612932204e-18	4.559023941047681e-16	6.6851633059071235e-18	nan	nan	nan	nan	nan	nan
59148.03000000353	2.909470024953286e-16	7.260770640279995e-18	4.557039837790864e-16	6.681073520816432e-18	nan	nan	nan	nan	nan	nan
59148.08000000353	2.9087251733312453e-16	7.273562564738944e-18	4.555019464564008e-16	6.676429217061808e-18	nan	nan	nan	nan	nan	nan
59148.13000000353	2.9079635023052663e-16	7.285988424496036e-18	4.552962576223358e-16	6.671236041707092e-18	nan	nan	nan	nan	nan	nan
59148.18000000354	2.907184760517912e-16	7.298055490344704e-18	4.550868927484494e-16	6.665500140569548e-18	nan	nan	nan	nan	nan	nan
59148.23000000354	2.9063886964924343e-16	7.3097717754187e-18	4.548738272921337e-16	6.659228158998045e-18	nan	nan	nan	nan	nan	nan
59148.28000000354	2.9055750586316405e-16	7.321146028158308e-18	4.546570366964584e-16	6.652427242610657e-18	nan	nan	nan	nan	nan	nan
59148.330000003545	2.9047435952163723e-16	7.332187724887565e-18	4.544364963901678e-16	6.6451050378918335e-18	nan	nan	nan	nan	nan	nan
59148.38000000355	2.9038940544039435e-16	7.342907061936333e-18	4.542121817876234e-16	6.63726969274003e-18	nan	nan	nan	nan	nan	nan
59148.43000000355	2.903026184227163e-16	7.353314947309222e-18	4.53984068288555e-16	6.628929856849437e-18	nan	nan	nan	nan	nan	nan
59148.480000003554	2.9021397325924077e-16	7.36342299182674e-18	4.537521312782012e-16	6.6200946819457175e-18	nan	nan	nan	nan	nan	nan
59148.53000000356	2.9012344472786467e-16	7.37324349972763e-18	4.535163461270098e-16	6.610773821903201e-18	nan	nan	nan	nan	nan	nan
59148.58000000356	2.9003100759356336e-16	7.382789458687667e-18	4.532766881907071e-16	6.600977432574042e-18	nan	nan	nan	nan	nan	nan
59148.63000000356	2.899366366082811e-16	7.392074529183446e-18	4.530331328102286e-16	6.590716171467346e-18	nan	nan	nan	nan	nan	nan
