MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
59255.137,18.782,0.04,8.207623723065043e-17,3.023800325381417e-18,ZTF_r,P48,GeneralFilters
59255.137,18.754,0.04,8.422042682575925e-17,3.102795189353426e-18,ZTF_r,P48,GeneralFilters
59255.158,19.671,0.069,6.415457336127717e-17,4.077109653826318e-18,ZTF_g,P48,GeneralFilters
59255.16,19.534,0.061,7.278260929075177e-17,4.08915088884311e-18,ZTF_g,P48,GeneralFilters
59257.134,18.861,0.045,7.631632311205621e-17,3.1630469030988773e-18,ZTF_r,P48,GeneralFilters
59257.136,18.79,0.043,8.147369972184119e-17,3.226722174950056e-18,ZTF_r,P48,GeneralFilters
59257.162,19.507,0.054,7.461525390912657e-17,3.7110521814001966e-18,ZTF_g,P48,GeneralFilters
59257.162,19.517,0.058,7.393117714944763e-17,3.9494015727542285e-18,ZTF_g,P48,GeneralFilters
59260.18,19.546,0.091,7.198261523922212e-17,6.0331579236859305e-18,ZTF_g,P48,GeneralFilters
59260.18,19.525,0.105,7.338843409974156e-17,7.097290802962115e-18,ZTF_g,P48,GeneralFilters
59260.223,18.753,0.119,8.429803243871266e-17,9.239321500236337e-18,ZTF_r,P48,GeneralFilters
59260.224,18.518,0.101,1.0466884650302736e-16,9.736760596613614e-18,ZTF_r,P48,GeneralFilters
59263.152,19.462,0.116,7.77727796480896e-17,8.309239757909829e-18,ZTF_g,P48,GeneralFilters
59263.162,19.605,0.124,6.817538845707425e-17,7.78618980524874e-18,ZTF_g,P48,GeneralFilters
59263.174,18.717,0.062,8.713997641937025e-17,4.976050825535947e-18,ZTF_r,P48,GeneralFilters
59263.27,19.071,0.181,6.289519067429316e-17,1.0485078661057539e-17,ZTF_r,P48,GeneralFilters
59265.138,18.675,0.047,9.057689691978409e-17,3.92094703720248e-18,ZTF_r,P48,GeneralFilters
59265.156,19.4,0.095,8.23431773922335e-17,7.204882565378605e-18,ZTF_g,P48,GeneralFilters
59265.177,19.396,0.086,8.264710037172949e-17,6.5463881565523546e-18,ZTF_g,P48,GeneralFilters
59265.222,18.735,0.062,8.57072258266987e-17,4.894234877650682e-18,ZTF_r,P48,GeneralFilters
59267.14,18.743,0.059,8.507803252935681e-17,4.623226062863284e-18,ZTF_r,P48,GeneralFilters
59267.161,18.743,0.068,8.507803252935681e-17,5.328463936859379e-18,ZTF_r,P48,GeneralFilters
59267.22,19.489,0.187,7.586258222047342e-17,1.3066067810079913e-17,ZTF_g,P48,GeneralFilters
59269.137,18.615,0.044,9.572325059506872e-17,3.87923236576724e-18,ZTF_r,P48,GeneralFilters
59269.159,18.691,0.054,8.925189340442554e-17,4.439017712329716e-18,ZTF_r,P48,GeneralFilters
59269.247,19.346,0.16,8.654213821286597e-17,1.2753320791345639e-17,ZTF_g,P48,GeneralFilters
59269.247,19.721,0.227,6.126714191938796e-17,1.2809410936793122e-17,ZTF_g,P48,GeneralFilters
59271.137,18.804,0.064,8.042988321016119e-17,4.7410342428408125e-18,ZTF_r,P48,GeneralFilters
59271.138,18.727,0.058,8.634107231351445e-17,4.612337851715488e-18,ZTF_r,P48,GeneralFilters
59273.157,19.377,0.149,8.410612439825738e-17,1.1542225892828243e-17,ZTF_g,P48,GeneralFilters
59273.208,19.145,0.15,5.875129422612149e-17,8.116791256750454e-18,ZTF_r,P48,GeneralFilters
59274.143,19.709,0.199,6.194804728698048e-17,1.1354195757758063e-17,ZTF_g,P48,GeneralFilters
59275.157,19.763,0.147,5.894237364816959e-17,7.98032605738807e-18,ZTF_g,P48,GeneralFilters
59276.142,18.72,0.043,8.689953210559465e-17,3.4416093560893957e-18,ZTF_r,P48,GeneralFilters
59276.176,19.497,0.096,7.530566035313068e-17,6.658471332372151e-18,ZTF_g,P48,GeneralFilters
59278.14,18.914,0.079,7.26804216344081e-17,5.288350230889959e-18,ZTF_r,P48,GeneralFilters
59278.206,19.84,0.201,5.490698808369937e-17,1.0164812185923324e-17,ZTF_g,P48,GeneralFilters
59279.146,18.851,0.062,7.702246935560359e-17,4.398299586142328e-18,ZTF_r,P48,GeneralFilters
59291.194,18.774,0.065,8.268323079645425e-17,4.950014541485046e-18,ZTF_r,P48,GeneralFilters
59291.194,18.882,0.067,7.485441800790026e-17,4.6192122769329214e-18,ZTF_r,P48,GeneralFilters
59293.181,18.951,0.082,7.024532692626886e-17,5.305263638359762e-18,ZTF_r,P48,GeneralFilters
59293.182,19.051,0.101,6.406449957085687e-17,5.95956405275992e-18,ZTF_r,P48,GeneralFilters
59298.157,18.553,0.223,1.0134852630928903e-16,2.0816033644200195e-17,ZTF_r,P48,GeneralFilters
59382.469,19.993,0.268,2.690403616386637e-17,6.640914856037642e-18,ZTF_r,P48,GeneralFilters
59382.478,19.482,0.207,4.3074221607875545e-17,8.212274614915825e-18,ZTF_r,P48,GeneralFilters
59390.476,19.602,0.24,3.856714033116673e-17,8.525195750971562e-18,ZTF_r,P48,GeneralFilters
59393.472,19.887,0.229,2.966316162350567e-17,6.2564589649067235e-18,ZTF_r,P48,GeneralFilters
59393.476,19.916,0.241,2.888134657463142e-17,6.410769479716068e-18,ZTF_r,P48,GeneralFilters
59393.479,19.834,0.239,3.114708715328769e-17,6.856319055229533e-18,ZTF_r,P48,GeneralFilters
59394.471,19.98,0.239,2.7228106339616336e-17,5.993645037026261e-18,ZTF_r,P48,GeneralFilters
59394.473,20.127,0.251,2.378030596428784e-17,5.497520273228719e-18,ZTF_r,P48,GeneralFilters
59396.475,20.027,0.209,2.607458698745531e-17,5.019256663355118e-18,ZTF_r,P48,GeneralFilters
59397.476,20.085,0.208,2.471823393297848e-17,4.735397636670757e-18,ZTF_r,P48,GeneralFilters
59399.462,17.599,0.149,2.4401551361708245e-16,3.3487242453193185e-17,ZTF_r,P48,GeneralFilters
59399.467,20.109,0.245,2.4177836594122063e-17,5.455809560002197e-18,ZTF_r,P48,GeneralFilters
59399.472,20.239,0.263,2.1449513092546824e-17,5.195757421202065e-18,ZTF_r,P48,GeneralFilters
59399.479,19.893,0.19,2.9499689041927154e-17,5.162341361928497e-18,ZTF_r,P48,GeneralFilters
59399.484,19.411,0.244,4.598513206511756e-17,1.0334344728228192e-17,ZTF_r,P48,GeneralFilters
59400.463,20.087,0.247,2.4672743174795102e-17,5.612935754990314e-18,ZTF_r,P48,GeneralFilters
59400.468,20.186,0.26,2.252254369135533e-17,5.393447629442275e-18,ZTF_r,P48,GeneralFilters
59400.47,20.01,0.262,2.648606485056569e-17,6.391376616564147e-18,ZTF_r,P48,GeneralFilters
59401.471,20.133,0.256,2.3649253581670896e-17,5.576132480777365e-18,ZTF_r,P48,GeneralFilters
59401.473,20.007,0.212,2.6559349752489862e-17,5.1859578071104136e-18,ZTF_r,P48,GeneralFilters
59404.467,20.343,0.245,1.949025126826276e-17,4.398040278842993e-18,ZTF_r,P48,GeneralFilters
59404.469,20.134,0.198,2.362748184196366e-17,4.3088195679639895e-18,ZTF_r,P48,GeneralFilters
59404.474,20.113,0.194,2.4088926032198006e-17,4.304223834266887e-18,ZTF_r,P48,GeneralFilters
59405.466,20.21,0.203,2.203014918177651e-17,4.118974999914341e-18,ZTF_r,P48,GeneralFilters
59405.469,20.273,0.246,2.0788226404532197e-17,4.710079366519928e-18,ZTF_r,P48,GeneralFilters
59405.476,20.281,0.262,2.0635616019687805e-17,4.979599439960302e-18,ZTF_r,P48,GeneralFilters
59406.47,20.502,0.244,1.6835167358782537e-17,3.7834059668831196e-18,ZTF_r,P48,GeneralFilters
59406.473,20.62,0.249,1.510140789110348e-17,3.4633187586504414e-18,ZTF_r,P48,GeneralFilters
59406.475,20.292,0.187,2.042760436885855e-17,3.518315038437468e-18,ZTF_r,P48,GeneralFilters
59424.408,20.241,0.264,2.1410037998335494e-17,5.205914665818578e-18,ZTF_r,P48,GeneralFilters
59424.451,20.098,0.213,4.329399086667919e-17,8.493425948393217e-18,ZTF_g,P48,GeneralFilters
59426.447,20.05,0.163,2.5528038024561996e-17,3.8324872835299395e-18,ZTF_r,P48,GeneralFilters
59427.45,20.421,0.225,1.8139171129981653e-17,3.759028653884734e-18,ZTF_r,P48,GeneralFilters
59429.449,20.732,0.216,2.4145022875187046e-17,4.803491785743872e-18,ZTF_g,P48,GeneralFilters
59429.468,20.606,0.198,1.529739349094782e-17,2.7897051769425003e-18,ZTF_r,P48,GeneralFilters
59432.61,20.015,0.096,2.821743689101113e-17,2.4949651026333124e-18,ps_r,PAN_STARRS1,GeneralFilters
59434.448,20.639,0.15,2.6304352826323234e-17,3.634080641924861e-18,ZTF_g,P48,GeneralFilters
59434.451,20.814,0.187,2.2388635260779876e-17,3.856069987735655e-18,ZTF_g,P48,GeneralFilters
59434.468,20.214,0.135,2.1949136435437532e-17,2.7291467354578706e-18,ZTF_r,P48,GeneralFilters
59434.469,20.249,0.125,2.1252862774491162e-17,2.4468262503995617e-18,ZTF_r,P48,GeneralFilters
59436.454,20.687,0.168,2.516677817590742e-17,3.8941491635109715e-18,ZTF_g,P48,GeneralFilters
59436.455,20.57,0.167,2.803029195031859e-17,4.311414444124583e-18,ZTF_g,P48,GeneralFilters
59436.468,20.34,0.143,1.954417929270621e-17,2.5741221731475566e-18,ZTF_r,P48,GeneralFilters
59436.473,20.455,0.13,1.7579942006778655e-17,2.1049242448264267e-18,ZTF_r,P48,GeneralFilters
59439.452,20.719,0.207,2.4435859601653998e-17,4.658795493210253e-18,ZTF_g,P48,GeneralFilters
59439.47,20.141,0.145,2.34756398437719e-17,3.135170184460443e-18,ZTF_r,P48,GeneralFilters
59440.45,20.741,0.182,2.3945704630413794e-17,4.013975239691093e-18,ZTF_g,P48,GeneralFilters
59440.56,20.896,0.188,2.0638542684620413e-17,3.5736544546499515e-18,ps_g,PAN_STARRS1,GeneralFilters
59440.56,19.954,0.072,2.0135782648278324e-17,1.3352933652967825e-18,ps_i,PAN_STARRS1,GeneralFilters
59442.446,20.137,0.127,2.3562286808740333e-17,2.7561118544229124e-18,ZTF_r,P48,GeneralFilters
59442.472,20.521,0.172,2.932429779322076e-17,4.645492338129756e-18,ZTF_g,P48,GeneralFilters
59443.449,20.726,0.215,2.4278822564264082e-17,4.8077487224252884e-18,ZTF_g,P48,GeneralFilters
59443.481,20.531,0.166,1.6391452445366733e-17,2.506116213133947e-18,ZTF_r,P48,GeneralFilters
59444.458,20.555,0.24,2.842023215395123e-17,6.282240278123343e-18,ZTF_g,P48,GeneralFilters
59444.474,20.497,0.172,1.6912874960612317e-17,2.6793013629616987e-18,ZTF_r,P48,GeneralFilters
59444.59,20.039,0.061,1.8619521445679882e-17,1.0461019934759327e-18,ps_i,PAN_STARRS1,GeneralFilters
59444.59,20.434,0.089,1.9183045743560957e-17,1.5724731879575299e-18,ps_r,PAN_STARRS1,GeneralFilters
