#wls	flux	fluxerr	mangling_mask
3.961329E+03	6.813510E-17	2.534465E-17	4.049875E-16
3.963866E+03	7.044777E-17	2.226192E-17	4.050119E-16
3.966404E+03	7.253792E-17	2.333876E-17	4.050361E-16
3.968942E+03	7.413411E-17	2.426611E-17	4.050602E-16
3.971480E+03	7.662166E-17	2.310296E-17	4.050841E-16
3.974018E+03	7.756195E-17	2.256779E-17	4.051079E-16
3.976556E+03	7.882239E-17	2.110854E-17	4.051315E-16
3.979093E+03	7.913892E-17	2.096791E-17	4.051550E-16
3.981631E+03	8.050488E-17	2.117175E-17	4.051783E-16
3.984169E+03	7.987332E-17	2.263369E-17	4.052015E-16
3.986707E+03	8.007641E-17	2.263058E-17	4.052245E-16
3.989245E+03	8.037676E-17	2.381876E-17	4.052474E-16
3.991783E+03	7.964368E-17	2.426811E-17	4.052701E-16
3.994321E+03	7.901991E-17	2.668365E-17	4.052927E-16
3.996858E+03	7.971737E-17	2.670363E-17	4.053151E-16
3.999396E+03	8.157414E-17	2.584413E-17	4.053373E-16
4.001934E+03	8.469174E-17	2.719623E-17	4.053594E-16
4.004472E+03	8.577059E-17	2.690802E-17	4.053814E-16
4.007010E+03	8.768059E-17	2.801156E-17	4.054032E-16
4.009548E+03	8.998809E-17	2.919754E-17	4.054248E-16
4.012086E+03	9.093754E-17	2.916681E-17	4.054463E-16
4.014623E+03	9.268583E-17	2.880221E-17	4.054676E-16
4.017161E+03	9.493707E-17	2.992536E-17	4.054887E-16
4.019699E+03	9.615851E-17	3.010980E-17	4.055097E-16
4.022237E+03	9.733138E-17	3.033640E-17	4.055305E-16
4.024775E+03	9.893827E-17	2.921392E-17	4.055512E-16
4.027313E+03	1.008130E-16	2.959617E-17	4.055717E-16
4.029851E+03	1.018847E-16	2.952328E-17	4.055920E-16
4.032388E+03	1.035041E-16	2.878628E-17	4.056122E-16
4.034926E+03	1.060769E-16	2.880233E-17	4.056322E-16
4.037464E+03	1.085728E-16	2.753258E-17	4.056520E-16
4.040002E+03	1.090162E-16	2.791284E-17	4.056717E-16
4.042540E+03	1.110174E-16	2.677932E-17	4.056912E-16
4.045078E+03	1.126171E-16	2.841455E-17	4.057105E-16
4.047616E+03	1.143874E-16	2.951871E-17	4.057297E-16
4.050153E+03	1.146483E-16	2.852307E-17	4.057487E-16
4.052691E+03	1.142885E-16	3.262196E-17	4.057675E-16
4.055229E+03	1.145453E-16	3.214888E-17	4.057861E-16
4.057767E+03	1.157152E-16	3.171348E-17	4.058046E-16
4.060305E+03	1.157407E-16	3.545370E-17	4.058229E-16
4.062843E+03	1.168660E-16	3.565936E-17	4.058410E-16
4.065381E+03	1.170091E-16	3.406273E-17	4.058590E-16
4.067918E+03	1.179559E-16	3.877711E-17	4.058768E-16
4.070456E+03	1.199905E-16	3.962820E-17	4.058944E-16
4.072994E+03	1.217248E-16	4.151136E-17	4.059118E-16
4.075532E+03	1.242508E-16	4.105481E-17	4.059290E-16
4.078070E+03	1.248893E-16	4.044288E-17	4.059461E-16
4.080608E+03	1.271354E-16	4.094805E-17	4.059630E-16
4.083146E+03	1.281800E-16	4.095705E-17	4.059797E-16
4.085683E+03	1.302476E-16	4.127389E-17	4.059962E-16
4.088221E+03	1.323235E-16	4.108535E-17	4.060125E-16
4.090759E+03	1.334007E-16	4.118970E-17	4.060287E-16
4.093297E+03	1.344251E-16	4.090370E-17	4.060446E-16
4.095835E+03	1.356201E-16	3.974219E-17	4.060604E-16
4.098373E+03	1.371725E-16	3.925749E-17	4.060760E-16
4.100911E+03	1.377949E-16	3.493485E-17	4.060914E-16
4.103448E+03	1.379219E-16	3.389162E-17	4.061066E-16
4.105986E+03	1.379595E-16	3.187174E-17	4.061217E-16
4.108524E+03	1.388946E-16	2.978905E-17	4.061365E-16
4.111062E+03	1.383757E-16	2.982737E-17	4.061512E-16
4.113600E+03	1.379176E-16	3.333627E-17	4.061656E-16
4.116138E+03	1.384383E-16	2.937347E-17	4.061799E-16
4.118676E+03	1.408112E-16	2.962780E-17	4.061940E-16
4.121213E+03	1.410191E-16	2.696452E-17	4.062078E-16
4.123751E+03	1.406176E-16	2.678920E-17	4.062215E-16
4.126289E+03	1.402526E-16	2.684206E-17	4.062350E-16
4.128827E+03	1.396763E-16	2.578606E-17	4.062483E-16
4.131365E+03	1.371579E-16	2.576950E-17	4.062614E-16
4.133903E+03	1.372313E-16	2.496510E-17	4.062743E-16
4.136441E+03	1.372641E-16	2.594488E-17	4.062870E-16
4.138978E+03	1.367117E-16	2.526460E-17	4.062995E-16
4.141516E+03	1.364842E-16	2.708476E-17	4.063118E-16
4.144054E+03	1.355740E-16	2.861552E-17	4.063239E-16
4.146592E+03	1.351757E-16	2.854490E-17	4.063358E-16
4.149130E+03	1.341312E-16	2.840732E-17	4.063475E-16
4.151668E+03	1.332532E-16	2.835119E-17	4.063589E-16
4.154206E+03	1.331309E-16	2.767697E-17	4.063702E-16
4.156743E+03	1.326185E-16	2.770225E-17	4.063813E-16
4.159281E+03	1.314719E-16	2.791410E-17	4.063922E-16
4.161819E+03	1.307886E-16	2.458351E-17	4.064028E-16
4.164357E+03	1.303367E-16	2.433242E-17	4.064133E-16
4.166895E+03	1.295068E-16	2.240109E-17	4.064235E-16
4.169433E+03	1.280184E-16	2.135282E-17	4.064335E-16
4.171971E+03	1.256723E-16	2.121186E-17	4.064433E-16
4.174508E+03	1.251184E-16	2.134457E-17	4.064529E-16
4.177046E+03	1.212193E-16	2.262058E-17	4.064623E-16
4.179584E+03	1.185352E-16	2.250049E-17	4.064715E-16
4.182122E+03	1.152901E-16	2.236599E-17	4.064805E-16
4.184660E+03	1.133942E-16	2.179004E-17	4.064892E-16
4.187198E+03	1.107666E-16	2.350855E-17	4.064977E-16
4.189736E+03	1.077119E-16	2.088329E-17	4.065060E-16
4.192273E+03	1.083157E-16	1.946506E-17	4.065141E-16
4.194811E+03	1.078869E-16	2.030885E-17	4.065220E-16
4.197349E+03	1.085597E-16	2.090580E-17	4.065296E-16
4.199887E+03	1.080860E-16	2.125440E-17	4.065370E-16
4.202425E+03	1.073765E-16	2.093945E-17	4.065442E-16
4.204963E+03	1.091875E-16	2.085704E-17	4.065512E-16
4.207501E+03	1.092340E-16	2.376172E-17	4.065580E-16
4.210038E+03	1.099350E-16	2.408191E-17	4.065645E-16
4.212576E+03	1.100587E-16	2.530634E-17	4.065708E-16
4.215114E+03	1.103572E-16	2.582978E-17	4.065769E-16
4.217652E+03	1.108588E-16	2.543383E-17	4.065827E-16
4.220190E+03	1.103643E-16	2.540537E-17	4.065883E-16
4.222728E+03	1.102072E-16	2.630916E-17	4.065937E-16
4.225266E+03	1.110096E-16	2.515921E-17	4.065988E-16
4.227803E+03	1.116778E-16	2.519662E-17	4.066037E-16
4.230341E+03	1.131835E-16	2.531817E-17	4.066084E-16
4.232879E+03	1.151040E-16	2.549030E-17	4.066129E-16
4.235417E+03	1.166300E-16	2.421108E-17	4.066171E-16
4.237955E+03	1.149030E-16	2.411415E-17	4.066210E-16
4.240493E+03	1.149569E-16	2.386819E-17	4.066248E-16
4.243031E+03	1.135062E-16	2.353866E-17	4.066283E-16
4.245568E+03	1.126207E-16	2.286154E-17	4.066315E-16
4.248106E+03	1.116903E-16	2.272550E-17	4.066345E-16
4.250644E+03	1.123051E-16	2.558385E-17	4.066373E-16
4.253182E+03	1.123912E-16	2.597483E-17	4.066398E-16
4.255720E+03	1.122373E-16	2.206898E-17	4.066421E-16
4.258258E+03	1.127055E-16	2.112835E-17	4.066441E-16
4.260796E+03	1.126287E-16	2.270436E-17	4.066459E-16
4.263333E+03	1.124502E-16	2.480519E-17	4.066475E-16
4.265871E+03	1.140202E-16	2.784659E-17	4.066488E-16
4.268409E+03	1.163547E-16	2.784211E-17	4.066498E-16
4.270947E+03	1.176766E-16	2.720238E-17	4.066506E-16
4.273485E+03	1.191976E-16	2.724997E-17	4.066511E-16
4.276023E+03	1.194905E-16	2.767874E-17	4.066514E-16
4.278561E+03	1.209788E-16	2.791228E-17	4.066515E-16
4.281098E+03	1.209747E-16	2.993061E-17	4.066513E-16
4.283636E+03	1.211535E-16	2.961862E-17	4.066508E-16
4.286174E+03	1.225765E-16	2.964466E-17	4.066501E-16
4.288712E+03	1.219907E-16	2.897801E-17	4.066491E-16
4.291250E+03	1.224335E-16	2.919037E-17	4.066478E-16
4.293788E+03	1.215750E-16	3.221923E-17	4.066463E-16
4.296326E+03	1.216396E-16	3.225372E-17	4.066445E-16
4.298863E+03	1.215739E-16	2.890465E-17	4.066425E-16
4.301401E+03	1.196498E-16	2.925766E-17	4.066402E-16
4.303939E+03	1.206291E-16	2.967212E-17	4.066377E-16
4.306477E+03	1.206120E-16	2.962118E-17	4.066348E-16
4.309015E+03	1.224287E-16	3.175786E-17	4.066318E-16
4.311553E+03	1.232328E-16	3.178203E-17	4.066284E-16
4.314091E+03	1.251713E-16	2.979249E-17	4.066248E-16
4.316628E+03	1.260077E-16	2.980228E-17	4.066209E-16
4.319166E+03	1.240750E-16	3.057791E-17	4.066167E-16
4.321704E+03	1.245128E-16	3.076483E-17	4.066123E-16
4.324242E+03	1.254913E-16	3.230897E-17	4.066076E-16
4.326780E+03	1.261566E-16	3.133484E-17	4.066026E-16
4.329318E+03	1.262525E-16	3.035700E-17	4.065973E-16
4.331856E+03	1.274503E-16	3.148172E-17	4.065918E-16
4.334393E+03	1.296318E-16	3.151116E-17	4.065860E-16
4.336931E+03	1.299511E-16	3.347765E-17	4.065799E-16
4.339469E+03	1.296847E-16	3.369003E-17	4.065735E-16
4.342007E+03	1.303331E-16	3.068812E-17	4.065668E-16
4.344545E+03	1.306358E-16	3.100018E-17	4.065599E-16
4.347083E+03	1.313897E-16	3.144868E-17	4.065527E-16
4.349621E+03	1.310173E-16	3.341421E-17	4.065452E-16
4.352158E+03	1.318685E-16	3.317896E-17	4.065374E-16
4.354696E+03	1.322846E-16	3.410395E-17	4.065293E-16
4.357234E+03	1.315502E-16	3.135015E-17	4.065209E-16
4.359772E+03	1.306612E-16	2.880132E-17	4.065123E-16
4.362310E+03	1.296380E-16	3.114194E-17	4.065033E-16
4.364848E+03	1.285700E-16	3.113091E-17	4.064941E-16
4.367386E+03	1.269817E-16	3.062093E-17	4.064846E-16
4.369923E+03	1.252593E-16	3.086419E-17	4.064747E-16
4.372461E+03	1.257398E-16	2.879337E-17	4.064646E-16
4.374999E+03	1.234727E-16	2.881455E-17	4.064542E-16
4.377537E+03	1.229939E-16	3.305544E-17	4.064435E-16
4.380075E+03	1.204544E-16	3.224547E-17	4.064325E-16
4.382613E+03	1.179434E-16	3.233209E-17	4.064212E-16
4.385151E+03	1.168306E-16	3.276108E-17	4.064096E-16
4.387688E+03	1.159900E-16	3.198796E-17	4.063976E-16
4.390226E+03	1.161775E-16	3.440646E-17	4.063854E-16
4.392764E+03	1.148816E-16	3.434416E-17	4.063729E-16
4.395302E+03	1.136914E-16	3.823070E-17	4.063601E-16
4.397840E+03	1.127938E-16	3.737607E-17	4.063469E-16
4.400378E+03	1.129079E-16	3.753022E-17	4.063335E-16
4.402916E+03	1.141271E-16	3.668789E-17	4.063197E-16
4.405453E+03	1.147407E-16	3.716102E-17	4.063057E-16
4.407991E+03	1.153664E-16	3.876753E-17	4.062913E-16
4.410529E+03	1.156466E-16	3.638231E-17	4.062766E-16
4.413067E+03	1.178362E-16	3.637003E-17	4.062616E-16
4.415605E+03	1.198508E-16	3.616424E-17	4.062463E-16
4.418143E+03	1.186884E-16	3.599291E-17	4.062306E-16
4.420681E+03	1.208448E-16	3.596203E-17	4.062147E-16
4.423218E+03	1.234356E-16	3.806287E-17	4.061984E-16
4.425756E+03	1.229594E-16	3.488745E-17	4.061818E-16
4.428294E+03	1.242296E-16	3.601721E-17	4.061649E-16
4.430832E+03	1.260398E-16	3.834697E-17	4.061476E-16
4.433370E+03	1.262293E-16	3.632665E-17	4.061301E-16
4.435908E+03	1.258420E-16	3.637725E-17	4.061122E-16
4.438446E+03	1.268394E-16	3.259104E-17	4.060940E-16
4.440983E+03	1.269920E-16	3.243887E-17	4.060754E-16
4.443521E+03	1.269170E-16	2.924909E-17	4.060565E-16
4.446059E+03	1.287098E-16	2.934808E-17	4.060373E-16
4.448597E+03	1.294669E-16	3.085399E-17	4.060178E-16
4.451135E+03	1.281086E-16	3.107198E-17	4.059979E-16
4.453673E+03	1.288776E-16	3.173778E-17	4.059777E-16
4.456211E+03	1.308603E-16	2.905262E-17	4.059571E-16
4.458748E+03	1.320429E-16	2.906217E-17	4.059363E-16
4.461286E+03	1.327951E-16	2.895902E-17	4.059150E-16
4.463824E+03	1.350813E-16	2.739610E-17	4.058935E-16
4.466362E+03	1.366204E-16	2.731538E-17	4.058715E-16
4.468900E+03	1.378021E-16	2.686001E-17	4.058493E-16
4.471438E+03	1.391539E-16	2.720545E-17	4.058267E-16
4.473976E+03	1.386144E-16	2.842134E-17	4.058038E-16
4.476513E+03	1.364153E-16	2.848177E-17	4.057805E-16
4.479051E+03	1.348979E-16	2.548902E-17	4.057568E-16
4.481589E+03	1.336443E-16	2.553707E-17	4.057329E-16
4.484127E+03	1.326058E-16	2.542402E-17	4.057085E-16
4.486665E+03	1.311860E-16	2.767437E-17	4.056838E-16
4.489203E+03	1.306465E-16	2.776615E-17	4.056588E-16
4.491741E+03	1.287764E-16	2.958970E-17	4.056334E-16
4.494278E+03	1.264157E-16	3.062778E-17	4.056076E-16
4.496816E+03	1.250773E-16	2.918176E-17	4.055815E-16
4.499354E+03	1.239660E-16	3.023555E-17	4.055551E-16
4.501892E+03	1.250649E-16	3.170897E-17	4.055282E-16
4.504430E+03	1.240347E-16	3.168672E-17	4.055010E-16
4.506968E+03	1.253035E-16	3.246277E-17	4.054735E-16
4.509506E+03	1.238717E-16	3.279664E-17	4.054455E-16
4.512043E+03	1.234496E-16	3.304153E-17	4.054173E-16
4.514581E+03	1.206355E-16	3.268521E-17	4.053886E-16
4.517119E+03	1.178461E-16	3.289216E-17	4.053596E-16
4.519657E+03	1.175822E-16	3.339521E-17	4.053302E-16
4.522195E+03	1.168441E-16	3.500268E-17	4.053004E-16
4.524733E+03	1.159478E-16	3.450912E-17	4.052703E-16
4.527271E+03	1.146828E-16	3.906953E-17	4.052397E-16
4.529808E+03	1.142284E-16	3.854670E-17	4.052089E-16
4.532346E+03	1.146085E-16	3.876665E-17	4.051776E-16
4.534884E+03	1.154463E-16	3.791901E-17	4.051459E-16
4.537422E+03	1.153116E-16	3.902471E-17	4.051139E-16
4.539960E+03	1.171212E-16	3.806219E-17	4.050815E-16
4.542498E+03	1.169983E-16	3.668440E-17	4.050487E-16
4.545036E+03	1.186533E-16	3.737058E-17	4.050155E-16
4.547573E+03	1.179429E-16	3.929428E-17	4.049819E-16
4.550111E+03	1.189697E-16	3.654675E-17	4.049480E-16
4.552649E+03	1.181336E-16	3.964762E-17	4.049136E-16
4.555187E+03	1.165282E-16	3.941261E-17	4.048789E-16
4.557725E+03	1.152995E-16	3.933569E-17	4.048438E-16
4.560263E+03	1.154270E-16	3.982341E-17	4.048082E-16
4.562801E+03	1.169832E-16	4.028763E-17	4.047723E-16
4.565338E+03	1.175920E-16	4.028938E-17	4.047360E-16
4.567876E+03	1.188480E-16	3.897084E-17	4.046993E-16
4.570414E+03	1.206905E-16	4.072936E-17	4.046622E-16
4.572952E+03	1.207360E-16	4.079094E-17	4.046247E-16
4.575490E+03	1.217725E-16	3.664845E-17	4.045868E-16
