#wls	flux	flux_err
3691.3320	6.5646e-17	2.3357e-17
3696.3930	6.6266e-17	2.1355e-17
3698.9230	6.6781e-17	2.0601e-17
3701.4530	6.6881e-17	2.0418e-17
3703.9840	6.6812e-17	2.0184e-17
3706.5140	6.6812e-17	1.9794e-17
3709.0440	6.6745e-17	1.9788e-17
3711.5740	6.6979e-17	1.9819e-17
3714.1040	6.7572e-17	1.9525e-17
3716.6350	6.8410e-17	1.7581e-17
3719.1650	6.9003e-17	1.5353e-17
3721.6950	6.9625e-17	1.4920e-17
3724.2250	7.0261e-17	1.5172e-17
3726.7550	7.0756e-17	1.7051e-17
3729.2860	7.1124e-17	1.8773e-17
3731.8160	7.1835e-17	1.9827e-17
3734.3460	7.2678e-17	1.9188e-17
3736.8760	7.3624e-17	1.7529e-17
3739.4070	7.4561e-17	1.4419e-17
3741.9370	7.4987e-17	1.3187e-17
3744.4670	7.4999e-17	1.2314e-17
3746.9970	7.5191e-17	1.1440e-17
3749.5270	7.5292e-17	1.1437e-17
3752.0580	7.5680e-17	1.1619e-17
3754.5880	7.6030e-17	1.1108e-17
3757.1180	7.7036e-17	1.1062e-17
3759.6480	7.8393e-17	1.1490e-17
3762.1790	7.9557e-17	1.2586e-17
3764.7090	8.0276e-17	1.2741e-17
3767.2390	8.1353e-17	1.2852e-17
3769.7690	8.2403e-17	1.2890e-17
3772.2990	8.2712e-17	1.2768e-17
3774.8300	8.3461e-17	1.1713e-17
3777.3600	8.4452e-17	1.0501e-17
3779.8900	8.5453e-17	9.2103e-18
3782.4200	8.6158e-17	9.3534e-18
3784.9510	8.7183e-17	1.0782e-17
3787.4810	8.8318e-17	1.1380e-17
3790.0110	8.9284e-17	1.1001e-17
3792.5410	8.9659e-17	1.1100e-17
3795.0710	8.9957e-17	1.0804e-17
3797.6020	9.0169e-17	1.0643e-17
3800.1320	9.0099e-17	1.1303e-17
3802.6620	9.0109e-17	1.1682e-17
3805.1920	9.0630e-17	1.1772e-17
3807.7230	9.1245e-17	1.2517e-17
3810.2530	9.2112e-17	1.3085e-17
3812.7830	9.3215e-17	1.4183e-17
3815.3130	9.4775e-17	1.4796e-17
3817.8430	9.6065e-17	1.5556e-17
3820.3740	9.7277e-17	1.5674e-17
3822.9040	9.8584e-17	1.5663e-17
3825.4340	9.9492e-17	1.5409e-17
3827.9640	1.0038e-16	1.4444e-17
3830.4950	1.0192e-16	1.3411e-17
3833.0250	1.0361e-16	1.0746e-17
3835.5550	1.0492e-16	8.5736e-18
3838.0850	1.0648e-16	7.8938e-18
3840.6150	1.0792e-16	8.8410e-18
3843.1460	1.0916e-16	9.7952e-18
3845.6760	1.1037e-16	1.0953e-17
3848.2060	1.1183e-16	1.1487e-17
3850.7360	1.1301e-16	1.1660e-17
3853.2660	1.1419e-16	1.1771e-17
3855.7970	1.1516e-16	1.1540e-17
3858.3270	1.1640e-16	1.1182e-17
3860.8570	1.1780e-16	1.0440e-17
3863.3870	1.1934e-16	9.6581e-18
3865.9180	1.2049e-16	7.8698e-18
3868.4480	1.2150e-16	7.1224e-18
3870.9780	1.2216e-16	7.5310e-18
3873.5080	1.2250e-16	7.8458e-18
3876.0380	1.2316e-16	7.6738e-18
3878.5690	1.2384e-16	7.9529e-18
3881.0990	1.2432e-16	8.3907e-18
3883.6290	1.2458e-16	8.0818e-18
3886.1590	1.2504e-16	8.3370e-18
3888.6900	1.2474e-16	8.5740e-18
3891.2200	1.2424e-16	8.7690e-18
3893.7500	1.2365e-16	8.5057e-18
3896.2800	1.2291e-16	8.1956e-18
3898.8100	1.2191e-16	8.1419e-18
3901.3410	1.2129e-16	8.0606e-18
3903.8710	1.2090e-16	8.0219e-18
3906.4010	1.2081e-16	7.5854e-18
3908.9310	1.2120e-16	6.7931e-18
3911.4620	1.2166e-16	5.5666e-18
3913.9920	1.2184e-16	4.3711e-18
3916.5220	1.2191e-16	4.0834e-18
3919.0520	1.2216e-16	6.6788e-18
3921.5820	1.2213e-16	9.2668e-18
3924.1130	1.2173e-16	1.0325e-17
3926.6430	1.2140e-16	1.1339e-17
3929.1730	1.2103e-16	1.1574e-17
3931.7030	1.2011e-16	1.1829e-17
3934.2340	1.1900e-16	1.1676e-17
3936.7640	1.1792e-16	1.1493e-17
3939.2940	1.1692e-16	1.1266e-17
3941.8240	1.1580e-16	1.0989e-17
3944.3540	1.1495e-16	1.0984e-17
3946.8850	1.1426e-16	1.0838e-17
3949.4150	1.1363e-16	1.0679e-17
3951.9450	1.1268e-16	1.0980e-17
3954.4750	1.1176e-16	1.1647e-17
3957.0050	1.1026e-16	1.1777e-17
3959.5360	1.0827e-16	1.2254e-17
3962.0660	1.0625e-16	1.2867e-17
3964.5960	1.0459e-16	1.2863e-17
3967.1260	1.0326e-16	1.2266e-17
3969.6570	1.0240e-16	1.0947e-17
3972.1870	1.0186e-16	1.0103e-17
3974.7170	1.0137e-16	9.2334e-18
3977.2470	1.0067e-16	8.9132e-18
3979.7770	9.9777e-17	8.9442e-18
3982.3080	9.9401e-17	9.1102e-18
3984.8380	9.9328e-17	9.2895e-18
3987.3680	9.9256e-17	9.3196e-18
3989.8980	9.9364e-17	9.4487e-18
3992.4290	9.9584e-17	9.3775e-18
3994.9590	9.9431e-17	9.6254e-18
3997.4890	9.9548e-17	9.6990e-18
4000.0190	1.0011e-16	9.5764e-18
4002.5490	1.0107e-16	8.7355e-18
4005.0800	1.0227e-16	7.9881e-18
4007.6100	1.0383e-16	8.1510e-18
4010.1400	1.0536e-16	7.9929e-18
4012.6700	1.0706e-16	8.2323e-18
4015.2010	1.0875e-16	8.2947e-18
4017.7310	1.1051e-16	8.2775e-18
4020.2610	1.1243e-16	8.6289e-18
4022.7910	1.1431e-16	9.5900e-18
4025.3210	1.1618e-16	1.0878e-17
4027.8520	1.1812e-16	1.1842e-17
4030.3820	1.1980e-16	1.2459e-17
4032.9120	1.2111e-16	1.2403e-17
4035.4420	1.2251e-16	1.2447e-17
4037.9730	1.2415e-16	1.2690e-17
4040.5030	1.2596e-16	1.3252e-17
4043.0330	1.2822e-16	1.3317e-17
4045.5630	1.3088e-16	1.3125e-17
4048.0930	1.3368e-16	1.3414e-17
4050.6240	1.3626e-16	1.4106e-17
4053.1540	1.3874e-16	1.4264e-17
4055.6840	1.4117e-16	1.3561e-17
4058.2140	1.4344e-16	1.2505e-17
4060.7440	1.4539e-16	1.1951e-17
4063.2750	1.4723e-16	1.1444e-17
4065.8050	1.4888e-16	1.1226e-17
4068.3350	1.5027e-16	1.1225e-17
4070.8650	1.5154e-16	1.1558e-17
4073.3960	1.5301e-16	1.1768e-17
4075.9260	1.5421e-16	1.1656e-17
