#wls	flux	fluxerr	mangling_mask
3.505040E+03	9.620275E-16	1.598823E-16	2.454214E+00
3.509470E+03	9.386639E-16	1.560687E-16	2.454729E+00
3.513890E+03	9.110419E-16	1.516447E-16	2.455241E+00
3.518310E+03	8.881965E-16	1.479613E-16	2.455752E+00
3.522740E+03	8.665697E-16	1.444825E-16	2.456263E+00
3.527160E+03	8.428937E-16	1.407274E-16	2.456771E+00
3.531580E+03	8.185931E-16	1.389755E-16	2.457278E+00
3.536010E+03	7.942331E-16	1.386192E-16	2.457785E+00
3.540430E+03	7.705506E-16	1.362064E-16	2.458289E+00
3.544850E+03	7.487757E-16	1.352022E-16	2.458791E+00
3.549280E+03	7.338531E-16	1.338745E-16	2.459293E+00
3.553700E+03	7.232775E-16	1.327056E-16	2.459793E+00
3.558120E+03	7.166089E-16	1.277315E-16	2.460291E+00
3.562550E+03	7.121276E-16	1.202996E-16	2.460789E+00
3.566970E+03	7.094896E-16	1.288570E-16	2.461284E+00
3.571390E+03	7.147031E-16	1.301420E-16	2.461777E+00
3.575820E+03	7.215189E-16	1.326666E-16	2.462270E+00
3.580240E+03	7.340749E-16	1.333186E-16	2.462760E+00
3.584660E+03	7.520052E-16	1.326581E-16	2.463249E+00
3.589090E+03	7.720366E-16	1.364273E-16	2.463737E+00
3.593510E+03	7.893643E-16	1.354493E-16	2.464222E+00
3.597930E+03	8.068215E-16	1.369476E-16	2.464706E+00
3.602360E+03	8.199465E-16	1.368176E-16	2.465189E+00
3.606780E+03	8.316703E-16	1.368880E-16	2.465669E+00
3.611200E+03	8.449763E-16	1.383361E-16	2.466148E+00
3.615630E+03	8.625791E-16	1.382979E-16	2.466626E+00
3.620050E+03	8.784113E-16	1.425141E-16	2.467101E+00
3.624470E+03	8.999984E-16	1.439776E-16	2.467574E+00
3.628900E+03	9.151765E-16	1.458621E-16	2.468047E+00
3.633320E+03	9.255456E-16	1.476988E-16	2.468517E+00
3.637740E+03	9.249063E-16	1.437246E-16	2.468984E+00
3.642170E+03	9.229328E-16	1.453626E-16	2.469452E+00
3.646590E+03	9.154743E-16	1.419830E-16	2.469916E+00
3.651010E+03	9.063570E-16	1.409679E-16	2.470378E+00
3.655440E+03	9.005222E-16	1.391466E-16	2.470839E+00
3.659860E+03	9.019002E-16	1.395038E-16	2.471298E+00
3.664280E+03	9.063429E-16	1.426273E-16	2.471754E+00
3.668710E+03	9.146435E-16	1.417783E-16	2.472210E+00
3.673130E+03	9.239351E-16	1.435218E-16	2.472663E+00
3.677550E+03	9.355292E-16	1.449224E-16	2.473113E+00
3.681980E+03	9.435652E-16	1.451768E-16	2.473563E+00
3.686400E+03	9.501432E-16	1.478441E-16	2.474009E+00
3.690820E+03	9.476414E-16	1.469241E-16	2.474453E+00
3.695250E+03	9.481330E-16	1.466286E-16	2.474897E+00
3.699670E+03	9.444401E-16	1.510852E-16	2.475337E+00
3.704090E+03	9.449291E-16	1.510282E-16	2.475775E+00
3.708520E+03	9.443282E-16	1.585226E-16	2.476212E+00
3.712940E+03	9.492735E-16	1.588523E-16	2.476646E+00
3.717360E+03	9.510738E-16	1.588177E-16	2.477077E+00
3.721790E+03	9.508922E-16	1.599322E-16	2.477508E+00
3.726210E+03	9.495446E-16	1.637554E-16	2.477935E+00
3.730630E+03	9.461633E-16	1.727874E-16	2.478360E+00
3.735060E+03	9.440445E-16	1.729902E-16	2.478783E+00
3.739480E+03	9.415518E-16	1.719123E-16	2.479203E+00
3.743900E+03	9.395533E-16	1.714014E-16	2.479621E+00
3.748330E+03	9.327422E-16	1.651364E-16	2.480038E+00
3.752750E+03	9.238440E-16	1.675609E-16	2.480451E+00
3.757170E+03	9.112702E-16	1.573617E-16	2.480862E+00
3.761600E+03	8.981210E-16	1.549127E-16	2.481271E+00
3.766020E+03	8.907484E-16	1.535465E-16	2.481677E+00
3.770440E+03	8.847129E-16	1.529695E-16	2.482081E+00
3.774870E+03	8.861967E-16	1.496127E-16	2.482483E+00
3.779290E+03	8.927200E-16	1.376499E-16	2.482881E+00
3.783710E+03	8.961652E-16	1.322788E-16	2.483277E+00
3.788140E+03	8.960095E-16	1.320434E-16	2.483672E+00
3.792560E+03	8.969454E-16	1.352695E-16	2.484063E+00
3.796980E+03	8.978807E-16	1.362573E-16	2.484451E+00
3.801410E+03	9.002070E-16	1.306762E-16	2.484838E+00
3.805830E+03	9.064595E-16	1.285535E-16	2.485221E+00
3.810250E+03	9.215615E-16	1.287320E-16	2.485601E+00
3.814680E+03	9.378608E-16	1.340677E-16	2.485980E+00
3.819100E+03	9.555310E-16	1.389128E-16	2.486355E+00
3.823520E+03	9.660686E-16	1.413147E-16	2.486727E+00
