#wls	flux	fluxerr	mangling_mask
4.020000E+03	6.868186E-16	1.010555E-16	6.368867E-01
4.029200E+03	6.635075E-16	9.792584E-17	6.370691E-01
4.038400E+03	6.434931E-16	9.522395E-17	6.372481E-01
4.047600E+03	6.300740E-16	8.336157E-17	6.374235E-01
4.056800E+03	6.227265E-16	8.171448E-17	6.375952E-01
4.066000E+03	6.254225E-16	8.214750E-17	6.377632E-01
4.075200E+03	6.355225E-16	8.272839E-17	6.379275E-01
4.084400E+03	6.532105E-16	8.537836E-17	6.380878E-01
4.093600E+03	6.783898E-16	8.598502E-17	6.382442E-01
4.102800E+03	7.039600E-16	8.844441E-17	6.383966E-01
4.112000E+03	7.236629E-16	8.980732E-17	6.385449E-01
4.121200E+03	7.357697E-16	9.001211E-17	6.386890E-01
4.130400E+03	7.342059E-16	8.803935E-17	6.388288E-01
4.139600E+03	7.323169E-16	8.750235E-17	6.389642E-01
4.148800E+03	7.255008E-16	8.599701E-17	6.390952E-01
4.158000E+03	7.175901E-16	8.489320E-17	6.392216E-01
4.167200E+03	7.080728E-16	8.403550E-17	6.393434E-01
4.176400E+03	7.004010E-16	8.217622E-17	6.394604E-01
4.185600E+03	6.916339E-16	8.207854E-17	6.395727E-01
4.194800E+03	6.831143E-16	8.055759E-17	6.396800E-01
4.204000E+03	6.768257E-16	7.883944E-17	6.397823E-01
4.213200E+03	6.764167E-16	7.620756E-17	6.398795E-01
4.222400E+03	6.800978E-16	7.630306E-17	6.399716E-01
4.231600E+03	6.846063E-16	7.686889E-17	6.400583E-01
4.240800E+03	6.900705E-16	7.719543E-17	6.401396E-01
4.250000E+03	6.909845E-16	7.839349E-17	6.402155E-01
4.259200E+03	6.864503E-16	7.896103E-17	6.402857E-01
4.268400E+03	6.799879E-16	7.844031E-17	6.403502E-01
4.277600E+03	6.706362E-16	7.435999E-17	6.404089E-01
4.286800E+03	6.614689E-16	7.044624E-17	6.404617E-01
4.296000E+03	6.580584E-16	7.482718E-17	6.405085E-01
4.305200E+03	6.572034E-16	7.338260E-17	6.405491E-01
4.314400E+03	6.565341E-16	7.041856E-17	6.405835E-01
4.323600E+03	6.600221E-16	7.129914E-17	6.406116E-01
4.332800E+03	6.686928E-16	7.265894E-17	6.406331E-01
4.342000E+03	6.802401E-16	7.128725E-17	6.406481E-01
4.351200E+03	6.912041E-16	7.003826E-17	6.406564E-01
4.360400E+03	7.060690E-16	6.886858E-17	6.406578E-01
4.369600E+03	7.235527E-16	7.068643E-17	6.406523E-01
4.378800E+03	7.338528E-16	7.113520E-17	6.406397E-01
4.388000E+03	7.380583E-16	7.057834E-17	6.406200E-01
4.397200E+03	7.387958E-16	6.991105E-17	6.405929E-01
4.406400E+03	7.349126E-16	6.903939E-17	6.405584E-01
4.415600E+03	7.251285E-16	6.744746E-17	6.405163E-01
4.424800E+03	7.170023E-16	6.641949E-17	6.404665E-01
4.434000E+03	7.104056E-16	6.503734E-17	6.404089E-01
4.443200E+03	7.062987E-16	6.392012E-17	6.403433E-01
4.452400E+03	7.019917E-16	6.305603E-17	6.402697E-01
4.461600E+03	7.004934E-16	6.201935E-17	6.401878E-01
4.470800E+03	7.039792E-16	6.217446E-17	6.400975E-01
4.480000E+03	7.074545E-16	6.182676E-17	6.399987E-01
4.489200E+03	7.128388E-16	6.168387E-17	6.398912E-01
4.498400E+03	7.204506E-16	6.116115E-17	6.397750E-01
4.507600E+03	7.316953E-16	6.140073E-17	6.396498E-01
4.516800E+03	7.402391E-16	6.105688E-17	6.395154E-01
4.526000E+03	7.489602E-16	6.109612E-17	6.393719E-01
4.535200E+03	7.560043E-16	6.103246E-17	6.392190E-01
4.544400E+03	7.604133E-16	6.092898E-17	6.390565E-01
4.553600E+03	7.582278E-16	6.098964E-17	6.388843E-01
4.562800E+03	7.558402E-16	6.020942E-17	6.387022E-01
4.572000E+03	7.533781E-16	5.942930E-17	6.385101E-01
4.581200E+03	7.496287E-16	6.029872E-17	6.383078E-01
4.590400E+03	7.477200E-16	5.981402E-17	6.380952E-01
4.599600E+03	7.498824E-16	5.808739E-17	6.378721E-01
4.608800E+03	7.542623E-16	5.812117E-17	6.376383E-01
4.618000E+03	7.591995E-16	5.881789E-17	6.373936E-01
4.627200E+03	7.646292E-16	5.962887E-17	6.371379E-01
4.636400E+03	7.704866E-16	5.896576E-17	6.368710E-01
4.645600E+03	7.764522E-16	5.613516E-17	6.365927E-01
4.654800E+03	7.820163E-16	5.700656E-17	6.363029E-01
4.664000E+03	7.874333E-16	5.821998E-17	6.360014E-01
4.673200E+03	7.955634E-16	5.702701E-17	6.356879E-01
4.682400E+03	8.009377E-16	5.601361E-17	6.353623E-01
4.691600E+03	8.041949E-16	5.566257E-17	6.350244E-01
4.700800E+03	8.025454E-16	5.663138E-17	6.346741E-01
4.710000E+03	8.007543E-16	5.673603E-17	6.343110E-01
4.719200E+03	7.966029E-16	5.495291E-17	6.339351E-01
4.728400E+03	7.942768E-16	5.316131E-17	6.335462E-01
