#wls	flux	flux_err
3201.2270	1.6355e+05	1.7874e+04
3202.9690	1.6296e+05	1.7874e+04
3204.7110	1.6222e+05	1.7874e+04
3206.4540	1.6155e+05	1.7874e+04
3208.1960	1.6039e+05	1.7874e+04
3209.9380	1.5960e+05	1.7874e+04
3211.6800	1.5869e+05	1.7874e+04
3213.4220	1.5787e+05	1.7874e+04
3215.1650	1.5799e+05	1.7874e+04
3216.9070	1.5762e+05	1.7874e+04
3218.6490	1.5708e+05	1.7874e+04
3220.3910	1.5661e+05	1.7874e+04
3222.1330	1.5633e+05	1.7874e+04
3223.8760	1.5607e+05	1.7874e+04
3225.6180	1.5596e+05	1.7874e+04
3227.3600	1.5604e+05	1.7717e+04
3229.1020	1.5618e+05	1.7600e+04
3230.8440	1.5603e+05	1.7941e+04
3232.5870	1.5639e+05	1.7108e+04
3234.3290	1.5692e+05	1.7068e+04
3236.0710	1.5724e+05	1.7251e+04
3237.8130	1.5746e+05	1.7999e+04
3239.5550	1.5735e+05	1.7814e+04
3241.2980	1.5732e+05	1.7850e+04
3243.0400	1.5817e+05	1.8031e+04
3244.7820	1.5907e+05	1.8351e+04
3246.5240	1.5990e+05	1.8382e+04
3248.2660	1.6077e+05	1.8862e+04
3250.0090	1.6178e+05	1.8527e+04
3251.7510	1.6290e+05	1.8876e+04
3253.4930	1.6365e+05	1.9292e+04
3255.2350	1.6480e+05	1.9251e+04
3256.9770	1.6623e+05	1.9254e+04
3258.7200	1.6745e+05	2.0505e+04
3260.4620	1.6816e+05	1.9975e+04
3262.2040	1.6903e+05	2.0062e+04
3263.9460	1.7017e+05	1.9438e+04
3265.6880	1.7109e+05	1.9337e+04
3267.4310	1.7234e+05	1.9337e+04
3269.1730	1.7343e+05	1.9333e+04
3270.9150	1.7525e+05	2.0131e+04
3272.6570	1.7637e+05	1.8161e+04
3274.3990	1.7768e+05	1.8173e+04
3276.1420	1.7876e+05	1.8065e+04
3277.8840	1.8011e+05	1.8120e+04
3279.6260	1.8124e+05	1.8143e+04
3281.3680	1.8242e+05	1.8108e+04
3283.1100	1.8369e+05	1.7930e+04
3284.8530	1.8488e+05	1.8756e+04
3286.5950	1.8625e+05	1.8070e+04
3288.3370	1.8809e+05	1.8339e+04
3290.0790	1.8976e+05	1.8828e+04
3291.8210	1.9160e+05	1.9060e+04
3293.5630	1.9328e+05	1.8435e+04
3295.3060	1.9483e+05	1.8409e+04
3297.0480	1.9622e+05	1.8041e+04
3298.7900	1.9788e+05	1.8211e+04
3300.5320	1.9940e+05	1.7290e+04
3302.2740	2.0092e+05	1.6869e+04
3304.0170	2.0286e+05	1.6477e+04
3305.7590	2.0444e+05	1.6411e+04
3307.5010	2.0651e+05	1.5355e+04
3309.2430	2.0840e+05	1.5278e+04
3310.9850	2.1010e+05	1.5545e+04
3312.7280	2.1164e+05	1.5552e+04
3314.4700	2.1347e+05	1.5558e+04
3316.2120	2.1549e+05	1.6771e+04
3317.9540	2.1706e+05	1.8320e+04
3319.6960	2.1860e+05	1.7264e+04
3321.4390	2.2036e+05	1.7012e+04
3323.1810	2.2180e+05	1.7103e+04
3324.9230	2.2284e+05	1.7091e+04
3326.6650	2.2389e+05	1.6815e+04
3328.4070	2.2567e+05	1.7017e+04
3330.1500	2.2751e+05	1.6877e+04
3331.8920	2.2860e+05	1.7265e+04
3333.6340	2.2914e+05	1.8665e+04
3335.3760	2.3063e+05	1.9547e+04
3337.1180	2.3140e+05	1.9031e+04
3338.8610	2.3132e+05	1.8296e+04
