#wls	flux	flux_err
3826.8700	3.2090e+04	1.0908e+04
3829.1580	3.2615e+04	9.6132e+03
3831.4460	3.2843e+04	9.2963e+03
3833.7340	3.3042e+04	1.0287e+04
3836.0230	3.3555e+04	9.1554e+03
3838.3110	3.4038e+04	9.3758e+03
3840.5990	3.4105e+04	9.1064e+03
3842.8870	3.4189e+04	9.3480e+03
3845.1760	3.4637e+04	9.2330e+03
3847.4640	3.4917e+04	8.9133e+03
3849.7520	3.5074e+04	8.6644e+03
3852.0400	3.5264e+04	8.9346e+03
3854.3280	3.5138e+04	9.2258e+03
3856.6170	3.5113e+04	9.1888e+03
3858.9050	3.5209e+04	9.1911e+03
3861.1930	3.5304e+04	9.2090e+03
3863.4810	3.5425e+04	9.2072e+03
3865.7700	3.5445e+04	9.5438e+03
3868.0580	3.5556e+04	9.1138e+03
3870.3460	3.5548e+04	8.2778e+03
3872.6340	3.6056e+04	7.9900e+03
3874.9230	3.6398e+04	8.1039e+03
3877.2110	3.6162e+04	7.9216e+03
3879.4990	3.6288e+04	7.8740e+03
3881.7870	3.6463e+04	6.8317e+03
3884.0750	3.7045e+04	7.1496e+03
3886.3640	3.7432e+04	6.5437e+03
3888.6520	3.7398e+04	6.0153e+03
3890.9400	3.7299e+04	5.8496e+03
3893.2280	3.7477e+04	5.7742e+03
3895.5170	3.7419e+04	5.9826e+03
3897.8050	3.7795e+04	6.5712e+03
3900.0930	3.8343e+04	5.8953e+03
3902.3810	3.8398e+04	5.3918e+03
3904.6700	3.7962e+04	5.9051e+03
3906.9580	3.8348e+04	5.8318e+03
3909.2460	3.8666e+04	5.7891e+03
3911.5340	3.9468e+04	5.7892e+03
3913.8220	3.9928e+04	5.2558e+03
3916.1110	4.0043e+04	5.7220e+03
3918.3990	4.0258e+04	5.6420e+03
3920.6870	4.0456e+04	5.6967e+03
3922.9750	4.0377e+04	5.9358e+03
3925.2640	4.0174e+04	6.0999e+03
3927.5520	4.0073e+04	6.0951e+03
3929.8400	4.0150e+04	6.1572e+03
3932.1280	3.9993e+04	5.9463e+03
3934.4170	3.9985e+04	5.9835e+03
3936.7050	3.9844e+04	6.4864e+03
3938.9930	3.9529e+04	6.6180e+03
3941.2810	3.9234e+04	6.6690e+03
3943.5690	3.9285e+04	6.5321e+03
3945.8580	3.9449e+04	5.8595e+03
3948.1460	3.9560e+04	5.9592e+03
3950.4340	3.9615e+04	5.8398e+03
3952.7220	3.9634e+04	5.5966e+03
3955.0110	3.9946e+04	6.0005e+03
3957.2990	3.9832e+04	5.9764e+03
3959.5870	3.9869e+04	6.0515e+03
3961.8750	4.0330e+04	6.3482e+03
3964.1640	4.0700e+04	6.4876e+03
3966.4520	4.0850e+04	6.8381e+03
3968.7400	4.1341e+04	7.5771e+03
3971.0280	4.1777e+04	8.0298e+03
3973.3160	4.1955e+04	7.8251e+03
3975.6050	4.1784e+04	7.9302e+03
3977.8930	4.1727e+04	7.9647e+03
3980.1810	4.2122e+04	8.0071e+03
3982.4690	4.2656e+04	7.9892e+03
3984.7580	4.2964e+04	7.5470e+03
3987.0460	4.3410e+04	7.5384e+03
3989.3340	4.3419e+04	7.4525e+03
3991.6220	4.3581e+04	7.5893e+03
3993.9110	4.3729e+04	7.5365e+03
3996.1990	4.3692e+04	7.1869e+03
3998.4870	4.3889e+04	7.0541e+03
4000.7750	4.3789e+04	7.0055e+03
4003.0630	4.4008e+04	7.1577e+03
4005.3520	4.4321e+04	8.0087e+03
4007.6400	4.4438e+04	7.8355e+03
4009.9280	4.4421e+04	7.8193e+03
4012.2160	4.4356e+04	7.3149e+03
4014.5050	4.4561e+04	6.9328e+03
4016.7930	4.4605e+04	5.8528e+03
