#wls	flux	flux_err
3365.8573	3.3036e-16	1.1024e-16
3367.0425	3.3250e-16	1.0954e-16
3368.2277	3.3501e-16	1.1096e-16
3369.4129	3.3784e-16	1.1003e-16
3370.5981	3.4035e-16	1.0988e-16
3371.7834	3.4407e-16	1.0823e-16
3372.9686	3.4665e-16	1.0789e-16
3374.1538	3.4855e-16	1.0554e-16
3375.3390	3.5039e-16	1.0435e-16
3376.5242	3.5287e-16	9.9018e-17
3377.7094	3.5612e-16	9.8980e-17
3378.8947	3.5983e-16	9.9170e-17
3380.0799	3.6209e-16	9.7949e-17
3381.2651	3.6271e-16	9.8298e-17
3382.4503	3.6601e-16	1.0146e-16
3383.6355	3.6761e-16	1.0183e-16
3384.8207	3.6961e-16	1.0143e-16
3386.0060	3.7274e-16	1.0225e-16
3387.1912	3.7520e-16	9.9102e-17
3388.3764	3.7743e-16	9.9432e-17
3389.5616	3.7773e-16	9.4729e-17
3390.7468	3.7683e-16	9.6962e-17
3391.9320	3.8042e-16	9.7157e-17
3393.1173	3.8008e-16	9.8232e-17
3394.3025	3.8165e-16	9.8477e-17
3395.4877	3.8272e-16	9.6415e-17
3396.6729	3.8607e-16	1.0015e-16
3397.8581	3.8911e-16	1.0027e-16
3399.0433	3.8988e-16	9.8924e-17
3400.2286	3.9056e-16	9.8320e-17
3401.4138	3.9041e-16	9.8445e-17
3402.5990	3.9152e-16	9.7664e-17
3403.7842	3.9211e-16	9.6856e-17
3404.9694	3.9147e-16	9.5895e-17
3406.1546	3.9177e-16	9.6290e-17
3407.3399	3.9413e-16	9.7176e-17
3408.5251	3.9755e-16	9.5040e-17
3409.7103	4.0044e-16	8.7807e-17
3410.8955	3.9995e-16	8.4913e-17
3412.0807	4.0168e-16	8.9822e-17
3413.2659	4.0298e-16	9.1117e-17
3414.4512	4.0116e-16	9.3352e-17
3415.6364	4.0090e-16	9.3364e-17
3416.8216	4.0260e-16	9.3505e-17
3418.0068	4.0577e-16	9.3602e-17
3419.1920	4.0549e-16	9.5237e-17
3420.3772	4.0810e-16	9.4428e-17
3421.5625	4.1129e-16	9.4483e-17
3422.7477	4.1082e-16	9.3346e-17
3423.9329	4.0985e-16	9.2344e-17
3425.1181	4.0967e-16	9.7697e-17
3426.3033	4.0896e-16	1.0136e-16
3427.4885	4.0852e-16	1.0146e-16
3428.6738	4.0844e-16	1.0114e-16
3429.8590	4.0945e-16	1.0060e-16
3431.0442	4.1179e-16	1.0061e-16
3432.2294	4.1163e-16	9.7777e-17
3433.4146	4.1424e-16	1.0022e-16
3434.5998	4.1857e-16	1.0002e-16
3435.7851	4.2178e-16	9.9111e-17
3436.9703	4.2258e-16	9.8816e-17
3438.1555	4.2393e-16	9.9014e-17
3439.3407	4.2533e-16	9.8906e-17
3440.5259	4.2645e-16	9.6526e-17
3441.7111	4.2539e-16	9.7637e-17
3442.8964	4.2526e-16	9.6372e-17
3444.0816	4.2607e-16	9.6182e-17
3445.2668	4.2738e-16	9.6834e-17
3446.4520	4.2972e-16	9.2304e-17
3447.6372	4.2760e-16	9.2310e-17
3448.8224	4.2645e-16	9.2340e-17
3450.0077	4.2660e-16	9.1000e-17
3451.1929	4.2361e-16	9.0444e-17
3452.3781	4.2440e-16	8.9271e-17
3453.5633	4.2284e-16	8.9687e-17
3454.7485	4.2116e-16	9.0541e-17
3455.9337	4.2080e-16	8.9963e-17
3457.1190	4.1926e-16	8.8700e-17
3458.3042	4.2054e-16	9.0700e-17
3459.4894	4.2238e-16	9.0105e-17
3460.6746	4.2331e-16	8.9148e-17
3461.8598	4.2093e-16	8.5644e-17
3463.0450	4.2064e-16	8.0536e-17
3464.2303	4.2159e-16	7.9342e-17
3465.4155	4.2166e-16	7.9135e-17
3466.6007	4.2176e-16	7.9518e-17
3467.7859	4.2246e-16	7.8012e-17
3468.9711	4.2121e-16	7.5805e-17
3470.1563	4.1985e-16	7.5637e-17
3471.3416	4.1852e-16	7.5514e-17
3472.5268	4.1956e-16	7.5375e-17
3473.7120	4.2120e-16	7.5635e-17
3474.8972	4.2265e-16	6.9191e-17
3476.0824	4.2075e-16	6.4090e-17
3477.2676	4.2136e-16	6.6551e-17
3478.4529	4.2333e-16	6.7932e-17
3479.6381	4.2367e-16	6.6096e-17
3480.8233	4.2406e-16	6.6222e-17
3482.0085	4.2371e-16	6.6007e-17
3483.1937	4.2576e-16	6.0601e-17
3484.3789	4.2990e-16	6.0380e-17
3485.5642	4.2811e-16	6.0318e-17
3486.7494	4.3008e-16	6.0252e-17
3487.9346	4.3302e-16	5.9250e-17
3489.1198	4.3375e-16	5.9866e-17
3490.3050	4.3453e-16	6.3994e-17
3491.4902	4.3525e-16	6.4025e-17
3492.6755	4.3831e-16	6.4347e-17
3493.8607	4.3964e-16	6.6037e-17
3495.0459	4.3990e-16	6.5172e-17
3496.2311	4.4085e-16	6.1274e-17
3497.4163	4.4011e-16	6.1337e-17
3498.6015	4.3897e-16	6.2054e-17
3499.7868	4.3809e-16	6.2333e-17
3500.9720	4.3962e-16	6.2304e-17
