#wls	flux	flux_err
3940.1920	1.4446e+05	4.8835e+04
3942.4800	1.5182e+05	4.9924e+04
3944.7680	1.5878e+05	4.6209e+04
3947.0560	1.6668e+05	4.5233e+04
3949.3450	1.7435e+05	4.2193e+04
3951.6330	1.7928e+05	3.8069e+04
3953.9210	1.8556e+05	3.8328e+04
3956.2090	1.8908e+05	3.6408e+04
3958.4970	1.9156e+05	3.7153e+04
3960.7860	1.9458e+05	3.6857e+04
3963.0740	1.9947e+05	3.6656e+04
3965.3620	2.0132e+05	3.7260e+04
3967.6500	2.0177e+05	3.7660e+04
3969.9380	2.0683e+05	3.6557e+04
3972.2270	2.0970e+05	3.5686e+04
3974.5150	2.1316e+05	3.3762e+04
3976.8030	2.1458e+05	3.0563e+04
3979.0910	2.1437e+05	3.0706e+04
3981.3790	2.1329e+05	2.8319e+04
3983.6680	2.1464e+05	2.4403e+04
3985.9560	2.1652e+05	2.4376e+04
3988.2440	2.1799e+05	2.4231e+04
3990.5320	2.2004e+05	2.1021e+04
3992.8200	2.2151e+05	2.0675e+04
3995.1090	2.2088e+05	2.0075e+04
3997.3970	2.2087e+05	1.7120e+04
3999.6850	2.2079e+05	1.7046e+04
4001.9730	2.1852e+05	1.5608e+04
4004.2620	2.1688e+05	1.8488e+04
4006.5500	2.1438e+05	2.0343e+04
4008.8380	2.1093e+05	2.1006e+04
4011.1260	2.1022e+05	2.6945e+04
4013.4140	2.0961e+05	2.9452e+04
4015.7030	2.0840e+05	2.7655e+04
4017.9910	2.0787e+05	2.7980e+04
4020.2790	2.0935e+05	2.9348e+04
4022.5670	2.0944e+05	3.3380e+04
4024.8550	2.0981e+05	3.6838e+04
4027.1440	2.1127e+05	3.7368e+04
4029.4320	2.1172e+05	3.7663e+04
4031.7200	2.1158e+05	4.0226e+04
4034.0080	2.1130e+05	4.9610e+04
4036.2960	2.1110e+05	5.0451e+04
4038.5850	2.1297e+05	5.1594e+04
4040.8730	2.1547e+05	5.1875e+04
4043.1610	2.1645e+05	5.5174e+04
4045.4490	2.1684e+05	5.6403e+04
4047.7370	2.1596e+05	5.6924e+04
4050.0260	2.1498e+05	5.7928e+04
4052.3140	2.1650e+05	5.8242e+04
4054.6020	2.1767e+05	5.7576e+04
4056.8900	2.1679e+05	5.8585e+04
4059.1790	2.1555e+05	5.6393e+04
4061.4670	2.1541e+05	5.4660e+04
4063.7550	2.1588e+05	5.4472e+04
4066.0430	2.1525e+05	5.5147e+04
4068.3310	2.1283e+05	5.5208e+04
4070.6200	2.1123e+05	5.4225e+04
4072.9080	2.1171e+05	5.2097e+04
4075.1960	2.0967e+05	5.1562e+04
4077.4840	2.0725e+05	5.2106e+04
4079.7720	2.0439e+05	5.0539e+04
4082.0610	2.0204e+05	4.1550e+04
4084.3490	2.0016e+05	4.4719e+04
4086.6370	1.9784e+05	4.3606e+04
4088.9250	1.9719e+05	4.3197e+04
4091.2130	1.9443e+05	3.8978e+04
4093.5020	1.9326e+05	3.8392e+04
4095.7900	1.9272e+05	3.9612e+04
4098.0780	1.9249e+05	3.8720e+04
4100.3660	1.9251e+05	3.7587e+04
4102.6540	1.9273e+05	3.7690e+04
4104.9430	1.9311e+05	3.5846e+04
4107.2310	1.9361e+05	3.9954e+04
4109.5190	1.9418e+05	4.2361e+04
4111.8070	1.9481e+05	4.4102e+04
4114.0960	1.9545e+05	4.2037e+04
4116.3840	1.9608e+05	4.2243e+04
4118.6720	1.9668e+05	4.2643e+04
4120.9600	1.9754e+05	4.2927e+04
4123.2480	1.9845e+05	4.3165e+04
4125.5370	1.9942e+05	4.2418e+04
4127.8250	1.9817e+05	4.2277e+04
4130.1130	1.9678e+05	4.3543e+04
4132.4010	1.9678e+05	4.0276e+04
4134.6890	1.9833e+05	4.0619e+04
4136.9780	1.9996e+05	4.1206e+04
4139.2660	1.9953e+05	4.4804e+04
4141.5540	1.9921e+05	5.0253e+04
4143.8420	1.9810e+05	4.8915e+04
4146.1300	1.9563e+05	5.0586e+04
4148.4190	1.9229e+05	5.5688e+04
4150.7070	1.8900e+05	5.6245e+04
4152.9950	1.8506e+05	5.6066e+04
4155.2830	1.8149e+05	5.1907e+04
4157.5710	1.7992e+05	4.8883e+04
4159.8600	1.7747e+05	4.4925e+04
4162.1480	1.7362e+05	4.7290e+04
4164.4360	1.7134e+05	4.7654e+04
4166.7240	1.6934e+05	4.9737e+04
4169.0130	1.6530e+05	5.0614e+04
4171.3010	1.6236e+05	5.0216e+04
4173.5890	1.5856e+05	5.0285e+04
4175.8770	1.5387e+05	5.0032e+04
4178.1650	1.4845e+05	4.9817e+04
4180.4540	1.4390e+05	4.9885e+04
4182.7420	1.3618e+05	4.9870e+04
4185.0300	1.3004e+05	4.9708e+04
4187.3180	1.2309e+05	4.6387e+04
4189.6060	1.1811e+05	3.9203e+04
4191.8950	1.1076e+05	3.9053e+04
4194.1830	1.0364e+05	3.5134e+04
