#wls	flux	flux_err
3292.7842	1.7197e-15	1.6716e-16
3295.0717	1.7328e-15	1.6716e-16
3297.3593	1.7483e-15	1.6716e-16
3299.6468	1.7648e-15	1.6716e-16
3301.9343	1.7788e-15	1.6716e-16
3304.2219	1.7960e-15	1.6716e-16
3306.5094	1.8109e-15	1.6716e-16
3308.7969	1.8283e-15	1.6716e-16
3311.0845	1.8471e-15	1.6716e-16
3313.3720	1.8673e-15	1.6716e-16
3315.6595	1.8909e-15	1.6716e-16
3317.9471	1.9165e-15	1.6547e-16
3320.2346	1.9390e-15	1.4117e-16
3322.5221	1.9666e-15	1.4089e-16
3324.8097	1.9924e-15	1.4261e-16
3327.0972	2.0170e-15	1.4227e-16
3329.3848	2.0470e-15	1.5119e-16
3331.6723	2.0745e-15	1.5652e-16
3333.9598	2.0985e-15	1.5603e-16
3336.2474	2.1218e-15	1.5530e-16
3338.5349	2.1442e-15	1.5306e-16
3340.8224	2.1706e-15	1.5577e-16
3343.1100	2.2007e-15	1.5778e-16
3345.3975	2.2324e-15	1.6243e-16
3347.6850	2.2643e-15	1.6156e-16
3349.9726	2.2891e-15	1.6596e-16
3352.2601	2.3165e-15	1.6508e-16
3354.5477	2.3479e-15	1.5199e-16
3356.8352	2.3765e-15	1.5872e-16
3359.1227	2.4044e-15	1.5843e-16
3361.4103	2.4335e-15	1.4554e-16
3363.6978	2.4594e-15	1.4192e-16
3365.9853	2.4844e-15	1.5289e-16
3368.2729	2.5089e-15	1.5967e-16
3370.5604	2.5342e-15	1.5896e-16
3372.8479	2.5584e-15	1.6130e-16
3375.1355	2.5830e-15	1.6445e-16
3377.4230	2.6010e-15	1.5832e-16
3379.7106	2.6208e-15	1.5501e-16
3381.9981	2.6404e-15	1.5405e-16
3384.2856	2.6591e-15	1.5441e-16
3386.5732	2.6759e-15	1.5380e-16
3388.8607	2.6953e-15	1.4690e-16
3391.1482	2.7131e-15	1.4336e-16
3393.4358	2.7273e-15	1.3973e-16
3395.7233	2.7484e-15	1.4070e-16
3398.0108	2.7636e-15	1.3228e-16
3400.2984	2.7763e-15	1.3101e-16
3402.5859	2.7901e-15	1.2636e-16
3404.8735	2.8026e-15	1.1492e-16
3407.1610	2.8129e-15	1.1218e-16
3409.4485	2.8141e-15	1.0874e-16
3411.7361	2.8176e-15	1.0847e-16
3414.0236	2.8313e-15	1.1907e-16
3416.3111	2.8344e-15	1.1788e-16
3418.5987	2.8427e-15	1.1768e-16
3420.8862	2.8506e-15	1.1723e-16
3423.1737	2.8543e-15	1.1874e-16
3425.4613	2.8535e-15	1.2457e-16
3427.7488	2.8531e-15	1.2417e-16
3430.0363	2.8372e-15	1.2594e-16
3432.3239	2.8310e-15	1.2513e-16
3434.6114	2.8231e-15	1.2419e-16
3436.8990	2.8074e-15	1.2539e-16
3439.1865	2.7923e-15	1.2528e-16
3441.4740	2.7838e-15	1.2327e-16
3443.7616	2.7678e-15	1.2215e-16
3446.0491	2.7466e-15	1.1927e-16
3448.3366	2.7302e-15	1.1972e-16
3450.6242	2.7131e-15	1.2334e-16
3452.9117	2.6997e-15	1.1778e-16
3455.1992	2.6910e-15	1.1383e-16
3457.4868	2.6840e-15	1.1350e-16
3459.7743	2.6726e-15	1.0985e-16
3462.0619	2.6644e-15	9.6233e-17
3464.3494	2.6478e-15	9.0119e-17
3466.6369	2.6427e-15	9.0107e-17
3468.9245	2.6397e-15	9.5464e-17
3471.2120	2.6363e-15	9.3320e-17
3473.4995	2.6373e-15	8.6871e-17
3475.7871	2.6380e-15	8.5446e-17
3478.0746	2.6411e-15	8.0197e-17
3480.3621	2.6524e-15	8.0109e-17
3482.6497	2.6623e-15	8.1835e-17
3484.9372	2.6685e-15	9.2139e-17
3487.2248	2.6734e-15	9.8010e-17
3489.5123	2.6781e-15	1.0227e-16
3491.7998	2.6874e-15	1.0225e-16
3494.0874	2.6985e-15	1.0253e-16
3496.3749	2.7085e-15	1.1193e-16
3498.6624	2.7169e-15	1.0604e-16
3500.9500	2.7315e-15	1.1668e-16
3503.2375	2.7427e-15	1.3521e-16
3505.5250	2.7598e-15	1.3648e-16
3507.8126	2.7744e-15	1.3761e-16
3510.1001	2.7912e-15	1.3582e-16
3512.3876	2.8100e-15	1.3745e-16
3514.6752	2.8291e-15	1.4520e-16
3516.9627	2.8387e-15	1.5518e-16
3519.2503	2.8583e-15	1.5049e-16
3521.5378	2.8700e-15	1.5171e-16
3523.8253	2.8781e-15	1.5176e-16
3526.1129	2.8880e-15	1.5209e-16
3528.4004	2.8924e-15	1.5593e-16
3530.6879	2.9025e-15	1.5302e-16
3532.9755	2.9129e-15	1.3608e-16
3535.2630	2.9192e-15	1.2267e-16
3537.5505	2.9264e-15	1.2284e-16
3539.8381	2.9357e-15	1.2720e-16
3542.1256	2.9413e-15	1.2758e-16
3544.4132	2.9419e-15	1.2471e-16
