#wls	flux	flux_err
3495.9900	1.3065e-15	4.5034e-16
3498.5200	1.3384e-15	4.4525e-16
3501.0400	1.3803e-15	4.5346e-16
3503.5700	1.4201e-15	4.5458e-16
3506.1000	1.4596e-15	3.6767e-16
3508.6300	1.5028e-15	3.3925e-16
3511.1600	1.5476e-15	3.3320e-16
3513.6900	1.5718e-15	3.3481e-16
3516.2200	1.5939e-15	3.3712e-16
3518.7500	1.6019e-15	3.3695e-16
3521.2800	1.6000e-15	3.2691e-16
3523.8100	1.5880e-15	3.5234e-16
3526.3400	1.5786e-15	3.5761e-16
3528.8700	1.5691e-15	3.5278e-16
3531.4000	1.5825e-15	3.5157e-16
3533.9300	1.6187e-15	3.0078e-16
3536.4600	1.6062e-15	2.9983e-16
3538.9900	1.6004e-15	3.0599e-16
3541.5200	1.5945e-15	3.0635e-16
3544.0500	1.5914e-15	3.2113e-16
3546.5800	1.5717e-15	3.3437e-16
3549.1100	1.5893e-15	2.8058e-16
3551.6400	1.6176e-15	3.0277e-16
3554.1700	1.6000e-15	3.0736e-16
3556.7000	1.5990e-15	3.2645e-16
3559.2300	1.5984e-15	3.2533e-16
3561.7600	1.6071e-15	3.3851e-16
3564.2900	1.6272e-15	3.3509e-16
3566.8200	1.6189e-15	3.3520e-16
3569.3500	1.5928e-15	3.3680e-16
3571.8800	1.5662e-15	3.0219e-16
3574.4100	1.5523e-15	3.0200e-16
3576.9400	1.5280e-15	3.0116e-16
3579.4700	1.5016e-15	3.0034e-16
3582.0000	1.5232e-15	2.9843e-16
3584.5300	1.4978e-15	3.0470e-16
3587.0600	1.4632e-15	3.1227e-16
3589.5900	1.4601e-15	3.1046e-16
3592.1200	1.4610e-15	2.8281e-16
3594.6500	1.4476e-15	2.7473e-16
3597.1800	1.4466e-15	2.7280e-16
3599.7100	1.4435e-15	2.5950e-16
3602.2400	1.4416e-15	2.6656e-16
3604.7700	1.4390e-15	2.4599e-16
3607.3000	1.4301e-15	2.4795e-16
3609.8300	1.4540e-15	2.3631e-16
3612.3600	1.4450e-15	2.8193e-16
3614.8900	1.4368e-15	2.8209e-16
3617.4200	1.4311e-15	2.8036e-16
3619.9500	1.4221e-15	2.8122e-16
3622.4700	1.4145e-15	2.6967e-16
3625.0000	1.3878e-15	2.7306e-16
3627.5300	1.3805e-15	2.9441e-16
3630.0600	1.3645e-15	2.9310e-16
3632.5900	1.3481e-15	3.2745e-16
3635.1200	1.3455e-15	3.0200e-16
3637.6500	1.3262e-15	3.0443e-16
3640.1800	1.3177e-15	3.3591e-16
3642.7100	1.3167e-15	3.3400e-16
3645.2400	1.2993e-15	3.2838e-16
3647.7700	1.2851e-15	3.2656e-16
3650.3000	1.2653e-15	3.1881e-16
3652.8300	1.2491e-15	3.2399e-16
3655.3600	1.2418e-15	3.4168e-16
3657.8900	1.2497e-15	3.3313e-16
3660.4200	1.2573e-15	2.9800e-16
3662.9500	1.2453e-15	3.4354e-16
3665.4800	1.2289e-15	3.4267e-16
3668.0100	1.2033e-15	3.4845e-16
3670.5400	1.2042e-15	3.5452e-16
3673.0700	1.1939e-15	3.5104e-16
3675.6000	1.2017e-15	3.3512e-16
3678.1300	1.1938e-15	3.3631e-16
3680.6600	1.1982e-15	3.1100e-16
3683.1900	1.1894e-15	3.1735e-16
3685.7200	1.1922e-15	3.2505e-16
3688.2500	1.1870e-15	2.8799e-16
3690.7800	1.1957e-15	2.8951e-16
3693.3100	1.2037e-15	2.9002e-16
3695.8400	1.2134e-15	2.8947e-16
3698.3700	1.2307e-15	2.9021e-16
3700.9000	1.2351e-15	2.8740e-16
3703.4300	1.2479e-15	2.7228e-16
3705.9600	1.2608e-15	2.6814e-16
3708.4900	1.2545e-15	2.6866e-16
3711.0200	1.2396e-15	2.2829e-16
3713.5500	1.2400e-15	2.4540e-16
3716.0800	1.2331e-15	2.4027e-16
3718.6100	1.2401e-15	2.4491e-16
3721.1400	1.2555e-15	2.5293e-16
3723.6700	1.2720e-15	2.6695e-16
3726.2000	1.2802e-15	3.1444e-16
3728.7300	1.2859e-15	3.4727e-16
3731.2600	1.2910e-15	3.4296e-16
3733.7900	1.2817e-15	3.3729e-16
3736.3200	1.2973e-15	3.3877e-16
3738.8500	1.3014e-15	3.3865e-16
3741.3800	1.3095e-15	3.5115e-16
3743.9000	1.3120e-15	3.5579e-16
3746.4300	1.3129e-15	3.5530e-16
3748.9600	1.3044e-15	3.5069e-16
3751.4900	1.2876e-15	3.4517e-16
3754.0200	1.2848e-15	3.4790e-16
3756.5500	1.3034e-15	3.4653e-16
3759.0800	1.3108e-15	3.1985e-16
3761.6100	1.3344e-15	3.1723e-16
3764.1400	1.3280e-15	3.2305e-16
3766.6700	1.3304e-15	3.0150e-16
3769.2000	1.3363e-15	2.9830e-16
3771.7300	1.3451e-15	2.7588e-16
3774.2600	1.3481e-15	2.5346e-16
3776.7900	1.3413e-15	2.1253e-16
3779.3200	1.3559e-15	2.1669e-16
3781.8500	1.3522e-15	2.2869e-16
3784.3800	1.3481e-15	2.2410e-16
3786.9100	1.3719e-15	2.2813e-16
3789.4400	1.3758e-15	2.1372e-16
3791.9700	1.3772e-15	2.1686e-16
3794.5000	1.3898e-15	2.1794e-16
3797.0300	1.4021e-15	2.1843e-16
3799.5600	1.4120e-15	2.1848e-16
3802.0900	1.4135e-15	2.2450e-16
3804.6200	1.4222e-15	2.2399e-16
3807.1500	1.4468e-15	2.3100e-16
3809.6800	1.4553e-15	2.2070e-16
3812.2100	1.4846e-15	2.0304e-16
3814.7400	1.4980e-15	2.0428e-16
3817.2700	1.5237e-15	2.0794e-16
3819.8000	1.5424e-15	2.0001e-16
3822.3300	1.5688e-15	1.9411e-16
3824.8600	1.5868e-15	2.1049e-16
3827.3900	1.5973e-15	2.1123e-16
3829.9200	1.6132e-15	1.9700e-16
3832.4500	1.6265e-15	1.9564e-16
3834.9800	1.6261e-15	1.9755e-16
3837.5100	1.6397e-15	2.2335e-16
3840.0400	1.6471e-15	2.1510e-16
3842.5700	1.6473e-15	2.1590e-16
3845.1000	1.6600e-15	2.1846e-16
3847.6300	1.6444e-15	2.1848e-16
3850.1600	1.6529e-15	2.1146e-16
3852.6900	1.6733e-15	2.1159e-16
3855.2200	1.6949e-15	2.0926e-16
3857.7500	1.7066e-15	2.1212e-16
3860.2800	1.7144e-15	2.1497e-16
3862.8000	1.7204e-15	2.1879e-16
3865.3300	1.7427e-15	2.1467e-16
3867.8600	1.7612e-15	2.1449e-16
3870.3900	1.7752e-15	2.1312e-16
3872.9200	1.7913e-15	2.0247e-16
3875.4500	1.8040e-15	1.8940e-16
3877.9800	1.8113e-15	1.9543e-16
