spec_file	spec_mjd	ZTF_g_fitflux	ZTF_g_fitfluxerr	ZTF_g_inrange	ZTF_r_fitflux	ZTF_r_fitfluxerr	ZTF_r_inrange	ps_g_fitflux	ps_g_fitfluxerr	ps_g_inrange	ps_i_fitflux	ps_i_fitfluxerr	ps_i_inrange	ps_r_fitflux	ps_r_fitfluxerr	ps_r_inrange	ps_z_fitflux	ps_z_fitfluxerr	ps_z_inrange
C:/Users/Filip/Desktop/ASTRprojekt/template2\Inputs/Spectroscopy\2_spec_smoothed/SN2019yvr/58846.txt	58846.0	1.2879519760213398e-15	1.2785637351905316e-16	False	2.1423896703038145e-15	1.0888824672113677e-16	True	1.4618433237588422e-15	2.490814220886682e-17	True	1.454455013191515e-15	1.9512078364588653e-17	True	1.7594780559537615e-15	3.165012450921749e-17	True	1.2199932806097938e-15	1.2888405783682059e-17	True
C:/Users/Filip/Desktop/ASTRprojekt/template2\Inputs/Spectroscopy\2_spec_smoothed/SN2019yvr/58846.33.txt	58846.33	1.316724603250363e-15	1.181991991786265e-16	False	2.1473939000830758e-15	1.0179534660803198e-16	True	1.4601258800411175e-15	2.1316962051735176e-17	True	1.4666616598998022e-15	1.6484080965178304e-17	True	1.7599896768358044e-15	2.5977568908222142e-17	True	1.221183264461314e-15	1.1392395825735777e-17	True
