MJD	ZTF_g	ZTF_g_err	ZTF_r	ZTF_r_err	ps_g	ps_g_err	ps_i	ps_i_err	ps_r	ps_r_err	ps_z	ps_z_err
58855.100000000064	2.0458440941610494e-15	1.7340619968098916e-17	2.2120190059805574e-15	9.453337073253918e-17	1.3194818212620981e-15	6.744144904776825e-17	1.7435137938612713e-15	7.12097184074477e-17	1.6950120394391115e-15	1.0901618449356484e-16	1.249357293685817e-15	4.340077952252214e-17
58855.15000000007	2.0445928049337517e-15	1.7290570151018775e-17	2.2119114902545005e-15	9.526313051203995e-17	1.3182313009629742e-15	6.764734848551775e-17	1.7447088476712078e-15	7.147267684981928e-17	1.6942856706959516e-15	1.0949368271605933e-16	1.2494959490683821e-15	4.3627155483502876e-17
58855.20000000007	2.0432625331318858e-15	1.7219390342095804e-17	2.2117973357480356e-15	9.598646466222121e-17	1.3169765887542855e-15	6.785000157265736e-17	1.7458981289000606e-15	7.173226829705125e-17	1.6935561727850523e-15	1.0996751996070495e-16	1.2496343160006665e-15	4.385269376040885e-17
58855.25000000007	2.0418550797522193e-15	1.712721338172247e-17	2.2116765182232568e-15	9.670336193354706e-17	1.315717698353434e-15	6.804940689154675e-17	1.7470816121856189e-15	7.198848581652611e-17	1.6928235595268794e-15	1.1043769116031803e-16	1.2497723937671297e-15	4.407739086448492e-17
58855.300000000076	2.0403722437746383e-15	1.701428027906875e-17	2.211549013361054e-15	9.741381140426713e-17	1.314454643446188e-15	6.824556312033343e-17	1.7482592721346634e-15	7.224132259946375e-17	1.6920878447086936e-15	1.1090419129601465e-16	1.2499101816511044e-15	4.430124334471432e-17
58855.35000000008	2.0388158222031566e-15	1.68809487135132e-17	2.211414796760987e-15	9.811780247075302e-17	1.3131874376867437e-15	6.843846903197789e-17	1.749431083322824e-15	7.24907719602058e-17	1.691349042084634e-15	1.1136701539671114e-16	1.2500476789348249e-15	4.4524247786966526e-17
58855.40000000008	2.0371876101069194e-15	1.6727703594855284e-17	2.2112738439410594e-15	9.881532483844174e-17	1.3119160946978025e-15	6.862812349333257e-17	1.750597020294534e-15	7.273682733551539e-17	1.6906071653757997e-15	1.1182615853864039e-16	1.2501848848994877e-15	4.474640081317191e-17
58855.450000000084	2.035489400661252e-15	1.655516996162013e-17	2.21112613033764e-15	9.950636851324549e-17	1.3106406280706178e-15	6.881452546425476e-17	1.7517570575628918e-15	7.297948228391601e-17	1.6898622282703702e-15	1.1228161584487494e-16	1.2503217988251732e-15	4.49676990805324e-17
58855.50000000009	2.033722985188476e-15	1.6364128541999688e-17	2.210971631305184e-15	1.0019092379352826e-16	1.3093610513651542e-15	6.899767399674982e-17	1.7529111696095305e-15	7.321873048502042e-17	1.6891142444236432e-15	1.1273338248487585e-16	1.250458419990906e-15	4.5188139280739605e-17
58855.55000000009	2.0318901531989828e-15	1.6155534345251177e-17	2.210810322116054e-15	1.008689812625161e-16	1.308077378110083e-15	6.91775682341687e-17	1.7540593308845478e-15	7.345456573891208e-17	1.6883632274581638e-15	1.131814536740385e-16	1.250594747674581e-15	4.540771813923583e-17
58855.60000000009	2.0299926924319757e-15	1.5930538686060875e-17	2.210642177960402e-15	1.015405317811209e-16	1.30678962180292e-15	6.935420741041752e-17	1.7552015158063568e-15	7.368698196552176e-17	1.6876091909637853e-15	1.1362582467327003e-16	1.2507307811530247e-15	4.562643241451325e-17
58855.650000000096	2.0280323888964076e-15	1.5690515060975717e-17	2.2104671739459607e-15	1.0220556648120791e-16	1.3054977959101073e-15	6.952759084922171e-17	1.7563376987615965e-15	7.39159732040323e-17	1.6868521484977704e-15	1.1406649078856468e-16	1.250866519701982e-15	4.58442788973981e-17
58855.7000000001	2.0260110269117478e-15	1.5437089279098988e-17	2.2102852850977867e-15	1.0286407675921221e-16	1.3042019138670425e-15	6.969771796340787e-17	1.7574678541050485e-15	7.414153361230778e-17	1.6860921135848756e-15	1.1450344737058802e-16	1.2510019625960989e-15	4.606125441039936e-17
58855.7500000001	2.0239303891487904e-15	1.517217417332867e-17	2.210096486358186e-15	1.0351605427012386e-16	1.3029019890782207e-15	6.986458825422991e-17	1.75859195615947e-15	7.436365746632009e-17	1.6853290997174358e-15	1.1493668981428832e-16	1.251137109108926e-15	4.627735580705127e-17
58855.800000000105	2.0217922566703854e-15	1.4898009049870917e-17	2.2099007525864857e-15	1.0416149092179045e-16	1.301598034917286e-15	7.002820131070633e-17	1.7597099792155403e-15	7.458233915960597e-17	1.684563120355443e-15	1.1536621355850128e-16	1.2512719585129196e-15	4.6492579971295973e-17
58855.85000000011	2.0195984089722004e-15	1.4617203719102816e-17	2.2096980585587527e-15	1.0480037886954838e-16	1.3002900647270932e-15	7.018855680901405e-17	1.7608218975316995e-15	7.479757320275336e-17	1.683794188926643e-15	1.157920140855767e-16	1.2514065100794586e-15	4.670692381687373e-17
58855.90000000011	2.017350624023422e-15	1.4332786423917197e-17	2.209488378967813e-15	1.054327105111229e-16	1.2989780918198422e-15	7.034565451187643e-17	1.761927685334089e-15	7.500935422287186e-17	1.6830223188266265e-15	1.1621408692101172e-16	1.2515407630788094e-15	4.6920384286749426e-17
58855.95000000011	2.015050678307395e-15	1.4048254153901244e-17	2.209271688422833e-15	1.0605847848183255e-16	1.2976621294771072e-15	7.049949426800862e-17	1.7630273168164089e-15	7.521767696310368e-17	1.6822475234189004e-15	1.1663242763308507e-16	1.2516747167801345e-15	4.713295835253764e-17
58856.00000000012	2.012700346862286e-15	1.3767622611603847e-17	2.209047961449366e-15	1.066776756500055e-16	1.2963421909499414e-15	7.065007601157474e-17	1.764120766139809e-15	7.542253628213924e-17	1.681469816034978e-15	1.1704703183251754e-16	1.2518083704515105e-15	4.7344643013953016e-17
58856.05000000012	2.01030140332171e-15	1.349547139628874e-17	2.208817172488927e-15	1.0729029511267561e-16	1.295018289458951e-15	7.079739976167078e-17	1.765208007432794e-15	7.562392715375535e-17	1.6806892099744772e-15	1.174578951721207e-16	1.25194172335991e-15	4.7555435298289754e-17
58856.10000000012	2.0078556199553176e-15	1.3236977770578154e-17	2.2085792958989703e-15	1.0789633019149095e-16	1.2936904381943714e-15	7.094146562182436e-17	1.7662890147911078e-15	7.582184466634983e-17	1.6799057185051734e-15	1.1786501334647814e-16	1.252074774771238e-15	4.77653322599161e-17
58856.150000000125	2.005364767709345e-15	1.2997929798587474e-17	2.2083343059526645e-15	1.0849577442883752e-16	1.2923586503161555e-15	7.108227377954015e-17	1.7673637622776094e-15	7.60162840225249e-17	1.6791193548631347e-15	1.1826838209161176e-16	1.2522075239502464e-15	4.797433097975784e-17
58856.20000000013	2.0028306162472216e-15	1.278470707795235e-17	2.2080821768386606e-15	1.0908862158414711e-16	1.2910229389540498e-15	7.121982450584367e-17	1.7684322239221671e-15	7.62072405386439e-17	1.6783301322527637e-15	1.1866799718466306e-16	1.2523399701606097e-15	4.818242856483179e-17
58856.25000000013	2.0002549339899946e-15	1.2604215515523991e-17	2.2078228826609398e-15	1.0967486563041308e-16	1.2896833172076703e-15	7.135411815486281e-17	1.7694943737215902e-15	7.639470964441053e-17	1.6775380638468932e-15	1.1906385444359752e-16	1.2524721126648858e-15	4.8389622147784356e-17
58856.300000000134	1.997639488156955e-15	1.2463762860321428e-17	2.2075563974385976e-15	1.1025450075089704e-16	1.2883397981465837e-15	7.148515516342554e-17	1.7705501856394405e-15	7.657868688250626e-17	1.6767431627868838e-15	1.1945594972689516e-16	1.2526039507245821e-15	4.85959088864337e-17
58856.35000000014	1.9949860448059623e-15	1.2370865553692345e-17	2.20728269510568e-15	1.1082752133595984e-16	1.2869923948103951e-15	7.161293605067017e-17	1.7715996336059797e-15	7.675916790816448e-17	1.6759454421827018e-15	1.1984427893325294e-16	1.2527354836000083e-15	4.880128596332814e-17
58856.40000000014	1.992296368874033e-15	1.2332986191217102e-17	2.2070017495110023e-15	1.1139392198009316e-16	1.2856411202088193e-15	7.173746141768762e-17	1.7726426915180441e-15	7.693614848882212e-17	1.6751449151129958e-15	1.2022883800131016e-16	1.2528667105504375e-15	4.900575058534508e-17
